,CTI,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_color,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
110,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",1135.0,#1F45FC,2.0,color,switch,,8931,stim,1.0,poldrack-single-stim,s471
113,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",683.0,orange,2.0,color,stay,,11040,stim,2.0,poldrack-single-stim,s471
116,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",439.0,orange,2.0,magnitude,switch,,13945,stim,3.0,poldrack-single-stim,s471
119,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",446.0,orange,7.0,color,switch,,16988,stim,4.0,poldrack-single-stim,s471
122,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",383.0,orange,2.0,magnitude,switch,,19894,stim,5.0,poldrack-single-stim,s471
125,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",627.0,#1F45FC,3.0,color,switch,,22136,stim,6.0,poldrack-single-stim,s471
128,100.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",619.0,#1F45FC,4.0,color,stay,,24650,stim,7.0,poldrack-single-stim,s471
131,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",514.0,orange,7.0,magnitude,switch,,26894,stim,8.0,poldrack-single-stim,s471
134,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",688.0,orange,8.0,color,switch,,29002,stim,9.0,poldrack-single-stim,s471
137,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",642.0,#1F45FC,6.0,magnitude,switch,,32045,stim,10.0,poldrack-single-stim,s471
140,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",441.0,orange,8.0,magnitude,stay,,35223,stim,11.0,poldrack-single-stim,s471
143,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",670.0,orange,9.0,color,switch,,37329,stim,12.0,poldrack-single-stim,s471
146,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",580.0,orange,6.0,magnitude,switch,,39844,stim,13.0,poldrack-single-stim,s471
149,100.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",598.0,orange,1.0,magnitude,stay,,41950,stim,14.0,poldrack-single-stim,s471
152,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",363.0,#1F45FC,9.0,color,switch,,44992,stim,15.0,poldrack-single-stim,s471
155,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",830.0,#1F45FC,6.0,magnitude,switch,,47507,stim,16.0,poldrack-single-stim,s471
158,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",825.0,orange,2.0,color,switch,,49749,stim,17.0,poldrack-single-stim,s471
161,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",818.0,#1F45FC,3.0,magnitude,switch,,52264,stim,18.0,poldrack-single-stim,s471
164,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",470.0,#1F45FC,4.0,color,switch,,55309,stim,19.0,poldrack-single-stim,s471
167,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",558.0,#1F45FC,1.0,color,stay,,58216,stim,20.0,poldrack-single-stim,s471
170,900.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",667.0,#1F45FC,7.0,color,stay,,61394,stim,21.0,poldrack-single-stim,s471
173,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",740.0,#1F45FC,4.0,magnitude,switch,,64301,stim,22.0,poldrack-single-stim,s471
176,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",541.0,#1F45FC,4.0,color,switch,,67480,stim,23.0,poldrack-single-stim,s471
179,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",650.0,orange,7.0,color,stay,,69858,stim,24.0,poldrack-single-stim,s471
182,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",628.0,orange,6.0,color,stay,,72916,stim,25.0,poldrack-single-stim,s471
185,100.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",520.0,orange,6.0,color,stay,,75703,stim,26.0,poldrack-single-stim,s471
188,100.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",508.0,orange,2.0,color,stay,,77947,stim,27.0,poldrack-single-stim,s471
191,900.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",443.0,orange,6.0,color,stay,,81126,stim,28.0,poldrack-single-stim,s471
194,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",554.0,orange,8.0,color,stay,,83504,stim,29.0,poldrack-single-stim,s471
197,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",642.0,orange,1.0,magnitude,switch,,85746,stim,30.0,poldrack-single-stim,s471
200,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",522.0,#1F45FC,2.0,magnitude,stay,,89061,stim,31.0,poldrack-single-stim,s471
203,100.0,False,71.0,High-Low,switch,test,twobytwo,89.0,"89,71",740.0,orange,7.0,magnitude,stay,,91303,stim,32.0,poldrack-single-stim,s471
206,100.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",937.0,#1F45FC,2.0,magnitude,stay,,93546,stim,33.0,poldrack-single-stim,s471
209,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",512.0,orange,1.0,magnitude,stay,,96452,stim,34.0,poldrack-single-stim,s471
212,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",676.0,#1F45FC,9.0,magnitude,stay,,98559,stim,35.0,poldrack-single-stim,s471
215,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",497.0,#1F45FC,8.0,magnitude,stay,,101465,stim,36.0,poldrack-single-stim,s471
218,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",728.0,orange,3.0,magnitude,stay,,103572,stim,37.0,poldrack-single-stim,s471
221,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",584.0,orange,8.0,magnitude,stay,,106478,stim,38.0,poldrack-single-stim,s471
224,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",475.0,#1F45FC,2.0,magnitude,stay,,109657,stim,39.0,poldrack-single-stim,s471
227,100.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",609.0,#1F45FC,1.0,magnitude,stay,,112171,stim,40.0,poldrack-single-stim,s471
230,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",601.0,orange,2.0,magnitude,stay,,115077,stim,41.0,poldrack-single-stim,s471
233,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",435.0,orange,9.0,color,switch,,118120,stim,42.0,poldrack-single-stim,s471
236,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",615.0,#1F45FC,8.0,color,stay,,120226,stim,43.0,poldrack-single-stim,s471
239,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",442.0,#1F45FC,2.0,magnitude,switch,,123269,stim,44.0,poldrack-single-stim,s471
242,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",1024.0,#1F45FC,6.0,color,switch,,125919,stim,45.0,poldrack-single-stim,s471
245,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",610.0,orange,2.0,magnitude,switch,,128706,stim,46.0,poldrack-single-stim,s471
248,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",520.0,orange,6.0,magnitude,stay,,132700,stim,47.0,poldrack-single-stim,s471
251,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",653.0,#1F45FC,4.0,magnitude,stay,,135743,stim,48.0,poldrack-single-stim,s471
254,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",632.0,#1F45FC,4.0,magnitude,stay,,138394,stim,49.0,poldrack-single-stim,s471
257,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",475.0,orange,3.0,magnitude,stay,,141301,stim,50.0,poldrack-single-stim,s471
260,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",502.0,orange,6.0,color,switch,,144343,stim,51.0,poldrack-single-stim,s471
263,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",1056.0,orange,4.0,magnitude,switch,,146450,stim,52.0,poldrack-single-stim,s471
266,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",492.0,orange,8.0,color,switch,,148965,stim,53.0,poldrack-single-stim,s471
269,100.0,False,89.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",658.0,#1F45FC,9.0,color,stay,,151071,stim,54.0,poldrack-single-stim,s471
272,100.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",749.0,#1F45FC,9.0,color,stay,,153177,stim,55.0,poldrack-single-stim,s471
275,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",1309.0,orange,4.0,magnitude,switch,,155284,stim,56.0,poldrack-single-stim,s471
278,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",477.0,orange,9.0,magnitude,stay,,158870,stim,57.0,poldrack-single-stim,s471
281,100.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",1016.0,#1F45FC,6.0,magnitude,stay,,161249,stim,58.0,poldrack-single-stim,s471
284,900.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",577.0,#1F45FC,4.0,magnitude,stay,,164563,stim,59.0,poldrack-single-stim,s471
287,900.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",475.0,#1F45FC,1.0,magnitude,stay,,168693,stim,60.0,poldrack-single-stim,s471
290,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",820.0,orange,7.0,color,switch,,171208,stim,61.0,poldrack-single-stim,s471
293,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",1194.0,orange,7.0,magnitude,switch,,174130,stim,62.0,poldrack-single-stim,s471
296,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",680.0,#1F45FC,1.0,color,switch,,176646,stim,63.0,poldrack-single-stim,s471
299,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",877.0,orange,4.0,magnitude,switch,,178888,stim,64.0,poldrack-single-stim,s471
302,900.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",468.0,orange,2.0,magnitude,stay,,181930,stim,65.0,poldrack-single-stim,s471
305,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",414.0,orange,6.0,magnitude,stay,,184837,stim,66.0,poldrack-single-stim,s471
308,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",560.0,#1F45FC,8.0,magnitude,stay,,187745,stim,67.0,poldrack-single-stim,s471
311,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",640.0,orange,7.0,color,switch,,190125,stim,68.0,poldrack-single-stim,s471
314,100.0,False,71.0,Magnitude,,test,twobytwo,89.0,"89,71",951.0,#1F45FC,7.0,magnitude,switch,,192638,stim,69.0,poldrack-single-stim,s471
317,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",597.0,#1F45FC,6.0,color,switch,,194744,stim,70.0,poldrack-single-stim,s471
320,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",489.0,#1F45FC,4.0,color,stay,,197787,stim,71.0,poldrack-single-stim,s471
323,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",822.0,orange,3.0,magnitude,switch,,199894,stim,72.0,poldrack-single-stim,s471
326,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",596.0,orange,8.0,color,switch,,202408,stim,73.0,poldrack-single-stim,s471
329,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",811.0,orange,4.0,color,stay,,204789,stim,74.0,poldrack-single-stim,s471
332,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",553.0,#1F45FC,2.0,magnitude,switch,,206895,stim,75.0,poldrack-single-stim,s471
335,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",515.0,#1F45FC,7.0,magnitude,stay,,210074,stim,76.0,poldrack-single-stim,s471
338,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",768.0,#1F45FC,9.0,color,switch,,212179,stim,77.0,poldrack-single-stim,s471
341,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",732.0,#1F45FC,9.0,magnitude,switch,,214286,stim,78.0,poldrack-single-stim,s471
344,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",689.0,orange,8.0,magnitude,stay,,216664,stim,79.0,poldrack-single-stim,s471
345,,,,,,,twobytwo,-1.0,none,-1.0,,,,,,226668,rest_block,,poldrack-single-stim,s471
350,900.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",554.0,#1F45FC,1.0,magnitude,stay,,233218,stim,0.0,poldrack-single-stim,s471
353,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",950.0,#1F45FC,2.0,color,switch,,235324,stim,1.0,poldrack-single-stim,s471
356,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",666.0,orange,2.0,color,stay,,237429,stim,2.0,poldrack-single-stim,s471
359,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",487.0,orange,2.0,magnitude,switch,,240336,stim,3.0,poldrack-single-stim,s471
362,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",470.0,orange,7.0,color,switch,,243242,stim,4.0,poldrack-single-stim,s471
365,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",468.0,orange,2.0,magnitude,switch,,246149,stim,5.0,poldrack-single-stim,s471
368,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",625.0,#1F45FC,3.0,color,switch,,248390,stim,6.0,poldrack-single-stim,s471
371,100.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",500.0,#1F45FC,4.0,color,stay,,250498,stim,7.0,poldrack-single-stim,s471
374,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",507.0,orange,7.0,magnitude,switch,,252605,stim,8.0,poldrack-single-stim,s471
377,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",733.0,orange,8.0,color,switch,,254847,stim,9.0,poldrack-single-stim,s471
380,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",758.0,#1F45FC,6.0,magnitude,switch,,257754,stim,10.0,poldrack-single-stim,s471
383,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",556.0,orange,8.0,magnitude,stay,,260797,stim,11.0,poldrack-single-stim,s471
386,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",941.0,orange,9.0,color,switch,,263583,stim,12.0,poldrack-single-stim,s471
389,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",777.0,orange,6.0,magnitude,switch,,265962,stim,13.0,poldrack-single-stim,s471
392,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",695.0,orange,1.0,magnitude,stay,,268204,stim,14.0,poldrack-single-stim,s471
395,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",476.0,#1F45FC,9.0,color,switch,,271112,stim,15.0,poldrack-single-stim,s471
398,100.0,False,71.0,High-Low,,test,twobytwo,89.0,"89,71",924.0,#1F45FC,6.0,magnitude,switch,,273354,stim,16.0,poldrack-single-stim,s471
401,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",660.0,orange,2.0,color,switch,,276141,stim,17.0,poldrack-single-stim,s471
404,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",784.0,#1F45FC,3.0,magnitude,switch,,278520,stim,18.0,poldrack-single-stim,s471
407,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",740.0,#1F45FC,4.0,color,switch,,281424,stim,19.0,poldrack-single-stim,s471
410,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",535.0,#1F45FC,1.0,color,stay,,284331,stim,20.0,poldrack-single-stim,s471
413,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",428.0,#1F45FC,7.0,color,stay,,287374,stim,21.0,poldrack-single-stim,s471
416,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",553.0,#1F45FC,4.0,magnitude,switch,,290281,stim,22.0,poldrack-single-stim,s471
419,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",723.0,#1F45FC,4.0,color,switch,,293188,stim,23.0,poldrack-single-stim,s471
422,100.0,False,71.0,Orange-Blue,switch,test,twobytwo,-1.0,"89,71",-1.0,orange,7.0,color,stay,,295296,stim,24.0,poldrack-single-stim,s471
425,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",1057.0,orange,6.0,color,stay,,297674,stim,25.0,poldrack-single-stim,s471
428,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",588.0,orange,6.0,color,stay,,300189,stim,26.0,poldrack-single-stim,s471
431,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",499.0,orange,2.0,color,stay,,302295,stim,27.0,poldrack-single-stim,s471
434,900.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",433.0,orange,6.0,color,stay,,305200,stim,28.0,poldrack-single-stim,s471
437,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",652.0,orange,8.0,color,stay,,307307,stim,29.0,poldrack-single-stim,s471
440,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",556.0,orange,1.0,magnitude,switch,,309684,stim,30.0,poldrack-single-stim,s471
443,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",408.0,#1F45FC,2.0,magnitude,stay,,312726,stim,31.0,poldrack-single-stim,s471
446,100.0,False,71.0,High-Low,switch,test,twobytwo,89.0,"89,71",850.0,orange,7.0,magnitude,stay,,314833,stim,32.0,poldrack-single-stim,s471
449,100.0,False,89.0,Magnitude,switch,test,twobytwo,-1.0,"89,71",-1.0,#1F45FC,2.0,magnitude,stay,,317484,stim,33.0,poldrack-single-stim,s471
452,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",751.0,orange,1.0,magnitude,stay,,320663,stim,34.0,poldrack-single-stim,s471
455,100.0,False,71.0,High-Low,stay,test,twobytwo,89.0,"89,71",879.0,#1F45FC,9.0,magnitude,stay,,323043,stim,35.0,poldrack-single-stim,s471
458,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",730.0,#1F45FC,8.0,magnitude,stay,,325950,stim,36.0,poldrack-single-stim,s471
461,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",698.0,orange,3.0,magnitude,stay,,328056,stim,37.0,poldrack-single-stim,s471
464,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",817.0,orange,8.0,magnitude,stay,,331099,stim,38.0,poldrack-single-stim,s471
467,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",463.0,#1F45FC,2.0,magnitude,stay,,334006,stim,39.0,poldrack-single-stim,s471
470,100.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",964.0,#1F45FC,1.0,magnitude,stay,,336249,stim,40.0,poldrack-single-stim,s471
473,900.0,False,89.0,Magnitude,stay,test,twobytwo,71.0,"89,71",756.0,orange,2.0,magnitude,stay,,339428,stim,41.0,poldrack-single-stim,s471
476,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",478.0,orange,9.0,color,switch,,342470,stim,42.0,poldrack-single-stim,s471
479,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",958.0,#1F45FC,8.0,color,stay,,344850,stim,43.0,poldrack-single-stim,s471
482,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",586.0,#1F45FC,2.0,magnitude,switch,,347757,stim,44.0,poldrack-single-stim,s471
485,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",1012.0,#1F45FC,6.0,color,switch,,350679,stim,45.0,poldrack-single-stim,s471
488,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",692.0,orange,2.0,magnitude,switch,,353194,stim,46.0,poldrack-single-stim,s471
491,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",521.0,orange,6.0,magnitude,stay,,356100,stim,47.0,poldrack-single-stim,s471
494,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",617.0,#1F45FC,4.0,magnitude,stay,,359550,stim,48.0,poldrack-single-stim,s471
497,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",628.0,#1F45FC,4.0,magnitude,stay,,361793,stim,49.0,poldrack-single-stim,s471
500,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",437.0,orange,3.0,magnitude,stay,,364698,stim,50.0,poldrack-single-stim,s471
503,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",486.0,orange,6.0,color,switch,,367606,stim,51.0,poldrack-single-stim,s471
506,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",802.0,orange,4.0,magnitude,switch,,369848,stim,52.0,poldrack-single-stim,s471
509,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",551.0,orange,8.0,color,switch,,372090,stim,53.0,poldrack-single-stim,s471
512,100.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",592.0,#1F45FC,9.0,color,stay,,374468,stim,54.0,poldrack-single-stim,s471
515,100.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",523.0,#1F45FC,9.0,color,stay,,377799,stim,55.0,poldrack-single-stim,s471
518,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",517.0,orange,4.0,magnitude,switch,,379907,stim,56.0,poldrack-single-stim,s471
521,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",591.0,orange,9.0,magnitude,stay,,382812,stim,57.0,poldrack-single-stim,s471
524,100.0,False,71.0,High-Low,switch,test,twobytwo,89.0,"89,71",624.0,#1F45FC,6.0,magnitude,stay,,385192,stim,58.0,poldrack-single-stim,s471
527,900.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",767.0,#1F45FC,4.0,magnitude,stay,,388234,stim,59.0,poldrack-single-stim,s471
530,900.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",612.0,#1F45FC,1.0,magnitude,stay,,391141,stim,60.0,poldrack-single-stim,s471
533,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",801.0,orange,7.0,color,switch,,393248,stim,61.0,poldrack-single-stim,s471
536,100.0,False,71.0,High-Low,,test,twobytwo,89.0,"89,71",589.0,orange,7.0,magnitude,switch,,395355,stim,62.0,poldrack-single-stim,s471
539,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",526.0,#1F45FC,1.0,color,switch,,398142,stim,63.0,poldrack-single-stim,s471
542,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",627.0,orange,4.0,magnitude,switch,,400247,stim,64.0,poldrack-single-stim,s471
545,900.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",484.0,orange,2.0,magnitude,stay,,403426,stim,65.0,poldrack-single-stim,s471
548,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",440.0,orange,6.0,magnitude,stay,,406333,stim,66.0,poldrack-single-stim,s471
551,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",703.0,#1F45FC,8.0,magnitude,stay,,409511,stim,67.0,poldrack-single-stim,s471
554,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",832.0,orange,7.0,color,switch,,412569,stim,68.0,poldrack-single-stim,s471
557,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",568.0,#1F45FC,7.0,magnitude,switch,,414676,stim,69.0,poldrack-single-stim,s471
560,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",692.0,#1F45FC,6.0,color,switch,,416783,stim,70.0,poldrack-single-stim,s471
563,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",368.0,#1F45FC,4.0,color,stay,,419690,stim,71.0,poldrack-single-stim,s471
566,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",632.0,orange,3.0,magnitude,switch,,421799,stim,72.0,poldrack-single-stim,s471
569,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",515.0,orange,8.0,color,switch,,424041,stim,73.0,poldrack-single-stim,s471
572,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",692.0,orange,4.0,color,stay,,426147,stim,74.0,poldrack-single-stim,s471
