,action,block_duration,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,stim_duration,text,time_elapsed,total_cards,trial_id,trial_type,which_round,worker_id
76,draw_card,891.0,1.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,15.0,1.0,3.0,"89,71",-65.0,891.0,891.0,,65923,1.0,stim,poldrack-single-stim,13.0,s577
78,draw_card,1130.0,0.0,test,columbia_card_task_fmri,1.0,89.0,-45.0,16.0,1.0,1.0,"89,71",1.0,1130.0,1130.0,,69515,,stim,poldrack-single-stim,14.0,s577
79,draw_card,441.0,0.0,test,columbia_card_task_fmri,1.0,89.0,-45.0,16.0,2.0,1.0,"89,71",2.0,441.0,441.0,,69959,,stim,poldrack-single-stim,14.0,s577
80,draw_card,427.0,1.0,test,columbia_card_task_fmri,1.0,89.0,-45.0,16.0,3.0,1.0,"89,71",-43.0,427.0,427.0,,70388,3.0,stim,poldrack-single-stim,14.0,s577
82,draw_card,658.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,1.0,3.0,"89,71",15.0,658.0,658.0,,74321,,stim,poldrack-single-stim,15.0,s577
83,draw_card,512.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,2.0,3.0,"89,71",30.0,512.0,512.0,,74836,,stim,poldrack-single-stim,15.0,s577
84,draw_card,624.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,3.0,3.0,"89,71",45.0,624.0,624.0,,75461,,stim,poldrack-single-stim,15.0,s577
85,draw_card,684.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,4.0,3.0,"89,71",60.0,684.0,684.0,,76148,,stim,poldrack-single-stim,15.0,s577
86,draw_card,580.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,5.0,3.0,"89,71",75.0,580.0,580.0,,76730,,stim,poldrack-single-stim,15.0,s577
87,draw_card,554.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,6.0,3.0,"89,71",90.0,554.0,554.0,,77285,,stim,poldrack-single-stim,15.0,s577
88,draw_card,771.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,7.0,3.0,"89,71",105.0,771.0,771.0,,78058,,stim,poldrack-single-stim,15.0,s577
89,draw_card,588.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,8.0,3.0,"89,71",120.0,588.0,588.0,,78648,,stim,poldrack-single-stim,15.0,s577
90,draw_card,529.0,1.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,9.0,3.0,"89,71",50.0,529.0,529.0,,79179,9.0,stim,poldrack-single-stim,15.0,s577
92,draw_card,766.0,0.0,test,columbia_card_task_fmri,30.0,89.0,-50.0,10.0,1.0,3.0,"89,71",30.0,766.0,766.0,,82201,,stim,poldrack-single-stim,16.0,s577
93,draw_card,441.0,0.0,test,columbia_card_task_fmri,30.0,89.0,-50.0,10.0,2.0,3.0,"89,71",60.0,441.0,441.0,,82644,,stim,poldrack-single-stim,16.0,s577
94,draw_card,628.0,1.0,test,columbia_card_task_fmri,30.0,89.0,-50.0,10.0,3.0,3.0,"89,71",10.0,628.0,628.0,,83274,3.0,stim,poldrack-single-stim,16.0,s577
96,draw_card,570.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,1.0,2.0,"89,71",17.0,570.0,570.0,,86101,,stim,poldrack-single-stim,17.0,s577
97,draw_card,449.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,2.0,2.0,"89,71",34.0,449.0,449.0,,86553,,stim,poldrack-single-stim,17.0,s577
98,draw_card,464.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,3.0,2.0,"89,71",51.0,464.0,464.0,,87020,,stim,poldrack-single-stim,17.0,s577
99,draw_card,903.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,4.0,2.0,"89,71",68.0,903.0,903.0,,87924,,stim,poldrack-single-stim,17.0,s577
100,draw_card,447.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,5.0,2.0,"89,71",85.0,447.0,447.0,,88374,,stim,poldrack-single-stim,17.0,s577
101,draw_card,550.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,6.0,2.0,"89,71",102.0,550.0,550.0,,88926,,stim,poldrack-single-stim,17.0,s577
102,end_round,825.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-70.0,15.0,6.0,2.0,"89,71",102.0,825.0,825.0,,89753,6.0,stim,poldrack-single-stim,17.0,s577
104,draw_card,667.0,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,16.0,1.0,1.0,"89,71",7.0,667.0,667.0,,92748,,stim,poldrack-single-stim,18.0,s577
105,draw_card,353.0,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,16.0,2.0,1.0,"89,71",14.0,353.0,353.0,,93104,,stim,poldrack-single-stim,18.0,s577
106,draw_card,395.0,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,16.0,3.0,1.0,"89,71",21.0,395.0,395.0,,93502,,stim,poldrack-single-stim,18.0,s577
107,draw_card,864.0,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,16.0,4.0,1.0,"89,71",28.0,864.0,864.0,,94369,,stim,poldrack-single-stim,18.0,s577
108,draw_card,393.0,1.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,16.0,5.0,1.0,"89,71",-67.0,393.0,393.0,,94764,5.0,stim,poldrack-single-stim,18.0,s577
110,draw_card,595.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,1.0,1.0,"89,71",9.0,595.0,595.0,,98094,,stim,poldrack-single-stim,19.0,s577
111,draw_card,431.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,2.0,1.0,"89,71",18.0,431.0,431.0,,98527,,stim,poldrack-single-stim,19.0,s577
112,draw_card,469.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,3.0,1.0,"89,71",27.0,469.0,469.0,,98998,,stim,poldrack-single-stim,19.0,s577
113,draw_card,3018.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,4.0,1.0,"89,71",36.0,3018.0,3018.0,,102019,,stim,poldrack-single-stim,19.0,s577
114,draw_card,599.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,5.0,1.0,"89,71",45.0,599.0,599.0,,102621,,stim,poldrack-single-stim,19.0,s577
115,draw_card,547.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,6.0,1.0,"89,71",54.0,547.0,547.0,,103170,,stim,poldrack-single-stim,19.0,s577
116,draw_card,534.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,7.0,1.0,"89,71",63.0,534.0,534.0,,103706,,stim,poldrack-single-stim,19.0,s577
117,draw_card,631.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,8.0,1.0,"89,71",72.0,631.0,631.0,,104339,,stim,poldrack-single-stim,19.0,s577
118,end_round,937.0,0.0,test,columbia_card_task_fmri,9.0,71.0,-100.0,16.0,8.0,1.0,"89,71",72.0,937.0,937.0,,105279,8.0,stim,poldrack-single-stim,19.0,s577
120,draw_card,474.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,16.0,1.0,2.0,"89,71",15.0,474.0,474.0,,108145,,stim,poldrack-single-stim,20.0,s577
121,draw_card,397.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,16.0,2.0,2.0,"89,71",30.0,397.0,397.0,,108544,,stim,poldrack-single-stim,20.0,s577
122,draw_card,460.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,16.0,3.0,2.0,"89,71",45.0,460.0,460.0,,109007,,stim,poldrack-single-stim,20.0,s577
123,draw_card,739.0,1.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,16.0,4.0,2.0,"89,71",-35.0,739.0,739.0,,109749,4.0,stim,poldrack-single-stim,20.0,s577
125,draw_card,526.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,1.0,2.0,"89,71",16.0,526.0,526.0,,112603,,stim,poldrack-single-stim,21.0,s577
126,draw_card,414.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,2.0,2.0,"89,71",32.0,414.0,414.0,,113019,,stim,poldrack-single-stim,21.0,s577
127,draw_card,424.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,3.0,2.0,"89,71",48.0,424.0,424.0,,113446,,stim,poldrack-single-stim,21.0,s577
128,draw_card,920.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,4.0,2.0,"89,71",64.0,920.0,920.0,,114368,,stim,poldrack-single-stim,21.0,s577
129,draw_card,1248.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,5.0,2.0,"89,71",80.0,1248.0,1248.0,,115619,,stim,poldrack-single-stim,21.0,s577
130,end_round,788.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-70.0,16.0,5.0,2.0,"89,71",80.0,788.0,788.0,,116410,5.0,stim,poldrack-single-stim,21.0,s577
132,draw_card,559.0,1.0,test,columbia_card_task_fmri,30.0,89.0,-45.0,16.0,1.0,5.0,"89,71",-45.0,559.0,559.0,,119230,1.0,stim,poldrack-single-stim,22.0,s577
134,draw_card,507.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,6.0,1.0,1.0,"89,71",13.0,507.0,507.0,,121996,,stim,poldrack-single-stim,23.0,s577
135,draw_card,503.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,6.0,2.0,1.0,"89,71",26.0,503.0,503.0,,122502,,stim,poldrack-single-stim,23.0,s577
136,draw_card,572.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,6.0,3.0,1.0,"89,71",39.0,572.0,572.0,,123076,,stim,poldrack-single-stim,23.0,s577
137,draw_card,1394.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,6.0,4.0,1.0,"89,71",52.0,1394.0,1394.0,,124474,,stim,poldrack-single-stim,23.0,s577
138,end_round,689.0,0.0,test,columbia_card_task_fmri,13.0,71.0,-75.0,6.0,4.0,1.0,"89,71",52.0,689.0,689.0,,125166,4.0,stim,poldrack-single-stim,23.0,s577
140,draw_card,687.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,6.0,1.0,1.0,"89,71",14.0,687.0,687.0,,128316,,stim,poldrack-single-stim,24.0,s577
141,draw_card,453.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,6.0,2.0,1.0,"89,71",28.0,453.0,453.0,,128771,,stim,poldrack-single-stim,24.0,s577
142,end_round,1020.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-70.0,6.0,2.0,1.0,"89,71",28.0,1020.0,1020.0,,129794,2.0,stim,poldrack-single-stim,24.0,s577
144,end_round,1239.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-80.0,6.0,0.0,1.0,"89,71",0.0,1239.0,1239.0,,133496,0.0,stim,poldrack-single-stim,25.0,s577
146,draw_card,842.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,6.0,1.0,1.0,"89,71",17.0,842.0,842.0,,136866,,stim,poldrack-single-stim,26.0,s577
147,draw_card,590.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,6.0,2.0,1.0,"89,71",34.0,590.0,590.0,,137458,,stim,poldrack-single-stim,26.0,s577
148,draw_card,545.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,6.0,3.0,1.0,"89,71",51.0,545.0,545.0,,138006,,stim,poldrack-single-stim,26.0,s577
149,end_round,609.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-70.0,6.0,3.0,1.0,"89,71",51.0,609.0,609.0,,138618,3.0,stim,poldrack-single-stim,26.0,s577
151,draw_card,1015.0,0.0,test,columbia_card_task_fmri,25.0,89.0,-65.0,8.0,1.0,2.0,"89,71",25.0,1015.0,1015.0,,142026,,stim,poldrack-single-stim,27.0,s577
152,draw_card,515.0,0.0,test,columbia_card_task_fmri,25.0,89.0,-65.0,8.0,2.0,2.0,"89,71",50.0,515.0,515.0,,142545,,stim,poldrack-single-stim,27.0,s577
153,draw_card,458.0,0.0,test,columbia_card_task_fmri,25.0,89.0,-65.0,8.0,3.0,2.0,"89,71",75.0,458.0,458.0,,143005,,stim,poldrack-single-stim,27.0,s577
154,draw_card,1004.0,0.0,test,columbia_card_task_fmri,25.0,89.0,-65.0,8.0,4.0,2.0,"89,71",100.0,1004.0,1004.0,,144012,,stim,poldrack-single-stim,27.0,s577
155,end_round,582.0,0.0,test,columbia_card_task_fmri,25.0,71.0,-65.0,8.0,4.0,2.0,"89,71",100.0,582.0,582.0,,144599,4.0,stim,poldrack-single-stim,27.0,s577
157,draw_card,899.0,0.0,test,columbia_card_task_fmri,30.0,89.0,-80.0,8.0,1.0,2.0,"89,71",30.0,899.0,899.0,,147962,,stim,poldrack-single-stim,28.0,s577
158,draw_card,484.0,1.0,test,columbia_card_task_fmri,30.0,89.0,-80.0,8.0,2.0,2.0,"89,71",-50.0,484.0,484.0,,148449,2.0,stim,poldrack-single-stim,28.0,s577
160,end_round,743.0,0.0,test,columbia_card_task_fmri,13.0,71.0,-95.0,10.0,0.0,1.0,"89,71",0.0,743.0,743.0,,151723,0.0,stim,poldrack-single-stim,29.0,s577
162,draw_card,852.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,1.0,1.0,"89,71",14.0,852.0,852.0,,155105,,stim,poldrack-single-stim,30.0,s577
163,draw_card,917.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,2.0,1.0,"89,71",28.0,917.0,917.0,,156026,,stim,poldrack-single-stim,30.0,s577
164,draw_card,395.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,3.0,1.0,"89,71",42.0,395.0,395.0,,156424,,stim,poldrack-single-stim,30.0,s577
165,draw_card,423.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,4.0,1.0,"89,71",56.0,423.0,423.0,,156850,,stim,poldrack-single-stim,30.0,s577
166,draw_card,589.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,5.0,1.0,"89,71",70.0,589.0,589.0,,157442,,stim,poldrack-single-stim,30.0,s577
167,draw_card,744.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,6.0,1.0,"89,71",84.0,744.0,744.0,,158189,,stim,poldrack-single-stim,30.0,s577
168,draw_card,663.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,7.0,1.0,"89,71",98.0,663.0,663.0,,158854,,stim,poldrack-single-stim,30.0,s577
169,draw_card,944.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,8.0,1.0,"89,71",112.0,944.0,944.0,,159802,,stim,poldrack-single-stim,30.0,s577
170,end_round,2520.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-90.0,10.0,8.0,1.0,"89,71",112.0,2520.0,2520.0,,162324,8.0,stim,poldrack-single-stim,30.0,s577
172,draw_card,1074.0,1.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,10.0,1.0,2.0,"89,71",-70.0,1074.0,1074.0,,166000,1.0,stim,poldrack-single-stim,31.0,s577
174,draw_card,670.0,1.0,test,columbia_card_task_fmri,7.0,89.0,-100.0,12.0,1.0,1.0,"89,71",-100.0,670.0,670.0,,169132,1.0,stim,poldrack-single-stim,32.0,s577
176,draw_card,767.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,12.0,1.0,2.0,"89,71",14.0,767.0,767.0,,172225,,stim,poldrack-single-stim,33.0,s577
177,draw_card,467.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,12.0,2.0,2.0,"89,71",28.0,467.0,467.0,,172694,,stim,poldrack-single-stim,33.0,s577
178,draw_card,552.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,12.0,3.0,2.0,"89,71",42.0,552.0,552.0,,173248,,stim,poldrack-single-stim,33.0,s577
179,draw_card,434.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,12.0,4.0,2.0,"89,71",56.0,434.0,434.0,,173686,,stim,poldrack-single-stim,33.0,s577
180,draw_card,749.0,1.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,12.0,5.0,2.0,"89,71",-24.0,749.0,749.0,,174438,5.0,stim,poldrack-single-stim,33.0,s577
182,draw_card,980.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,12.0,1.0,2.0,"89,71",15.0,980.0,980.0,,177678,,stim,poldrack-single-stim,34.0,s577
183,draw_card,392.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,12.0,2.0,2.0,"89,71",30.0,392.0,392.0,,178074,,stim,poldrack-single-stim,34.0,s577
184,draw_card,377.0,1.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,12.0,3.0,2.0,"89,71",-45.0,377.0,377.0,,178455,3.0,stim,poldrack-single-stim,34.0,s577
186,draw_card,757.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,15.0,1.0,3.0,"89,71",15.0,757.0,757.0,,181881,,stim,poldrack-single-stim,35.0,s577
187,draw_card,414.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,15.0,2.0,3.0,"89,71",30.0,414.0,414.0,,182299,,stim,poldrack-single-stim,35.0,s577
188,draw_card,356.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,15.0,3.0,3.0,"89,71",45.0,356.0,356.0,,182658,,stim,poldrack-single-stim,35.0,s577
189,draw_card,551.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,15.0,4.0,3.0,"89,71",60.0,551.0,551.0,,183213,,stim,poldrack-single-stim,35.0,s577
190,draw_card,467.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,15.0,5.0,3.0,"89,71",75.0,467.0,467.0,,183683,,stim,poldrack-single-stim,35.0,s577
191,draw_card,567.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,15.0,6.0,3.0,"89,71",90.0,567.0,567.0,,184253,,stim,poldrack-single-stim,35.0,s577
192,draw_card,610.0,1.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,15.0,7.0,3.0,"89,71",25.0,610.0,610.0,,184867,7.0,stim,poldrack-single-stim,35.0,s577
194,draw_card,613.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,16.0,1.0,3.0,"89,71",14.0,613.0,613.0,,187946,,stim,poldrack-single-stim,36.0,s577
195,draw_card,412.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,16.0,2.0,3.0,"89,71",28.0,412.0,412.0,,188362,,stim,poldrack-single-stim,36.0,s577
196,draw_card,351.0,1.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,16.0,3.0,3.0,"89,71",-42.0,351.0,351.0,,188716,3.0,stim,poldrack-single-stim,36.0,s577
198,draw_card,2090.0,0.0,test,columbia_card_task_fmri,11.0,89.0,-30.0,16.0,1.0,5.0,"89,71",11.0,2090.0,2090.0,,193201,,stim,poldrack-single-stim,37.0,s577
199,draw_card,481.0,0.0,test,columbia_card_task_fmri,11.0,89.0,-30.0,16.0,2.0,5.0,"89,71",22.0,481.0,481.0,,193686,,stim,poldrack-single-stim,37.0,s577
