,action,block_duration,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,stim_duration,text,time_elapsed,total_cards,trial_id,trial_type,which_round,worker_id
80,draw_card,3223.0,0.0,test,columbia_card_task_fmri,30.0,89.0,-50.0,10.0,1.0,3.0,"89,71",30.0,3223.0,3223.0,,103179,,stim,poldrack-single-stim,16.0,s546
81,draw_card,241.0,1.0,test,columbia_card_task_fmri,30.0,89.0,-50.0,10.0,2.0,3.0,"89,71",-20.0,241.0,241.0,,103422,2.0,stim,poldrack-single-stim,16.0,s546
83,draw_card,2483.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,1.0,2.0,"89,71",17.0,2483.0,2483.0,,108228,,stim,poldrack-single-stim,17.0,s546
84,draw_card,258.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,2.0,2.0,"89,71",34.0,258.0,258.0,,108488,,stim,poldrack-single-stim,17.0,s546
85,draw_card,230.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,3.0,2.0,"89,71",51.0,230.0,230.0,,108720,,stim,poldrack-single-stim,17.0,s546
86,draw_card,292.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,4.0,2.0,"89,71",68.0,292.0,292.0,,109014,,stim,poldrack-single-stim,17.0,s546
87,draw_card,919.0,1.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,5.0,2.0,"89,71",-2.0,919.0,919.0,,109936,5.0,stim,poldrack-single-stim,17.0,s546
89,end_round,1971.0,0.0,test,columbia_card_task_fmri,7.0,71.0,-95.0,16.0,0.0,1.0,"89,71",0.0,1971.0,1971.0,,114503,0.0,stim,poldrack-single-stim,18.0,s546
91,end_round,1101.0,0.0,test,columbia_card_task_fmri,9.0,71.0,-100.0,16.0,0.0,1.0,"89,71",0.0,1101.0,1101.0,,118335,0.0,stim,poldrack-single-stim,19.0,s546
93,draw_card,1996.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,16.0,1.0,2.0,"89,71",15.0,1996.0,1996.0,,122859,,stim,poldrack-single-stim,20.0,s546
94,draw_card,284.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,16.0,2.0,2.0,"89,71",30.0,284.0,284.0,,123145,,stim,poldrack-single-stim,20.0,s546
95,draw_card,428.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,16.0,3.0,2.0,"89,71",45.0,428.0,428.0,,123575,,stim,poldrack-single-stim,20.0,s546
96,end_round,1199.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-80.0,16.0,3.0,2.0,"89,71",45.0,1199.0,1199.0,,124776,3.0,stim,poldrack-single-stim,20.0,s546
98,draw_card,7063.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,1.0,2.0,"89,71",16.0,7063.0,7063.0,,134980,,stim,poldrack-single-stim,21.0,s546
99,draw_card,237.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,2.0,2.0,"89,71",32.0,237.0,237.0,,135219,,stim,poldrack-single-stim,21.0,s546
100,draw_card,224.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,3.0,2.0,"89,71",48.0,224.0,224.0,,135445,,stim,poldrack-single-stim,21.0,s546
101,draw_card,283.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,4.0,2.0,"89,71",64.0,283.0,283.0,,135730,,stim,poldrack-single-stim,21.0,s546
102,end_round,677.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-70.0,16.0,4.0,2.0,"89,71",64.0,677.0,677.0,,136409,4.0,stim,poldrack-single-stim,21.0,s546
104,draw_card,14076.0,0.0,test,columbia_card_task_fmri,30.0,89.0,-45.0,16.0,1.0,5.0,"89,71",30.0,14076.0,14076.0,,152879,,stim,poldrack-single-stim,22.0,s546
105,draw_card,224.0,0.0,test,columbia_card_task_fmri,30.0,89.0,-45.0,16.0,2.0,5.0,"89,71",60.0,224.0,224.0,,153106,,stim,poldrack-single-stim,22.0,s546
106,draw_card,229.0,0.0,test,columbia_card_task_fmri,30.0,89.0,-45.0,16.0,3.0,5.0,"89,71",90.0,229.0,229.0,,153338,,stim,poldrack-single-stim,22.0,s546
107,draw_card,224.0,0.0,test,columbia_card_task_fmri,30.0,89.0,-45.0,16.0,4.0,5.0,"89,71",120.0,224.0,224.0,,153564,,stim,poldrack-single-stim,22.0,s546
108,draw_card,285.0,0.0,test,columbia_card_task_fmri,30.0,89.0,-45.0,16.0,5.0,5.0,"89,71",150.0,285.0,285.0,,153852,,stim,poldrack-single-stim,22.0,s546
109,draw_card,330.0,1.0,test,columbia_card_task_fmri,30.0,89.0,-45.0,16.0,6.0,5.0,"89,71",105.0,330.0,330.0,,154184,6.0,stim,poldrack-single-stim,22.0,s546
111,draw_card,3609.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,6.0,1.0,1.0,"89,71",13.0,3609.0,3609.0,,160185,,stim,poldrack-single-stim,23.0,s546
112,draw_card,220.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,6.0,2.0,1.0,"89,71",26.0,220.0,220.0,,160407,,stim,poldrack-single-stim,23.0,s546
113,draw_card,204.0,1.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,6.0,3.0,1.0,"89,71",-49.0,204.0,204.0,,160613,3.0,stim,poldrack-single-stim,23.0,s546
115,draw_card,990.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,6.0,1.0,1.0,"89,71",14.0,990.0,990.0,,163927,,stim,poldrack-single-stim,24.0,s546
116,draw_card,293.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,6.0,2.0,1.0,"89,71",28.0,293.0,293.0,,164221,,stim,poldrack-single-stim,24.0,s546
117,end_round,632.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-70.0,6.0,2.0,1.0,"89,71",28.0,632.0,632.0,,164856,2.0,stim,poldrack-single-stim,24.0,s546
119,draw_card,1767.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,6.0,1.0,1.0,"89,71",16.0,1767.0,1767.0,,168947,,stim,poldrack-single-stim,25.0,s546
120,draw_card,288.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,6.0,2.0,1.0,"89,71",32.0,288.0,288.0,,169236,,stim,poldrack-single-stim,25.0,s546
121,end_round,783.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-80.0,6.0,2.0,1.0,"89,71",32.0,783.0,783.0,,170023,2.0,stim,poldrack-single-stim,25.0,s546
123,draw_card,1623.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,6.0,1.0,1.0,"89,71",17.0,1623.0,1623.0,,174513,,stim,poldrack-single-stim,26.0,s546
124,draw_card,331.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,6.0,2.0,1.0,"89,71",34.0,331.0,331.0,,174847,,stim,poldrack-single-stim,26.0,s546
125,end_round,572.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-70.0,6.0,2.0,1.0,"89,71",34.0,572.0,572.0,,175420,2.0,stim,poldrack-single-stim,26.0,s546
127,draw_card,1515.0,0.0,test,columbia_card_task_fmri,25.0,89.0,-65.0,8.0,1.0,2.0,"89,71",25.0,1515.0,1515.0,,179669,,stim,poldrack-single-stim,27.0,s546
128,draw_card,251.0,1.0,test,columbia_card_task_fmri,25.0,89.0,-65.0,8.0,2.0,2.0,"89,71",-40.0,251.0,251.0,,179922,2.0,stim,poldrack-single-stim,27.0,s546
130,draw_card,1850.0,1.0,test,columbia_card_task_fmri,30.0,89.0,-80.0,8.0,1.0,2.0,"89,71",-80.0,1850.0,1850.0,,184030,1.0,stim,poldrack-single-stim,28.0,s546
132,draw_card,2528.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-95.0,10.0,1.0,1.0,"89,71",13.0,2528.0,2528.0,,188884,,stim,poldrack-single-stim,29.0,s546
133,draw_card,342.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-95.0,10.0,2.0,1.0,"89,71",26.0,342.0,342.0,,189230,,stim,poldrack-single-stim,29.0,s546
134,end_round,1150.0,0.0,test,columbia_card_task_fmri,13.0,71.0,-95.0,10.0,2.0,1.0,"89,71",26.0,1150.0,1150.0,,190381,2.0,stim,poldrack-single-stim,29.0,s546
136,draw_card,1922.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,1.0,1.0,"89,71",14.0,1922.0,1922.0,,194763,,stim,poldrack-single-stim,30.0,s546
137,draw_card,335.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,2.0,1.0,"89,71",28.0,335.0,335.0,,195102,,stim,poldrack-single-stim,30.0,s546
138,end_round,749.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-90.0,10.0,2.0,1.0,"89,71",28.0,749.0,749.0,,195853,2.0,stim,poldrack-single-stim,30.0,s546
140,draw_card,1740.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,10.0,1.0,2.0,"89,71",16.0,1740.0,1740.0,,200121,,stim,poldrack-single-stim,31.0,s546
141,draw_card,353.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,10.0,2.0,2.0,"89,71",32.0,353.0,353.0,,200477,,stim,poldrack-single-stim,31.0,s546
142,end_round,522.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-70.0,10.0,2.0,2.0,"89,71",32.0,522.0,522.0,,201002,2.0,stim,poldrack-single-stim,31.0,s546
144,end_round,1243.0,0.0,test,columbia_card_task_fmri,7.0,71.0,-100.0,12.0,0.0,1.0,"89,71",0.0,1243.0,1243.0,,204569,0.0,stim,poldrack-single-stim,32.0,s546
146,end_round,1778.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-80.0,12.0,0.0,2.0,"89,71",0.0,1778.0,1778.0,,208877,0.0,stim,poldrack-single-stim,33.0,s546
148,draw_card,1768.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,12.0,1.0,2.0,"89,71",15.0,1768.0,1768.0,,213650,,stim,poldrack-single-stim,34.0,s546
149,draw_card,268.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,12.0,2.0,2.0,"89,71",30.0,268.0,268.0,,213922,,stim,poldrack-single-stim,34.0,s546
150,end_round,737.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-75.0,12.0,2.0,2.0,"89,71",30.0,737.0,737.0,,214662,2.0,stim,poldrack-single-stim,34.0,s546
152,draw_card,6185.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,15.0,1.0,3.0,"89,71",15.0,6185.0,6185.0,,223172,,stim,poldrack-single-stim,35.0,s546
153,draw_card,265.0,1.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,15.0,2.0,3.0,"89,71",-50.0,265.0,265.0,,223440,2.0,stim,poldrack-single-stim,35.0,s546
155,draw_card,3059.0,1.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,16.0,1.0,3.0,"89,71",-70.0,3059.0,3059.0,,228757,1.0,stim,poldrack-single-stim,36.0,s546
157,draw_card,1373.0,0.0,test,columbia_card_task_fmri,11.0,89.0,-30.0,16.0,1.0,5.0,"89,71",11.0,1373.0,1373.0,,232591,,stim,poldrack-single-stim,37.0,s546
158,draw_card,346.0,0.0,test,columbia_card_task_fmri,11.0,89.0,-30.0,16.0,2.0,5.0,"89,71",22.0,346.0,346.0,,232940,,stim,poldrack-single-stim,37.0,s546
159,draw_card,337.0,0.0,test,columbia_card_task_fmri,11.0,89.0,-30.0,16.0,3.0,5.0,"89,71",33.0,337.0,337.0,,233280,,stim,poldrack-single-stim,37.0,s546
160,end_round,1724.0,0.0,test,columbia_card_task_fmri,11.0,71.0,-30.0,16.0,3.0,5.0,"89,71",33.0,1724.0,1724.0,,235008,3.0,stim,poldrack-single-stim,37.0,s546
162,draw_card,1970.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,15.0,1.0,2.0,"89,71",15.0,1970.0,1970.0,,239304,,stim,poldrack-single-stim,38.0,s546
163,draw_card,277.0,1.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,15.0,2.0,2.0,"89,71",-60.0,277.0,277.0,,239583,2.0,stim,poldrack-single-stim,38.0,s546
165,draw_card,1134.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,15.0,1.0,2.0,"89,71",17.0,1134.0,1134.0,,243044,,stim,poldrack-single-stim,39.0,s546
166,draw_card,259.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,15.0,2.0,2.0,"89,71",34.0,259.0,259.0,,243307,,stim,poldrack-single-stim,39.0,s546
167,draw_card,319.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,15.0,3.0,2.0,"89,71",51.0,319.0,319.0,,243628,,stim,poldrack-single-stim,39.0,s546
168,end_round,588.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-75.0,15.0,3.0,2.0,"89,71",51.0,588.0,588.0,,244219,3.0,stim,poldrack-single-stim,39.0,s546
170,end_round,754.0,0.0,test,columbia_card_task_fmri,2.0,71.0,-25.0,16.0,0.0,1.0,"89,71",0.0,754.0,754.0,,247570,0.0,stim,poldrack-single-stim,40.0,s546
172,end_round,672.0,0.0,test,columbia_card_task_fmri,9.0,71.0,-95.0,16.0,0.0,1.0,"89,71",0.0,672.0,672.0,,250498,0.0,stim,poldrack-single-stim,41.0,s546
174,end_round,3763.0,0.0,test,columbia_card_task_fmri,11.0,71.0,-100.0,16.0,0.0,1.0,"89,71",0.0,3763.0,3763.0,,256518,0.0,stim,poldrack-single-stim,42.0,s546
176,draw_card,2666.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,1.0,2.0,"89,71",16.0,2666.0,2666.0,,261714,,stim,poldrack-single-stim,43.0,s546
177,draw_card,351.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,2.0,2.0,"89,71",32.0,351.0,351.0,,262068,,stim,poldrack-single-stim,43.0,s546
178,draw_card,342.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,3.0,2.0,"89,71",48.0,342.0,342.0,,262414,,stim,poldrack-single-stim,43.0,s546
179,draw_card,363.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,4.0,2.0,"89,71",64.0,363.0,363.0,,262779,,stim,poldrack-single-stim,43.0,s546
180,end_round,560.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-75.0,16.0,4.0,2.0,"89,71",64.0,560.0,560.0,,263343,4.0,stim,poldrack-single-stim,43.0,s546
182,draw_card,5610.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,1.0,2.0,"89,71",17.0,5610.0,5610.0,,271415,,stim,poldrack-single-stim,44.0,s546
183,draw_card,321.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,2.0,2.0,"89,71",34.0,321.0,321.0,,271738,,stim,poldrack-single-stim,44.0,s546
184,draw_card,571.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,3.0,2.0,"89,71",51.0,571.0,571.0,,272312,,stim,poldrack-single-stim,44.0,s546
185,draw_card,428.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,4.0,2.0,"89,71",68.0,428.0,428.0,,272744,,stim,poldrack-single-stim,44.0,s546
186,end_round,409.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-80.0,16.0,4.0,2.0,"89,71",68.0,409.0,409.0,,273156,4.0,stim,poldrack-single-stim,44.0,s546
188,-1.0,10000.0,,,columbia_card_task_fmri,,-1.0,,,,,none,,-1.0,10000.0,,285414,,rest_block,poldrack-single-stim,,s546
189,end_round,6514.0,0.0,test,columbia_card_task_fmri,13.0,71.0,-70.0,6.0,0.0,1.0,"89,71",0.0,6514.0,6514.0,,292933,0.0,stim,poldrack-single-stim,45.0,s546
191,end_round,1720.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-80.0,6.0,0.0,1.0,"89,71",0.0,1720.0,1720.0,,297114,0.0,stim,poldrack-single-stim,46.0,s546
193,draw_card,1272.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,6.0,1.0,1.0,"89,71",16.0,1272.0,1272.0,,300848,,stim,poldrack-single-stim,47.0,s546
194,draw_card,355.0,1.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,6.0,2.0,1.0,"89,71",-59.0,355.0,355.0,,301206,2.0,stim,poldrack-single-stim,47.0,s546
196,draw_card,2100.0,1.0,test,columbia_card_task_fmri,21.0,89.0,-55.0,8.0,1.0,2.0,"89,71",-55.0,2100.0,2100.0,,305835,1.0,stim,poldrack-single-stim,48.0,s546
198,draw_card,1349.0,0.0,test,columbia_card_task_fmri,26.0,89.0,-65.0,8.0,1.0,2.0,"89,71",26.0,1349.0,1349.0,,309646,,stim,poldrack-single-stim,49.0,s546
199,draw_card,378.0,0.0,test,columbia_card_task_fmri,26.0,89.0,-65.0,8.0,2.0,2.0,"89,71",52.0,378.0,378.0,,310028,,stim,poldrack-single-stim,49.0,s546
200,end_round,1057.0,0.0,test,columbia_card_task_fmri,26.0,71.0,-65.0,8.0,2.0,2.0,"89,71",52.0,1057.0,1057.0,,311087,2.0,stim,poldrack-single-stim,49.0,s546
202,draw_card,4727.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-60.0,9.0,1.0,2.0,"89,71",15.0,4727.0,4727.0,,318481,,stim,poldrack-single-stim,50.0,s546
203,draw_card,398.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-60.0,9.0,2.0,2.0,"89,71",30.0,398.0,398.0,,318889,,stim,poldrack-single-stim,50.0,s546
204,draw_card,860.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-60.0,9.0,3.0,2.0,"89,71",45.0,860.0,860.0,,319752,,stim,poldrack-single-stim,50.0,s546
205,end_round,574.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-60.0,9.0,3.0,2.0,"89,71",45.0,574.0,574.0,,320330,3.0,stim,poldrack-single-stim,50.0,s546
207,end_round,1523.0,0.0,test,columbia_card_task_fmri,13.0,71.0,-90.0,10.0,0.0,1.0,"89,71",0.0,1523.0,1523.0,,324248,0.0,stim,poldrack-single-stim,51.0,s546
209,draw_card,1987.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-95.0,10.0,1.0,1.0,"89,71",15.0,1987.0,1987.0,,328765,,stim,poldrack-single-stim,52.0,s546
210,draw_card,403.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-95.0,10.0,2.0,1.0,"89,71",30.0,403.0,403.0,,329170,,stim,poldrack-single-stim,52.0,s546
211,draw_card,362.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-95.0,10.0,3.0,1.0,"89,71",45.0,362.0,362.0,,329536,,stim,poldrack-single-stim,52.0,s546
212,end_round,897.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-95.0,10.0,3.0,1.0,"89,71",45.0,897.0,897.0,,330436,3.0,stim,poldrack-single-stim,52.0,s546
214,draw_card,1876.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-65.0,10.0,1.0,2.0,"89,71",16.0,1876.0,1876.0,,334911,,stim,poldrack-single-stim,53.0,s546
