,CTI,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_color,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
275,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",925.0,#1F45FC,1.0,color,switch,,157874,stim,56.0,poldrack-single-stim,s251
278,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",839.0,#1F45FC,2.0,magnitude,switch,,159979,stim,57.0,poldrack-single-stim,s251
281,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",887.0,#1F45FC,1.0,color,switch,,162085,stim,58.0,poldrack-single-stim,s251
284,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",599.0,orange,6.0,magnitude,switch,,164598,stim,59.0,poldrack-single-stim,s251
287,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",938.0,orange,2.0,magnitude,stay,,167776,stim,60.0,poldrack-single-stim,s251
290,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",605.0,#1F45FC,8.0,color,switch,,170816,stim,61.0,poldrack-single-stim,s251
293,900.0,False,89.0,Color,switch,test,twobytwo,71.0,"89,71",799.0,#1F45FC,8.0,color,stay,,173721,stim,62.0,poldrack-single-stim,s251
296,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",618.0,orange,3.0,magnitude,switch,,176626,stim,63.0,poldrack-single-stim,s251
299,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",604.0,orange,2.0,color,switch,,179668,stim,64.0,poldrack-single-stim,s251
302,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",1048.0,orange,7.0,magnitude,switch,,181773,stim,65.0,poldrack-single-stim,s251
305,100.0,False,71.0,Orange-Blue,,test,twobytwo,89.0,"89,71",875.0,orange,8.0,color,switch,,184014,stim,66.0,poldrack-single-stim,s251
308,100.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",879.0,orange,1.0,color,stay,,186526,stim,67.0,poldrack-single-stim,s251
311,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",660.0,orange,9.0,magnitude,switch,,189569,stim,68.0,poldrack-single-stim,s251
314,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",837.0,#1F45FC,1.0,color,switch,,191674,stim,69.0,poldrack-single-stim,s251
317,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",769.0,orange,1.0,magnitude,switch,,194715,stim,70.0,poldrack-single-stim,s251
320,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",781.0,#1F45FC,2.0,magnitude,stay,,197892,stim,71.0,poldrack-single-stim,s251
323,900.0,False,89.0,Orange-Blue,,test,twobytwo,71.0,"89,71",1163.0,#1F45FC,3.0,color,switch,,200798,stim,72.0,poldrack-single-stim,s251
326,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",945.0,orange,4.0,magnitude,switch,,203311,stim,73.0,poldrack-single-stim,s251
329,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",1151.0,#1F45FC,8.0,magnitude,stay,,206218,stim,74.0,poldrack-single-stim,s251
332,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",589.0,orange,6.0,color,switch,,209260,stim,75.0,poldrack-single-stim,s251
335,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",857.0,#1F45FC,7.0,magnitude,switch,,211772,stim,76.0,poldrack-single-stim,s251
338,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",770.0,orange,6.0,color,switch,,214012,stim,77.0,poldrack-single-stim,s251
341,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",782.0,orange,3.0,magnitude,switch,,216526,stim,78.0,poldrack-single-stim,s251
344,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",930.0,orange,4.0,color,switch,,218766,stim,79.0,poldrack-single-stim,s251
345,,,,,,,twobytwo,-1.0,none,-1.0,,,,,,228769,rest_block,,poldrack-single-stim,s251
350,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",618.0,orange,9.0,magnitude,switch,,235181,stim,0.0,poldrack-single-stim,s251
353,100.0,False,89.0,Magnitude,stay,test,twobytwo,71.0,"89,71",807.0,orange,1.0,magnitude,stay,,237557,stim,1.0,poldrack-single-stim,s251
356,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",707.0,orange,1.0,magnitude,stay,,240462,stim,2.0,poldrack-single-stim,s251
359,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",564.0,orange,7.0,magnitude,stay,,243640,stim,3.0,poldrack-single-stim,s251
362,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",705.0,#1F45FC,4.0,magnitude,stay,,246817,stim,4.0,poldrack-single-stim,s251
365,900.0,False,89.0,Color,,test,twobytwo,-1.0,"89,71",-1.0,#1F45FC,8.0,color,switch,,250674,stim,5.0,poldrack-single-stim,s251
368,100.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",852.0,#1F45FC,7.0,color,stay,,253459,stim,6.0,poldrack-single-stim,s251
371,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",550.0,#1F45FC,9.0,magnitude,switch,,256498,stim,7.0,poldrack-single-stim,s251
374,100.0,False,89.0,High-Low,switch,test,twobytwo,71.0,"89,71",978.0,orange,4.0,magnitude,stay,,258876,stim,8.0,poldrack-single-stim,s251
377,100.0,False,71.0,Magnitude,switch,test,twobytwo,-1.0,"89,71",-1.0,#1F45FC,8.0,magnitude,stay,,261253,stim,9.0,poldrack-single-stim,s251
380,100.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",819.0,#1F45FC,2.0,magnitude,stay,,263495,stim,10.0,poldrack-single-stim,s251
383,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",656.0,orange,8.0,color,switch,,266009,stim,11.0,poldrack-single-stim,s251
386,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",666.0,#1F45FC,3.0,magnitude,switch,,269049,stim,12.0,poldrack-single-stim,s251
389,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",608.0,orange,7.0,magnitude,stay,,272089,stim,13.0,poldrack-single-stim,s251
392,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",534.0,orange,9.0,color,switch,,274993,stim,14.0,poldrack-single-stim,s251
395,900.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",609.0,orange,8.0,color,stay,,277899,stim,15.0,poldrack-single-stim,s251
398,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",650.0,#1F45FC,9.0,magnitude,switch,,280803,stim,16.0,poldrack-single-stim,s251
401,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",853.0,#1F45FC,1.0,color,switch,,282908,stim,17.0,poldrack-single-stim,s251
404,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",639.0,orange,7.0,magnitude,switch,,285013,stim,18.0,poldrack-single-stim,s251
407,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",535.0,orange,8.0,color,switch,,288191,stim,19.0,poldrack-single-stim,s251
410,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",569.0,#1F45FC,3.0,color,stay,,291504,stim,20.0,poldrack-single-stim,s251
413,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",604.0,orange,6.0,color,stay,,293610,stim,21.0,poldrack-single-stim,s251
416,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",884.0,orange,3.0,magnitude,switch,,296649,stim,22.0,poldrack-single-stim,s251
419,100.0,False,71.0,High-Low,switch,test,twobytwo,89.0,"89,71",1259.0,#1F45FC,9.0,magnitude,stay,,298754,stim,23.0,poldrack-single-stim,s251
422,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",878.0,orange,9.0,magnitude,stay,,300997,stim,24.0,poldrack-single-stim,s251
425,900.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",605.0,#1F45FC,7.0,magnitude,stay,,304446,stim,25.0,poldrack-single-stim,s251
428,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",948.0,orange,2.0,color,switch,,307232,stim,26.0,poldrack-single-stim,s251
431,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",1082.0,orange,2.0,magnitude,switch,,310424,stim,27.0,poldrack-single-stim,s251
434,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",898.0,orange,2.0,magnitude,stay,,313465,stim,28.0,poldrack-single-stim,s251
437,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",910.0,#1F45FC,8.0,magnitude,stay,,316915,stim,29.0,poldrack-single-stim,s251
440,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",1055.0,#1F45FC,8.0,color,switch,,319021,stim,30.0,poldrack-single-stim,s251
443,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",776.0,#1F45FC,2.0,color,stay,,321263,stim,31.0,poldrack-single-stim,s251
446,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",743.0,orange,7.0,magnitude,switch,,323368,stim,32.0,poldrack-single-stim,s251
449,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",845.0,#1F45FC,2.0,color,switch,,326681,stim,33.0,poldrack-single-stim,s251
452,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",1064.0,#1F45FC,6.0,magnitude,switch,,328787,stim,34.0,poldrack-single-stim,s251
455,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",681.0,#1F45FC,8.0,magnitude,stay,,330894,stim,35.0,poldrack-single-stim,s251
458,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",778.0,orange,8.0,color,switch,,333799,stim,36.0,poldrack-single-stim,s251
461,100.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",681.0,#1F45FC,3.0,color,stay,,336584,stim,37.0,poldrack-single-stim,s251
464,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",793.0,#1F45FC,8.0,color,stay,,339761,stim,38.0,poldrack-single-stim,s251
467,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",1132.0,orange,3.0,magnitude,switch,,342273,stim,39.0,poldrack-single-stim,s251
470,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",1049.0,#1F45FC,4.0,color,switch,,345603,stim,40.0,poldrack-single-stim,s251
473,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",871.0,#1F45FC,6.0,magnitude,switch,,348917,stim,41.0,poldrack-single-stim,s251
476,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",828.0,orange,4.0,magnitude,stay,,352638,stim,42.0,poldrack-single-stim,s251
479,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",695.0,orange,1.0,color,switch,,355952,stim,43.0,poldrack-single-stim,s251
482,900.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",563.0,orange,2.0,color,stay,,358993,stim,44.0,poldrack-single-stim,s251
485,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",867.0,#1F45FC,8.0,magnitude,switch,,362034,stim,45.0,poldrack-single-stim,s251
488,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",826.0,#1F45FC,2.0,color,switch,,364939,stim,46.0,poldrack-single-stim,s251
491,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",814.0,#1F45FC,1.0,magnitude,switch,,367844,stim,47.0,poldrack-single-stim,s251
494,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",934.0,#1F45FC,4.0,color,switch,,370221,stim,48.0,poldrack-single-stim,s251
497,100.0,False,89.0,Color,stay,test,twobytwo,71.0,"89,71",947.0,#1F45FC,8.0,color,stay,,372733,stim,49.0,poldrack-single-stim,s251
500,100.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",966.0,#1F45FC,9.0,color,stay,,374838,stim,50.0,poldrack-single-stim,s251
503,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",667.0,orange,6.0,magnitude,switch,,377080,stim,51.0,poldrack-single-stim,s251
506,100.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",1091.0,#1F45FC,3.0,magnitude,stay,,379185,stim,52.0,poldrack-single-stim,s251
509,100.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",1164.0,orange,4.0,magnitude,stay,,381698,stim,53.0,poldrack-single-stim,s251
512,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",430.0,orange,8.0,color,switch,,384875,stim,54.0,poldrack-single-stim,s251
515,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",655.0,orange,8.0,color,stay,,386981,stim,55.0,poldrack-single-stim,s251
518,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",897.0,#1F45FC,1.0,magnitude,switch,,389358,stim,56.0,poldrack-single-stim,s251
521,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",923.0,#1F45FC,2.0,color,switch,,391464,stim,57.0,poldrack-single-stim,s251
524,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",689.0,#1F45FC,1.0,magnitude,switch,,393569,stim,58.0,poldrack-single-stim,s251
527,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",656.0,orange,6.0,color,switch,,395946,stim,59.0,poldrack-single-stim,s251
530,900.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",944.0,orange,2.0,color,stay,,398988,stim,60.0,poldrack-single-stim,s251
533,900.0,False,71.0,Magnitude,,test,twobytwo,89.0,"89,71",1222.0,#1F45FC,8.0,magnitude,switch,,401892,stim,61.0,poldrack-single-stim,s251
536,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",634.0,#1F45FC,8.0,magnitude,stay,,404798,stim,62.0,poldrack-single-stim,s251
539,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",542.0,orange,3.0,color,switch,,407704,stim,63.0,poldrack-single-stim,s251
542,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",944.0,orange,2.0,magnitude,switch,,410609,stim,64.0,poldrack-single-stim,s251
545,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",604.0,orange,7.0,color,switch,,412714,stim,65.0,poldrack-single-stim,s251
548,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",832.0,orange,8.0,magnitude,switch,,414955,stim,66.0,poldrack-single-stim,s251
551,100.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",1053.0,orange,1.0,magnitude,stay,,417060,stim,67.0,poldrack-single-stim,s251
554,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",500.0,orange,9.0,color,switch,,419965,stim,68.0,poldrack-single-stim,s251
557,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",843.0,#1F45FC,1.0,magnitude,switch,,422207,stim,69.0,poldrack-single-stim,s251
560,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",428.0,orange,1.0,color,switch,,425111,stim,70.0,poldrack-single-stim,s251
563,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",622.0,#1F45FC,2.0,color,stay,,428154,stim,71.0,poldrack-single-stim,s251
566,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",596.0,#1F45FC,3.0,magnitude,switch,,431740,stim,72.0,poldrack-single-stim,s251
569,100.0,False,71.0,Orange-Blue,,test,twobytwo,89.0,"89,71",829.0,orange,4.0,color,switch,,434117,stim,73.0,poldrack-single-stim,s251
572,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",572.0,#1F45FC,8.0,color,stay,,437157,stim,74.0,poldrack-single-stim,s251
