,CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
131,900.0,2544.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",773.0,orange,1000.0,9.0,magnitude,stay,,31430,stim,8.0,poldrack-single-stim,s556
134,100.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",790.0,orange,1000.0,7.0,color,switch,,33672,stim,9.0,poldrack-single-stim,s556
137,100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",853.0,orange,1000.0,3.0,magnitude,switch,,35776,stim,10.0,poldrack-single-stim,s556
140,100.0,2000.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",797.0,#1F45FC,1000.0,8.0,magnitude,stay,,37881,stim,11.0,poldrack-single-stim,s556
143,900.0,2136.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",658.0,#1F45FC,1000.0,9.0,magnitude,stay,,40921,stim,12.0,poldrack-single-stim,s556
146,100.0,2136.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",633.0,#1F45FC,1000.0,2.0,magnitude,stay,,43161,stim,13.0,poldrack-single-stim,s556
149,900.0,2272.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",542.0,orange,1000.0,7.0,color,switch,,46336,stim,14.0,poldrack-single-stim,s556
152,900.0,3224.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",1102.0,orange,1000.0,6.0,color,stay,,50465,stim,15.0,poldrack-single-stim,s556
155,100.0,2000.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",1012.0,orange,1000.0,2.0,color,stay,,52569,stim,16.0,poldrack-single-stim,s556
158,100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",640.0,#1F45FC,1000.0,1.0,magnitude,switch,,54673,stim,17.0,poldrack-single-stim,s556
161,100.0,2272.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",986.0,orange,1000.0,6.0,color,switch,,57049,stim,18.0,poldrack-single-stim,s556
164,100.0,2136.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",1039.0,#1F45FC,1000.0,7.0,magnitude,switch,,59290,stim,19.0,poldrack-single-stim,s556
167,100.0,2000.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",1114.0,orange,1000.0,4.0,magnitude,stay,,61396,stim,20.0,poldrack-single-stim,s556
170,100.0,2000.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",607.0,#1F45FC,1000.0,9.0,magnitude,stay,,63500,stim,21.0,poldrack-single-stim,s556
173,900.0,2000.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",773.0,orange,1000.0,6.0,magnitude,stay,,66403,stim,22.0,poldrack-single-stim,s556
176,100.0,2680.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",635.0,orange,1000.0,2.0,magnitude,stay,,69188,stim,23.0,poldrack-single-stim,s556
179,900.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",591.0,orange,1000.0,3.0,color,switch,,72092,stim,24.0,poldrack-single-stim,s556
182,900.0,2272.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",504.0,orange,1000.0,2.0,magnitude,switch,,75269,stim,25.0,poldrack-single-stim,s556
185,100.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",1006.0,#1F45FC,1000.0,9.0,color,switch,,77372,stim,26.0,poldrack-single-stim,s556
188,100.0,2272.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",849.0,orange,1000.0,8.0,color,stay,,79749,stim,27.0,poldrack-single-stim,s556
191,100.0,2952.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",980.0,orange,1000.0,7.0,color,stay,,82805,stim,28.0,poldrack-single-stim,s556
194,100.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",807.0,orange,1000.0,3.0,magnitude,switch,,84908,stim,29.0,poldrack-single-stim,s556
197,900.0,2000.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",586.0,orange,1000.0,6.0,magnitude,stay,,87813,stim,30.0,poldrack-single-stim,s556
200,900.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",403.0,#1F45FC,1000.0,4.0,color,switch,,90717,stim,31.0,poldrack-single-stim,s556
203,900.0,2000.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",765.0,orange,1000.0,4.0,color,stay,,93621,stim,32.0,poldrack-single-stim,s556
206,900.0,2136.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",517.0,orange,1000.0,3.0,color,stay,,96661,stim,33.0,poldrack-single-stim,s556
209,900.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",544.0,#1F45FC,1000.0,8.0,magnitude,switch,,99565,stim,34.0,poldrack-single-stim,s556
212,900.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",491.0,#1F45FC,1000.0,7.0,color,switch,,102471,stim,35.0,poldrack-single-stim,s556
215,100.0,2000.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",936.0,orange,1000.0,3.0,color,stay,,104575,stim,36.0,poldrack-single-stim,s556
218,900.0,2272.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",478.0,orange,1000.0,9.0,magnitude,switch,,107752,stim,37.0,poldrack-single-stim,s556
221,100.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",954.0,#1F45FC,1000.0,3.0,color,switch,,109992,stim,38.0,poldrack-single-stim,s556
224,900.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",500.0,#1F45FC,1000.0,7.0,magnitude,switch,,112896,stim,39.0,poldrack-single-stim,s556
227,900.0,2136.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",579.0,orange,1000.0,1.0,color,switch,,115937,stim,40.0,poldrack-single-stim,s556
230,900.0,2816.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",518.0,orange,1000.0,3.0,magnitude,switch,,119656,stim,41.0,poldrack-single-stim,s556
233,100.0,2408.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",914.0,orange,1000.0,7.0,magnitude,stay,,122169,stim,42.0,poldrack-single-stim,s556
236,100.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1025.0,#1F45FC,1000.0,8.0,color,switch,,124273,stim,43.0,poldrack-single-stim,s556
239,100.0,2136.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",1243.0,#1F45FC,1000.0,8.0,magnitude,switch,,126513,stim,44.0,poldrack-single-stim,s556
242,900.0,2136.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",642.0,#1F45FC,1000.0,8.0,magnitude,stay,,129553,stim,45.0,poldrack-single-stim,s556
245,900.0,2136.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",583.0,orange,1000.0,4.0,magnitude,stay,,132593,stim,46.0,poldrack-single-stim,s556
248,900.0,2544.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",528.0,#1F45FC,1000.0,9.0,color,switch,,136041,stim,47.0,poldrack-single-stim,s556
251,900.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",618.0,orange,1000.0,3.0,magnitude,switch,,139082,stim,48.0,poldrack-single-stim,s556
254,900.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",477.0,orange,1000.0,8.0,color,switch,,141987,stim,49.0,poldrack-single-stim,s556
257,900.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",449.0,orange,1000.0,4.0,magnitude,switch,,144892,stim,50.0,poldrack-single-stim,s556
260,900.0,2000.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",1342.0,#1F45FC,1000.0,4.0,magnitude,stay,,147796,stim,51.0,poldrack-single-stim,s556
263,100.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",849.0,orange,1000.0,1.0,color,switch,,149901,stim,52.0,poldrack-single-stim,s556
266,100.0,2136.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",776.0,orange,1000.0,8.0,magnitude,switch,,152140,stim,53.0,poldrack-single-stim,s556
269,100.0,2000.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",744.0,orange,1000.0,8.0,magnitude,stay,,154244,stim,54.0,poldrack-single-stim,s556
272,900.0,2000.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",538.0,#1F45FC,1000.0,4.0,magnitude,stay,,157149,stim,55.0,poldrack-single-stim,s556
275,900.0,2000.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",438.0,orange,1000.0,4.0,magnitude,stay,,160052,stim,56.0,poldrack-single-stim,s556
278,900.0,2136.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",435.0,orange,1000.0,1.0,color,switch,,163093,stim,57.0,poldrack-single-stim,s556
281,100.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",700.0,orange,1000.0,4.0,magnitude,switch,,165335,stim,58.0,poldrack-single-stim,s556
284,100.0,2136.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",647.0,orange,1000.0,2.0,magnitude,stay,,167575,stim,59.0,poldrack-single-stim,s556
287,100.0,2136.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",669.0,#1F45FC,1000.0,2.0,color,switch,,169814,stim,60.0,poldrack-single-stim,s556
290,100.0,2680.0,False,71.0,Color,stay,test,twobytwo,,89.0,"89,71",944.0,#1F45FC,1000.0,1.0,color,stay,,172599,stim,61.0,poldrack-single-stim,s556
293,100.0,2544.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",1642.0,#1F45FC,1000.0,7.0,color,stay,,175248,stim,62.0,poldrack-single-stim,s556
296,100.0,2272.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",843.0,#1F45FC,1000.0,9.0,color,stay,,177624,stim,63.0,poldrack-single-stim,s556
299,900.0,2272.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",619.0,orange,1000.0,1.0,color,stay,,180800,stim,64.0,poldrack-single-stim,s556
302,900.0,2408.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1094.0,#1F45FC,1000.0,2.0,magnitude,switch,,184112,stim,65.0,poldrack-single-stim,s556
305,100.0,2136.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",681.0,#1F45FC,1000.0,9.0,magnitude,stay,,186353,stim,66.0,poldrack-single-stim,s556
308,900.0,2272.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",594.0,orange,1000.0,4.0,color,switch,,189530,stim,67.0,poldrack-single-stim,s556
311,100.0,2000.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",844.0,#1F45FC,1000.0,4.0,color,stay,,191635,stim,68.0,poldrack-single-stim,s556
314,900.0,2136.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",1015.0,#1F45FC,1000.0,1.0,color,stay,,194674,stim,69.0,poldrack-single-stim,s556
317,900.0,2272.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",518.0,#1F45FC,1000.0,4.0,color,stay,,197850,stim,70.0,poldrack-single-stim,s556
320,100.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",952.0,#1F45FC,1000.0,7.0,magnitude,switch,,199955,stim,71.0,poldrack-single-stim,s556
323,100.0,2680.0,False,71.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",883.0,#1F45FC,1000.0,4.0,color,switch,,202739,stim,72.0,poldrack-single-stim,s556
326,100.0,2000.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",852.0,orange,1000.0,4.0,color,stay,,204843,stim,73.0,poldrack-single-stim,s556
329,100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",756.0,#1F45FC,1000.0,2.0,magnitude,switch,,206948,stim,74.0,poldrack-single-stim,s556
332,900.0,2000.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",575.0,#1F45FC,1000.0,1.0,magnitude,stay,,209852,stim,75.0,poldrack-single-stim,s556
335,100.0,2272.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",1257.0,orange,1000.0,2.0,color,switch,,212228,stim,76.0,poldrack-single-stim,s556
338,100.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",756.0,#1F45FC,1000.0,7.0,magnitude,switch,,214332,stim,77.0,poldrack-single-stim,s556
341,900.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",477.0,orange,1000.0,4.0,color,switch,,217238,stim,78.0,poldrack-single-stim,s556
344,100.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",815.0,#1F45FC,1000.0,8.0,magnitude,switch,,219342,stim,79.0,poldrack-single-stim,s556
345,,10000.0,,,,,,twobytwo,,-1.0,none,-1.0,,10000.0,,,,,229345,rest_block,,poldrack-single-stim,s556
350,900.0,2680.0,True,89.0,High-Low,switch,test,twobytwo,,89.0,"89,71",473.0,orange,1000.0,1.0,magnitude,stay,,236436,stim,0.0,poldrack-single-stim,s556
353,900.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1208.0,#1F45FC,1000.0,2.0,color,switch,,239340,stim,1.0,poldrack-single-stim,s556
356,900.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",903.0,orange,1000.0,2.0,magnitude,switch,,242381,stim,2.0,poldrack-single-stim,s556
359,900.0,2408.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",671.0,orange,1000.0,8.0,magnitude,stay,,245694,stim,3.0,poldrack-single-stim,s556
362,100.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",859.0,#1F45FC,1000.0,9.0,color,switch,,247935,stim,4.0,poldrack-single-stim,s556
365,900.0,2000.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",757.0,orange,1000.0,8.0,color,stay,,250839,stim,5.0,poldrack-single-stim,s556
368,900.0,2000.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",485.0,orange,1000.0,4.0,color,stay,,253744,stim,6.0,poldrack-single-stim,s556
371,900.0,2544.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",546.0,#1F45FC,1000.0,7.0,color,stay,,257192,stim,7.0,poldrack-single-stim,s556
374,900.0,2136.0,False,89.0,Color,stay,test,twobytwo,,71.0,"89,71",599.0,orange,1000.0,9.0,color,stay,,260233,stim,8.0,poldrack-single-stim,s556
377,100.0,2544.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",1025.0,orange,1000.0,7.0,magnitude,switch,,262880,stim,9.0,poldrack-single-stim,s556
380,100.0,2680.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",1296.0,orange,1000.0,3.0,color,switch,,265664,stim,10.0,poldrack-single-stim,s556
383,100.0,2000.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",919.0,#1F45FC,1000.0,8.0,color,stay,,267768,stim,11.0,poldrack-single-stim,s556
386,900.0,2272.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",583.0,#1F45FC,1000.0,9.0,color,stay,,270944,stim,12.0,poldrack-single-stim,s556
389,100.0,3088.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",935.0,#1F45FC,1000.0,2.0,color,stay,,274135,stim,13.0,poldrack-single-stim,s556
392,900.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",615.0,orange,1000.0,7.0,magnitude,switch,,277041,stim,14.0,poldrack-single-stim,s556
395,900.0,2136.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",584.0,orange,1000.0,6.0,magnitude,stay,,280082,stim,15.0,poldrack-single-stim,s556
398,100.0,2136.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",837.0,orange,1000.0,2.0,magnitude,stay,,282321,stim,16.0,poldrack-single-stim,s556
401,100.0,2000.0,False,71.0,Color,,test,twobytwo,,89.0,"89,71",998.0,#1F45FC,1000.0,1.0,color,switch,,284424,stim,17.0,poldrack-single-stim,s556
404,100.0,2272.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",963.0,orange,1000.0,6.0,magnitude,switch,,286801,stim,18.0,poldrack-single-stim,s556
407,100.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",1188.0,#1F45FC,1000.0,7.0,color,switch,,288905,stim,19.0,poldrack-single-stim,s556
410,100.0,2136.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",930.0,orange,1000.0,4.0,color,stay,,291145,stim,20.0,poldrack-single-stim,s556
413,100.0,2136.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",684.0,#1F45FC,1000.0,9.0,color,stay,,293387,stim,21.0,poldrack-single-stim,s556
416,900.0,2544.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",839.0,orange,1000.0,6.0,color,stay,,296836,stim,22.0,poldrack-single-stim,s556
419,100.0,2000.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",689.0,orange,1000.0,2.0,color,stay,,298940,stim,23.0,poldrack-single-stim,s556
422,900.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",560.0,orange,1000.0,3.0,magnitude,switch,,301979,stim,24.0,poldrack-single-stim,s556
425,900.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",566.0,orange,1000.0,2.0,color,switch,,305020,stim,25.0,poldrack-single-stim,s556
428,100.0,2136.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",960.0,#1F45FC,1000.0,9.0,magnitude,switch,,307260,stim,26.0,poldrack-single-stim,s556
431,100.0,2000.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",673.0,orange,1000.0,8.0,magnitude,stay,,309363,stim,27.0,poldrack-single-stim,s556
434,100.0,2136.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",532.0,orange,1000.0,7.0,magnitude,stay,,311605,stim,28.0,poldrack-single-stim,s556
437,100.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",998.0,orange,1000.0,3.0,color,switch,,313710,stim,29.0,poldrack-single-stim,s556
440,900.0,2136.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",530.0,orange,1000.0,6.0,color,stay,,316751,stim,30.0,poldrack-single-stim,s556
443,900.0,2816.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",731.0,#1F45FC,1000.0,4.0,magnitude,switch,,320471,stim,31.0,poldrack-single-stim,s556
446,900.0,2136.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",481.0,orange,1000.0,4.0,magnitude,stay,,323511,stim,32.0,poldrack-single-stim,s556
449,900.0,2000.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",929.0,orange,1000.0,3.0,magnitude,stay,,326415,stim,33.0,poldrack-single-stim,s556
452,900.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",433.0,#1F45FC,1000.0,8.0,color,switch,,329319,stim,34.0,poldrack-single-stim,s556
455,900.0,2272.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",623.0,#1F45FC,1000.0,7.0,magnitude,switch,,332497,stim,35.0,poldrack-single-stim,s556
458,100.0,2000.0,True,89.0,High-Low,switch,test,twobytwo,,89.0,"89,71",1141.0,orange,1000.0,3.0,magnitude,stay,,334602,stim,36.0,poldrack-single-stim,s556
461,900.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",803.0,orange,1000.0,9.0,color,switch,,337506,stim,37.0,poldrack-single-stim,s556
464,100.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",1069.0,#1F45FC,1000.0,3.0,magnitude,switch,,339610,stim,38.0,poldrack-single-stim,s556
467,900.0,2408.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",632.0,#1F45FC,1000.0,7.0,color,switch,,342923,stim,39.0,poldrack-single-stim,s556
470,900.0,2272.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",588.0,orange,1000.0,1.0,magnitude,switch,,346100,stim,40.0,poldrack-single-stim,s556
473,900.0,2136.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",659.0,orange,1000.0,3.0,color,switch,,349141,stim,41.0,poldrack-single-stim,s556
476,100.0,2000.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",696.0,orange,1000.0,7.0,color,stay,,351246,stim,42.0,poldrack-single-stim,s556
479,100.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",947.0,#1F45FC,1000.0,8.0,magnitude,switch,,353350,stim,43.0,poldrack-single-stim,s556
482,100.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",946.0,#1F45FC,1000.0,8.0,color,switch,,355590,stim,44.0,poldrack-single-stim,s556
485,900.0,2000.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",456.0,#1F45FC,1000.0,8.0,color,stay,,358495,stim,45.0,poldrack-single-stim,s556
488,900.0,2136.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",591.0,orange,1000.0,4.0,color,stay,,361536,stim,46.0,poldrack-single-stim,s556
491,900.0,2408.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",684.0,#1F45FC,1000.0,9.0,magnitude,switch,,364849,stim,47.0,poldrack-single-stim,s556
494,900.0,2136.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",700.0,orange,1000.0,3.0,color,switch,,367890,stim,48.0,poldrack-single-stim,s556
497,900.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",750.0,orange,1000.0,8.0,magnitude,switch,,370795,stim,49.0,poldrack-single-stim,s556
500,900.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",664.0,orange,1000.0,4.0,color,switch,,373836,stim,50.0,poldrack-single-stim,s556
503,900.0,2272.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",331.0,#1F45FC,1000.0,4.0,color,stay,,377014,stim,51.0,poldrack-single-stim,s556
506,100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",541.0,orange,1000.0,1.0,magnitude,switch,,379117,stim,52.0,poldrack-single-stim,s556
509,100.0,2408.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",971.0,orange,1000.0,8.0,color,switch,,381630,stim,53.0,poldrack-single-stim,s556
