,action,block_duration,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,stim_duration,text,time_elapsed,total_cards,trial_id,trial_type,which_round,worker_id
53,end_round,1042.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-65.0,10.0,2.0,2.0,"89,71",34.0,1042.0,1042.0,,75228,2.0,stim,poldrack-single-stim,10.0,s579
55,draw_card,2270.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,12.0,1.0,2.0,"89,71",13.0,2270.0,2270.0,,79753,,stim,poldrack-single-stim,11.0,s579
56,draw_card,3954.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,12.0,2.0,2.0,"89,71",26.0,3954.0,3954.0,,83708,,stim,poldrack-single-stim,11.0,s579
57,end_round,1475.0,0.0,test,columbia_card_task_fmri,13.0,71.0,-70.0,12.0,2.0,2.0,"89,71",26.0,1475.0,1475.0,,85186,2.0,stim,poldrack-single-stim,11.0,s579
59,draw_card,4134.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,12.0,1.0,2.0,"89,71",15.0,4134.0,4134.0,,91713,,stim,poldrack-single-stim,12.0,s579
60,draw_card,992.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,12.0,2.0,2.0,"89,71",30.0,992.0,992.0,,92707,,stim,poldrack-single-stim,12.0,s579
61,draw_card,1229.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,12.0,3.0,2.0,"89,71",45.0,1229.0,1229.0,,93938,,stim,poldrack-single-stim,12.0,s579
62,end_round,1137.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-80.0,12.0,3.0,2.0,"89,71",45.0,1137.0,1137.0,,95076,3.0,stim,poldrack-single-stim,12.0,s579
64,draw_card,2297.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,15.0,1.0,3.0,"89,71",14.0,2297.0,2297.0,,99765,,stim,poldrack-single-stim,13.0,s579
65,draw_card,1205.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,15.0,2.0,3.0,"89,71",28.0,1205.0,1205.0,,100972,,stim,poldrack-single-stim,13.0,s579
66,end_round,1144.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-65.0,15.0,2.0,3.0,"89,71",28.0,1144.0,1144.0,,102118,2.0,stim,poldrack-single-stim,13.0,s579
68,draw_card,3604.0,0.0,test,columbia_card_task_fmri,1.0,89.0,-45.0,16.0,1.0,1.0,"89,71",1.0,3604.0,3604.0,,108454,,stim,poldrack-single-stim,14.0,s579
69,draw_card,1225.0,0.0,test,columbia_card_task_fmri,1.0,89.0,-45.0,16.0,2.0,1.0,"89,71",2.0,1225.0,1225.0,,109681,,stim,poldrack-single-stim,14.0,s579
70,end_round,1188.0,0.0,test,columbia_card_task_fmri,1.0,71.0,-45.0,16.0,2.0,1.0,"89,71",2.0,1188.0,1188.0,,110871,2.0,stim,poldrack-single-stim,14.0,s579
72,draw_card,2354.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,1.0,3.0,"89,71",15.0,2354.0,2354.0,,115688,,stim,poldrack-single-stim,15.0,s579
73,draw_card,4487.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,2.0,3.0,"89,71",30.0,4487.0,4487.0,,120177,,stim,poldrack-single-stim,15.0,s579
74,draw_card,1351.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,3.0,3.0,"89,71",45.0,1351.0,1351.0,,121530,,stim,poldrack-single-stim,15.0,s579
75,end_round,1211.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-70.0,16.0,3.0,3.0,"89,71",45.0,1211.0,1211.0,,122743,3.0,stim,poldrack-single-stim,15.0,s579
77,draw_card,1545.0,1.0,test,columbia_card_task_fmri,30.0,89.0,-50.0,10.0,1.0,3.0,"89,71",-50.0,1545.0,1545.0,,126613,1.0,stim,poldrack-single-stim,16.0,s579
79,draw_card,1434.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,1.0,2.0,"89,71",17.0,1434.0,1434.0,,130370,,stim,poldrack-single-stim,17.0,s579
80,draw_card,1227.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,2.0,2.0,"89,71",34.0,1227.0,1227.0,,131599,,stim,poldrack-single-stim,17.0,s579
81,end_round,994.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-70.0,15.0,2.0,2.0,"89,71",34.0,994.0,994.0,,132595,2.0,stim,poldrack-single-stim,17.0,s579
83,end_round,2512.0,0.0,test,columbia_card_task_fmri,7.0,71.0,-95.0,16.0,0.0,1.0,"89,71",0.0,2512.0,2512.0,,137705,0.0,stim,poldrack-single-stim,18.0,s579
85,draw_card,4397.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,1.0,1.0,"89,71",9.0,4397.0,4397.0,,144833,,stim,poldrack-single-stim,19.0,s579
86,draw_card,1445.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,2.0,1.0,"89,71",18.0,1445.0,1445.0,,146279,,stim,poldrack-single-stim,19.0,s579
87,draw_card,2328.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,3.0,1.0,"89,71",27.0,2328.0,2328.0,,148610,,stim,poldrack-single-stim,19.0,s579
88,draw_card,4518.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,4.0,1.0,"89,71",36.0,4518.0,4518.0,,153129,,stim,poldrack-single-stim,19.0,s579
89,end_round,1044.0,0.0,test,columbia_card_task_fmri,9.0,71.0,-100.0,16.0,4.0,1.0,"89,71",36.0,1044.0,1044.0,,154175,4.0,stim,poldrack-single-stim,19.0,s579
91,draw_card,2871.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,16.0,1.0,2.0,"89,71",15.0,2871.0,2871.0,,159578,,stim,poldrack-single-stim,20.0,s579
92,draw_card,3233.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,16.0,2.0,2.0,"89,71",30.0,3233.0,3233.0,,162813,,stim,poldrack-single-stim,20.0,s579
93,end_round,1003.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-80.0,16.0,2.0,2.0,"89,71",30.0,1003.0,1003.0,,163819,2.0,stim,poldrack-single-stim,20.0,s579
95,draw_card,2718.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,1.0,2.0,"89,71",16.0,2718.0,2718.0,,169676,,stim,poldrack-single-stim,21.0,s579
96,draw_card,1577.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,2.0,2.0,"89,71",32.0,1577.0,1577.0,,171255,,stim,poldrack-single-stim,21.0,s579
97,draw_card,1482.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,3.0,2.0,"89,71",48.0,1482.0,1482.0,,172740,,stim,poldrack-single-stim,21.0,s579
98,draw_card,4239.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,4.0,2.0,"89,71",64.0,4239.0,4239.0,,176981,,stim,poldrack-single-stim,21.0,s579
99,end_round,3123.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-70.0,16.0,4.0,2.0,"89,71",64.0,3123.0,3123.0,,180106,4.0,stim,poldrack-single-stim,21.0,s579
101,end_round,1319.0,0.0,test,columbia_card_task_fmri,30.0,71.0,-45.0,16.0,0.0,5.0,"89,71",0.0,1319.0,1319.0,,183821,0.0,stim,poldrack-single-stim,22.0,s579
103,draw_card,3132.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,6.0,1.0,1.0,"89,71",13.0,3132.0,3132.0,,189345,,stim,poldrack-single-stim,23.0,s579
104,end_round,1677.0,0.0,test,columbia_card_task_fmri,13.0,71.0,-75.0,6.0,1.0,1.0,"89,71",13.0,1677.0,1677.0,,191024,1.0,stim,poldrack-single-stim,23.0,s579
106,draw_card,1140.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,6.0,1.0,1.0,"89,71",14.0,1140.0,1140.0,,194489,,stim,poldrack-single-stim,24.0,s579
107,draw_card,1679.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,6.0,2.0,1.0,"89,71",28.0,1679.0,1679.0,,196171,,stim,poldrack-single-stim,24.0,s579
108,end_round,2965.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-70.0,6.0,2.0,1.0,"89,71",28.0,2965.0,2965.0,,199137,2.0,stim,poldrack-single-stim,24.0,s579
110,draw_card,4684.0,1.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,6.0,1.0,1.0,"89,71",-80.0,4684.0,4684.0,,206145,1.0,stim,poldrack-single-stim,25.0,s579
112,draw_card,1930.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,6.0,1.0,1.0,"89,71",17.0,1930.0,1930.0,,210944,,stim,poldrack-single-stim,26.0,s579
113,draw_card,2402.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,6.0,2.0,1.0,"89,71",34.0,2402.0,2402.0,,213348,,stim,poldrack-single-stim,26.0,s579
114,end_round,1029.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-70.0,6.0,2.0,1.0,"89,71",34.0,1029.0,1029.0,,214379,2.0,stim,poldrack-single-stim,26.0,s579
116,draw_card,5007.0,1.0,test,columbia_card_task_fmri,25.0,89.0,-65.0,8.0,1.0,2.0,"89,71",-65.0,5007.0,5007.0,,222118,1.0,stim,poldrack-single-stim,27.0,s579
118,draw_card,909.0,0.0,test,columbia_card_task_fmri,30.0,89.0,-80.0,8.0,1.0,2.0,"89,71",30.0,909.0,909.0,,225283,,stim,poldrack-single-stim,28.0,s579
119,draw_card,2862.0,0.0,test,columbia_card_task_fmri,30.0,89.0,-80.0,8.0,2.0,2.0,"89,71",60.0,2862.0,2862.0,,228148,,stim,poldrack-single-stim,28.0,s579
120,end_round,1275.0,0.0,test,columbia_card_task_fmri,30.0,71.0,-80.0,8.0,2.0,2.0,"89,71",60.0,1275.0,1275.0,,229425,2.0,stim,poldrack-single-stim,28.0,s579
122,end_round,1691.0,0.0,test,columbia_card_task_fmri,13.0,71.0,-95.0,10.0,0.0,1.0,"89,71",0.0,1691.0,1691.0,,233441,0.0,stim,poldrack-single-stim,29.0,s579
124,draw_card,2393.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,1.0,1.0,"89,71",14.0,2393.0,2393.0,,238299,,stim,poldrack-single-stim,30.0,s579
125,draw_card,984.0,1.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,2.0,1.0,"89,71",-76.0,984.0,984.0,,239286,2.0,stim,poldrack-single-stim,30.0,s579
127,draw_card,1689.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,10.0,1.0,2.0,"89,71",16.0,1689.0,1689.0,,243506,,stim,poldrack-single-stim,31.0,s579
128,draw_card,2055.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,10.0,2.0,2.0,"89,71",32.0,2055.0,2055.0,,245563,,stim,poldrack-single-stim,31.0,s579
129,end_round,1123.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-70.0,10.0,2.0,2.0,"89,71",32.0,1123.0,1123.0,,246688,2.0,stim,poldrack-single-stim,31.0,s579
131,end_round,3746.0,0.0,test,columbia_card_task_fmri,7.0,71.0,-100.0,12.0,0.0,1.0,"89,71",0.0,3746.0,3746.0,,252763,0.0,stim,poldrack-single-stim,32.0,s579
133,draw_card,4912.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,12.0,1.0,2.0,"89,71",14.0,4912.0,4912.0,,260206,,stim,poldrack-single-stim,33.0,s579
134,end_round,733.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-80.0,12.0,1.0,2.0,"89,71",14.0,733.0,733.0,,260941,1.0,stim,poldrack-single-stim,33.0,s579
136,draw_card,3428.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,12.0,1.0,2.0,"89,71",15.0,3428.0,3428.0,,267373,,stim,poldrack-single-stim,34.0,s579
137,end_round,755.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-75.0,12.0,1.0,2.0,"89,71",15.0,755.0,755.0,,268131,1.0,stim,poldrack-single-stim,34.0,s579
139,draw_card,5359.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,15.0,1.0,3.0,"89,71",15.0,5359.0,5359.0,,275815,,stim,poldrack-single-stim,35.0,s579
140,end_round,890.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-65.0,15.0,1.0,3.0,"89,71",15.0,890.0,890.0,,276707,1.0,stim,poldrack-single-stim,35.0,s579
142,draw_card,4782.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,16.0,1.0,3.0,"89,71",14.0,4782.0,4782.0,,283746,,stim,poldrack-single-stim,36.0,s579
143,draw_card,2338.0,1.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,16.0,2.0,3.0,"89,71",-56.0,2338.0,2338.0,,286086,2.0,stim,poldrack-single-stim,36.0,s579
145,end_round,3237.0,0.0,test,columbia_card_task_fmri,11.0,71.0,-30.0,16.0,0.0,5.0,"89,71",0.0,3237.0,3237.0,,291787,0.0,stim,poldrack-single-stim,37.0,s579
147,draw_card,2102.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,15.0,1.0,2.0,"89,71",15.0,2102.0,2102.0,,296219,,stim,poldrack-single-stim,38.0,s579
148,draw_card,1014.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,15.0,2.0,2.0,"89,71",30.0,1014.0,1014.0,,297235,,stim,poldrack-single-stim,38.0,s579
149,draw_card,2794.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,15.0,3.0,2.0,"89,71",45.0,2794.0,2794.0,,300032,,stim,poldrack-single-stim,38.0,s579
150,end_round,896.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-75.0,15.0,3.0,2.0,"89,71",45.0,896.0,896.0,,300931,3.0,stim,poldrack-single-stim,38.0,s579
152,draw_card,2350.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,15.0,1.0,2.0,"89,71",17.0,2350.0,2350.0,,305607,,stim,poldrack-single-stim,39.0,s579
153,draw_card,1638.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,15.0,2.0,2.0,"89,71",34.0,1638.0,1638.0,,307248,,stim,poldrack-single-stim,39.0,s579
154,draw_card,2615.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,15.0,3.0,2.0,"89,71",51.0,2615.0,2615.0,,309865,,stim,poldrack-single-stim,39.0,s579
155,end_round,1290.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-75.0,15.0,3.0,2.0,"89,71",51.0,1290.0,1290.0,,311159,3.0,stim,poldrack-single-stim,39.0,s579
157,draw_card,2883.0,0.0,test,columbia_card_task_fmri,2.0,89.0,-25.0,16.0,1.0,1.0,"89,71",2.0,2883.0,2883.0,,316644,,stim,poldrack-single-stim,40.0,s579
158,draw_card,1004.0,0.0,test,columbia_card_task_fmri,2.0,89.0,-25.0,16.0,2.0,1.0,"89,71",4.0,1004.0,1004.0,,317652,,stim,poldrack-single-stim,40.0,s579
159,draw_card,1583.0,0.0,test,columbia_card_task_fmri,2.0,89.0,-25.0,16.0,3.0,1.0,"89,71",6.0,1583.0,1583.0,,319238,,stim,poldrack-single-stim,40.0,s579
160,end_round,1420.0,0.0,test,columbia_card_task_fmri,2.0,71.0,-25.0,16.0,3.0,1.0,"89,71",6.0,1420.0,1420.0,,320660,3.0,stim,poldrack-single-stim,40.0,s579
162,draw_card,2230.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,1.0,1.0,"89,71",9.0,2230.0,2230.0,,325147,,stim,poldrack-single-stim,41.0,s579
163,draw_card,759.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,2.0,1.0,"89,71",18.0,759.0,759.0,,325909,,stim,poldrack-single-stim,41.0,s579
164,draw_card,1429.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,3.0,1.0,"89,71",27.0,1429.0,1429.0,,327340,,stim,poldrack-single-stim,41.0,s579
165,draw_card,994.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,4.0,1.0,"89,71",36.0,994.0,994.0,,328337,,stim,poldrack-single-stim,41.0,s579
166,draw_card,1772.0,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,5.0,1.0,"89,71",45.0,1772.0,1772.0,,330111,,stim,poldrack-single-stim,41.0,s579
167,end_round,1966.0,0.0,test,columbia_card_task_fmri,9.0,71.0,-95.0,16.0,5.0,1.0,"89,71",45.0,1966.0,1966.0,,332081,5.0,stim,poldrack-single-stim,41.0,s579
169,draw_card,3486.0,0.0,test,columbia_card_task_fmri,11.0,89.0,-100.0,16.0,1.0,1.0,"89,71",11.0,3486.0,3486.0,,337824,,stim,poldrack-single-stim,42.0,s579
170,draw_card,1122.0,0.0,test,columbia_card_task_fmri,11.0,89.0,-100.0,16.0,2.0,1.0,"89,71",22.0,1122.0,1122.0,,338949,,stim,poldrack-single-stim,42.0,s579
171,draw_card,1138.0,0.0,test,columbia_card_task_fmri,11.0,89.0,-100.0,16.0,3.0,1.0,"89,71",33.0,1138.0,1138.0,,340090,,stim,poldrack-single-stim,42.0,s579
172,draw_card,1849.0,0.0,test,columbia_card_task_fmri,11.0,89.0,-100.0,16.0,4.0,1.0,"89,71",44.0,1849.0,1849.0,,341942,,stim,poldrack-single-stim,42.0,s579
173,end_round,1088.0,0.0,test,columbia_card_task_fmri,11.0,71.0,-100.0,16.0,4.0,1.0,"89,71",44.0,1088.0,1088.0,,343034,4.0,stim,poldrack-single-stim,42.0,s579
175,draw_card,3160.0,1.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,1.0,2.0,"89,71",-75.0,3160.0,3160.0,,348725,1.0,stim,poldrack-single-stim,43.0,s579
177,draw_card,1691.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,1.0,2.0,"89,71",17.0,1691.0,1691.0,,352876,,stim,poldrack-single-stim,44.0,s579
178,draw_card,690.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,2.0,2.0,"89,71",34.0,690.0,690.0,,353570,,stim,poldrack-single-stim,44.0,s579
179,draw_card,2561.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,3.0,2.0,"89,71",51.0,2561.0,2561.0,,356135,,stim,poldrack-single-stim,44.0,s579
180,end_round,755.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-80.0,16.0,3.0,2.0,"89,71",51.0,755.0,755.0,,356893,3.0,stim,poldrack-single-stim,44.0,s579
182,-1.0,10000.0,,,columbia_card_task_fmri,,-1.0,,,,,none,,-1.0,10000.0,,369157,,rest_block,poldrack-single-stim,,s579
183,draw_card,3907.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,6.0,1.0,1.0,"89,71",13.0,3907.0,3907.0,,374072,,stim,poldrack-single-stim,45.0,s579
184,draw_card,1596.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,6.0,2.0,1.0,"89,71",26.0,1596.0,1596.0,,375671,,stim,poldrack-single-stim,45.0,s579
185,end_round,1553.0,0.0,test,columbia_card_task_fmri,13.0,71.0,-70.0,6.0,2.0,1.0,"89,71",26.0,1553.0,1553.0,,377227,2.0,stim,poldrack-single-stim,45.0,s579
187,draw_card,3428.0,1.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,6.0,1.0,1.0,"89,71",-80.0,3428.0,3428.0,,383121,1.0,stim,poldrack-single-stim,46.0,s579
189,draw_card,1215.0,1.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,6.0,1.0,1.0,"89,71",-75.0,1215.0,1215.0,,386797,1.0,stim,poldrack-single-stim,47.0,s579
191,end_round,2945.0,0.0,test,columbia_card_task_fmri,21.0,71.0,-55.0,8.0,0.0,2.0,"89,71",0.0,2945.0,2945.0,,392276,0.0,stim,poldrack-single-stim,48.0,s579
193,end_round,2708.0,0.0,test,columbia_card_task_fmri,26.0,71.0,-65.0,8.0,0.0,2.0,"89,71",0.0,2708.0,2708.0,,397445,0.0,stim,poldrack-single-stim,49.0,s579
195,end_round,2498.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-60.0,9.0,0.0,2.0,"89,71",0.0,2498.0,2498.0,,402609,0.0,stim,poldrack-single-stim,50.0,s579
197,draw_card,1691.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-90.0,10.0,1.0,1.0,"89,71",13.0,1691.0,1691.0,,406692,,stim,poldrack-single-stim,51.0,s579
198,draw_card,1064.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-90.0,10.0,2.0,1.0,"89,71",26.0,1064.0,1064.0,,407760,,stim,poldrack-single-stim,51.0,s579
199,draw_card,2496.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-90.0,10.0,3.0,1.0,"89,71",39.0,2496.0,2496.0,,410258,,stim,poldrack-single-stim,51.0,s579
200,end_round,1267.0,0.0,test,columbia_card_task_fmri,13.0,71.0,-90.0,10.0,3.0,1.0,"89,71",39.0,1267.0,1267.0,,411529,3.0,stim,poldrack-single-stim,51.0,s579
202,draw_card,1763.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-95.0,10.0,1.0,1.0,"89,71",15.0,1763.0,1763.0,,415821,,stim,poldrack-single-stim,52.0,s579
203,draw_card,1161.0,1.0,test,columbia_card_task_fmri,15.0,89.0,-95.0,10.0,2.0,1.0,"89,71",-80.0,1161.0,1161.0,,416985,2.0,stim,poldrack-single-stim,52.0,s579
205,draw_card,1835.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-65.0,10.0,1.0,2.0,"89,71",16.0,1835.0,1835.0,,421418,,stim,poldrack-single-stim,53.0,s579
206,end_round,1317.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-65.0,10.0,1.0,2.0,"89,71",16.0,1317.0,1317.0,,422738,1.0,stim,poldrack-single-stim,53.0,s579
208,draw_card,1747.0,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,12.0,1.0,1.0,"89,71",7.0,1747.0,1747.0,,426883,,stim,poldrack-single-stim,54.0,s579
209,draw_card,1925.0,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,12.0,2.0,1.0,"89,71",14.0,1925.0,1925.0,,428810,,stim,poldrack-single-stim,54.0,s579
210,draw_card,1386.0,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,12.0,3.0,1.0,"89,71",21.0,1386.0,1386.0,,430200,,stim,poldrack-single-stim,54.0,s579
211,end_round,1524.0,0.0,test,columbia_card_task_fmri,7.0,71.0,-95.0,12.0,3.0,1.0,"89,71",21.0,1524.0,1524.0,,431726,3.0,stim,poldrack-single-stim,54.0,s579
213,draw_card,1771.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,12.0,1.0,2.0,"89,71",14.0,1771.0,1771.0,,436097,,stim,poldrack-single-stim,55.0,s579
214,draw_card,595.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,12.0,2.0,2.0,"89,71",28.0,595.0,595.0,,436696,,stim,poldrack-single-stim,55.0,s579
