,action,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,text,time_elapsed,total_cards,trial_id,trial_type,which_round,worker_id
117,end_round,0.0,test,columbia_card_task_fmri,13.0,71.0,-75.0,6.0,2.0,1.0,"89,71",26.0,585.0,,179426,2.0,stim,poldrack-single-stim,23.0,s483
119,draw_card,1.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,6.0,1.0,1.0,"89,71",-70.0,514.0,,182401,1.0,stim,poldrack-single-stim,24.0,s483
121,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,6.0,1.0,1.0,"89,71",16.0,2209.0,,187069,,stim,poldrack-single-stim,25.0,s483
122,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-80.0,6.0,1.0,1.0,"89,71",16.0,1278.0,,188350,1.0,stim,poldrack-single-stim,25.0,s483
124,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,6.0,1.0,1.0,"89,71",17.0,3304.0,,194181,,stim,poldrack-single-stim,26.0,s483
125,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,6.0,2.0,1.0,"89,71",34.0,1052.0,,195235,,stim,poldrack-single-stim,26.0,s483
126,end_round,0.0,test,columbia_card_task_fmri,17.0,71.0,-70.0,6.0,2.0,1.0,"89,71",34.0,694.0,,195932,2.0,stim,poldrack-single-stim,26.0,s483
128,draw_card,0.0,test,columbia_card_task_fmri,25.0,89.0,-65.0,8.0,1.0,2.0,"89,71",25.0,529.0,,198853,,stim,poldrack-single-stim,27.0,s483
129,draw_card,1.0,test,columbia_card_task_fmri,25.0,89.0,-65.0,8.0,2.0,2.0,"89,71",-40.0,2263.0,,201118,2.0,stim,poldrack-single-stim,27.0,s483
131,draw_card,1.0,test,columbia_card_task_fmri,30.0,89.0,-80.0,8.0,1.0,2.0,"89,71",-80.0,875.0,,204454,1.0,stim,poldrack-single-stim,28.0,s483
133,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-95.0,10.0,1.0,1.0,"89,71",13.0,1707.0,,208692,,stim,poldrack-single-stim,29.0,s483
134,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-95.0,10.0,2.0,1.0,"89,71",26.0,408.0,,209103,,stim,poldrack-single-stim,29.0,s483
135,end_round,0.0,test,columbia_card_task_fmri,13.0,71.0,-95.0,10.0,2.0,1.0,"89,71",26.0,857.0,,209962,2.0,stim,poldrack-single-stim,29.0,s483
137,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,1.0,1.0,"89,71",14.0,2231.0,,214722,,stim,poldrack-single-stim,30.0,s483
138,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,2.0,1.0,"89,71",28.0,504.0,,215229,,stim,poldrack-single-stim,30.0,s483
139,draw_card,1.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,3.0,1.0,"89,71",-62.0,503.0,,215735,3.0,stim,poldrack-single-stim,30.0,s483
141,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,10.0,1.0,2.0,"89,71",16.0,785.0,,219115,,stim,poldrack-single-stim,31.0,s483
142,draw_card,1.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,10.0,2.0,2.0,"89,71",-54.0,1481.0,,220599,2.0,stim,poldrack-single-stim,31.0,s483
144,draw_card,0.0,test,columbia_card_task_fmri,7.0,89.0,-100.0,12.0,1.0,1.0,"89,71",7.0,2508.0,,225567,,stim,poldrack-single-stim,32.0,s483
145,end_round,0.0,test,columbia_card_task_fmri,7.0,71.0,-100.0,12.0,1.0,1.0,"89,71",7.0,595.0,,226165,1.0,stim,poldrack-single-stim,32.0,s483
147,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,12.0,1.0,2.0,"89,71",14.0,1949.0,,230441,,stim,poldrack-single-stim,33.0,s483
148,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,12.0,2.0,2.0,"89,71",28.0,520.0,,230964,,stim,poldrack-single-stim,33.0,s483
149,draw_card,1.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,12.0,3.0,2.0,"89,71",-52.0,1457.0,,232424,3.0,stim,poldrack-single-stim,33.0,s483
151,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,12.0,1.0,2.0,"89,71",15.0,2050.0,,236732,,stim,poldrack-single-stim,34.0,s483
152,draw_card,1.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,12.0,2.0,2.0,"89,71",-60.0,456.0,,237191,2.0,stim,poldrack-single-stim,34.0,s483
154,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,15.0,1.0,3.0,"89,71",15.0,2100.0,,241957,,stim,poldrack-single-stim,35.0,s483
155,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,15.0,2.0,3.0,"89,71",30.0,398.0,,242357,,stim,poldrack-single-stim,35.0,s483
156,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,15.0,3.0,3.0,"89,71",45.0,718.0,,243077,,stim,poldrack-single-stim,35.0,s483
157,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-65.0,15.0,3.0,3.0,"89,71",45.0,941.0,,244021,3.0,stim,poldrack-single-stim,35.0,s483
159,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,16.0,1.0,3.0,"89,71",14.0,2522.0,,249003,,stim,poldrack-single-stim,36.0,s483
160,draw_card,1.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,16.0,2.0,3.0,"89,71",-56.0,538.0,,249543,2.0,stim,poldrack-single-stim,36.0,s483
162,draw_card,0.0,test,columbia_card_task_fmri,11.0,89.0,-30.0,16.0,1.0,5.0,"89,71",11.0,2501.0,,254438,,stim,poldrack-single-stim,37.0,s483
163,end_round,0.0,test,columbia_card_task_fmri,11.0,71.0,-30.0,16.0,1.0,5.0,"89,71",11.0,1365.0,,255806,1.0,stim,poldrack-single-stim,37.0,s483
165,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,15.0,1.0,2.0,"89,71",15.0,1674.0,,260077,,stim,poldrack-single-stim,38.0,s483
166,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,15.0,2.0,2.0,"89,71",30.0,422.0,,260502,,stim,poldrack-single-stim,38.0,s483
167,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,15.0,3.0,2.0,"89,71",45.0,445.0,,260949,,stim,poldrack-single-stim,38.0,s483
168,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,15.0,4.0,2.0,"89,71",60.0,470.0,,261422,,stim,poldrack-single-stim,38.0,s483
169,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,15.0,5.0,2.0,"89,71",75.0,560.0,,261986,,stim,poldrack-single-stim,38.0,s483
170,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,15.0,6.0,2.0,"89,71",90.0,652.0,,262641,,stim,poldrack-single-stim,38.0,s483
171,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-75.0,15.0,6.0,2.0,"89,71",90.0,594.0,,263238,6.0,stim,poldrack-single-stim,38.0,s483
173,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,15.0,1.0,2.0,"89,71",17.0,1653.0,,267218,,stim,poldrack-single-stim,39.0,s483
174,draw_card,1.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,15.0,2.0,2.0,"89,71",-58.0,408.0,,267629,2.0,stim,poldrack-single-stim,39.0,s483
176,draw_card,0.0,test,columbia_card_task_fmri,2.0,89.0,-25.0,16.0,1.0,1.0,"89,71",2.0,5039.0,,275266,,stim,poldrack-single-stim,40.0,s483
177,end_round,0.0,test,columbia_card_task_fmri,2.0,71.0,-25.0,16.0,1.0,1.0,"89,71",2.0,1511.0,,276781,1.0,stim,poldrack-single-stim,40.0,s483
179,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,1.0,1.0,"89,71",9.0,1410.0,,280585,,stim,poldrack-single-stim,41.0,s483
180,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,2.0,1.0,"89,71",18.0,1100.0,,281688,,stim,poldrack-single-stim,41.0,s483
181,end_round,0.0,test,columbia_card_task_fmri,9.0,71.0,-95.0,16.0,2.0,1.0,"89,71",18.0,965.0,,282656,2.0,stim,poldrack-single-stim,41.0,s483
183,draw_card,0.0,test,columbia_card_task_fmri,11.0,89.0,-100.0,16.0,1.0,1.0,"89,71",11.0,1935.0,,286918,,stim,poldrack-single-stim,42.0,s483
184,draw_card,0.0,test,columbia_card_task_fmri,11.0,89.0,-100.0,16.0,2.0,1.0,"89,71",22.0,502.0,,287422,,stim,poldrack-single-stim,42.0,s483
185,end_round,0.0,test,columbia_card_task_fmri,11.0,71.0,-100.0,16.0,2.0,1.0,"89,71",22.0,497.0,,287922,2.0,stim,poldrack-single-stim,42.0,s483
187,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,1.0,2.0,"89,71",16.0,1903.0,,292152,,stim,poldrack-single-stim,43.0,s483
188,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,2.0,2.0,"89,71",32.0,1624.0,,293779,,stim,poldrack-single-stim,43.0,s483
189,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,3.0,2.0,"89,71",48.0,703.0,,294486,,stim,poldrack-single-stim,43.0,s483
190,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,4.0,2.0,"89,71",64.0,592.0,,295080,,stim,poldrack-single-stim,43.0,s483
191,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,5.0,2.0,"89,71",80.0,556.0,,295639,,stim,poldrack-single-stim,43.0,s483
192,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,6.0,2.0,"89,71",96.0,747.0,,296389,,stim,poldrack-single-stim,43.0,s483
193,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-75.0,16.0,6.0,2.0,"89,71",96.0,582.0,,296974,6.0,stim,poldrack-single-stim,43.0,s483
195,draw_card,1.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,1.0,2.0,"89,71",-80.0,1742.0,,301049,1.0,stim,poldrack-single-stim,44.0,s483
197,-1.0,,,columbia_card_task_fmri,,-1.0,,,,,none,,-1.0,,313444,,rest_block,poldrack-single-stim,,s483
198,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,6.0,1.0,1.0,"89,71",13.0,3190.0,,317639,,stim,poldrack-single-stim,45.0,s483
199,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,6.0,2.0,1.0,"89,71",26.0,2369.0,,320010,,stim,poldrack-single-stim,45.0,s483
200,end_round,0.0,test,columbia_card_task_fmri,13.0,71.0,-70.0,6.0,2.0,1.0,"89,71",26.0,1055.0,,321070,2.0,stim,poldrack-single-stim,45.0,s483
202,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,6.0,1.0,1.0,"89,71",15.0,2667.0,,325996,,stim,poldrack-single-stim,46.0,s483
203,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,6.0,2.0,1.0,"89,71",30.0,1798.0,,327797,,stim,poldrack-single-stim,46.0,s483
204,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-80.0,6.0,2.0,1.0,"89,71",30.0,1239.0,,329040,2.0,stim,poldrack-single-stim,46.0,s483
206,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,6.0,1.0,1.0,"89,71",16.0,2702.0,,334135,,stim,poldrack-single-stim,47.0,s483
207,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,6.0,2.0,1.0,"89,71",32.0,2438.0,,336577,,stim,poldrack-single-stim,47.0,s483
208,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,6.0,3.0,1.0,"89,71",48.0,782.0,,337361,,stim,poldrack-single-stim,47.0,s483
209,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-75.0,6.0,3.0,1.0,"89,71",48.0,1323.0,,338687,3.0,stim,poldrack-single-stim,47.0,s483
211,draw_card,1.0,test,columbia_card_task_fmri,21.0,89.0,-55.0,8.0,1.0,2.0,"89,71",-55.0,4198.0,,345484,1.0,stim,poldrack-single-stim,48.0,s483
213,draw_card,0.0,test,columbia_card_task_fmri,26.0,89.0,-65.0,8.0,1.0,2.0,"89,71",26.0,1009.0,,349159,,stim,poldrack-single-stim,49.0,s483
214,draw_card,0.0,test,columbia_card_task_fmri,26.0,89.0,-65.0,8.0,2.0,2.0,"89,71",52.0,1060.0,,350222,,stim,poldrack-single-stim,49.0,s483
215,draw_card,1.0,test,columbia_card_task_fmri,26.0,89.0,-65.0,8.0,3.0,2.0,"89,71",-13.0,670.0,,350896,3.0,stim,poldrack-single-stim,49.0,s483
217,draw_card,1.0,test,columbia_card_task_fmri,15.0,89.0,-60.0,9.0,1.0,2.0,"89,71",-60.0,2213.0,,355503,1.0,stim,poldrack-single-stim,50.0,s483
219,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-90.0,10.0,1.0,1.0,"89,71",13.0,1658.0,,359555,,stim,poldrack-single-stim,51.0,s483
220,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-90.0,10.0,2.0,1.0,"89,71",26.0,426.0,,359984,,stim,poldrack-single-stim,51.0,s483
221,draw_card,1.0,test,columbia_card_task_fmri,13.0,89.0,-90.0,10.0,3.0,1.0,"89,71",-64.0,425.0,,360413,3.0,stim,poldrack-single-stim,51.0,s483
223,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-95.0,10.0,1.0,1.0,"89,71",15.0,960.0,,363632,,stim,poldrack-single-stim,52.0,s483
224,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-95.0,10.0,2.0,1.0,"89,71",30.0,474.0,,364109,,stim,poldrack-single-stim,52.0,s483
225,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-95.0,10.0,3.0,1.0,"89,71",45.0,1298.0,,365412,,stim,poldrack-single-stim,52.0,s483
226,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-95.0,10.0,3.0,1.0,"89,71",45.0,652.0,,366068,3.0,stim,poldrack-single-stim,52.0,s483
228,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-65.0,10.0,1.0,2.0,"89,71",16.0,1131.0,,369525,,stim,poldrack-single-stim,53.0,s483
