,action,block_duration,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,stim_duration,text,time_elapsed,total_cards,trial_id,trial_type,which_round,worker_id
38,draw_card,1633.0,1.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,1.0,2.0,"89,71",-60.0,1633.0,1633.0,,40758,1.0,stim,poldrack-single-stim,5.0,s573
40,draw_card,5120.0,1.0,test,columbia_card_task_fmri,29.0,89.0,-75.0,8.0,1.0,2.0,"89,71",-75.0,5120.0,5120.0,,48133,1.0,stim,poldrack-single-stim,6.0,s573
42,draw_card,1505.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,1.0,2.0,"89,71",17.0,1505.0,1505.0,,51962,,stim,poldrack-single-stim,7.0,s573
43,draw_card,2297.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,2.0,2.0,"89,71",34.0,2297.0,2297.0,,54261,,stim,poldrack-single-stim,7.0,s573
44,end_round,1321.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-65.0,9.0,2.0,2.0,"89,71",34.0,1321.0,1321.0,,55584,2.0,stim,poldrack-single-stim,7.0,s573
46,draw_card,1190.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-95.0,10.0,1.0,1.0,"89,71",14.0,1190.0,1190.0,,59235,,stim,poldrack-single-stim,8.0,s573
47,end_round,2379.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-95.0,10.0,1.0,1.0,"89,71",14.0,2379.0,2379.0,,61616,1.0,stim,poldrack-single-stim,8.0,s573
49,draw_card,2593.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,10.0,1.0,2.0,"89,71",15.0,2593.0,2593.0,,66737,,stim,poldrack-single-stim,9.0,s573
50,end_round,1229.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-65.0,10.0,1.0,2.0,"89,71",15.0,1229.0,1229.0,,67968,1.0,stim,poldrack-single-stim,9.0,s573
52,draw_card,1211.0,1.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,10.0,1.0,2.0,"89,71",-65.0,1211.0,1211.0,,71505,1.0,stim,poldrack-single-stim,10.0,s573
54,draw_card,1229.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,12.0,1.0,2.0,"89,71",13.0,1229.0,1229.0,,75261,,stim,poldrack-single-stim,11.0,s573
55,end_round,2720.0,0.0,test,columbia_card_task_fmri,13.0,71.0,-70.0,12.0,1.0,2.0,"89,71",13.0,2720.0,2720.0,,77984,1.0,stim,poldrack-single-stim,11.0,s573
57,draw_card,4760.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,12.0,1.0,2.0,"89,71",15.0,4760.0,4760.0,,85748,,stim,poldrack-single-stim,12.0,s573
58,end_round,1248.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-80.0,12.0,1.0,2.0,"89,71",15.0,1248.0,1248.0,,86998,1.0,stim,poldrack-single-stim,12.0,s573
60,draw_card,2098.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,15.0,1.0,3.0,"89,71",14.0,2098.0,2098.0,,91422,,stim,poldrack-single-stim,13.0,s573
61,draw_card,2438.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,15.0,2.0,3.0,"89,71",28.0,2438.0,2438.0,,93862,,stim,poldrack-single-stim,13.0,s573
62,end_round,1220.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-65.0,15.0,2.0,3.0,"89,71",28.0,1220.0,1220.0,,95084,2.0,stim,poldrack-single-stim,13.0,s573
64,draw_card,2155.0,0.0,test,columbia_card_task_fmri,1.0,89.0,-45.0,16.0,1.0,1.0,"89,71",1.0,2155.0,2155.0,,99494,,stim,poldrack-single-stim,14.0,s573
65,end_round,3725.0,0.0,test,columbia_card_task_fmri,1.0,71.0,-45.0,16.0,1.0,1.0,"89,71",1.0,3725.0,3725.0,,103222,1.0,stim,poldrack-single-stim,14.0,s573
67,draw_card,5621.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,1.0,3.0,"89,71",15.0,5621.0,5621.0,,111303,,stim,poldrack-single-stim,15.0,s573
68,end_round,1311.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-70.0,16.0,1.0,3.0,"89,71",15.0,1311.0,1311.0,,112615,1.0,stim,poldrack-single-stim,15.0,s573
70,draw_card,4394.0,1.0,test,columbia_card_task_fmri,30.0,89.0,-50.0,10.0,1.0,3.0,"89,71",-50.0,4394.0,4394.0,,119336,1.0,stim,poldrack-single-stim,16.0,s573
72,draw_card,2176.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,1.0,2.0,"89,71",17.0,2176.0,2176.0,,123837,,stim,poldrack-single-stim,17.0,s573
73,draw_card,2506.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,2.0,2.0,"89,71",34.0,2506.0,2506.0,,126345,,stim,poldrack-single-stim,17.0,s573
74,end_round,1886.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-70.0,15.0,2.0,2.0,"89,71",34.0,1886.0,1886.0,,128233,2.0,stim,poldrack-single-stim,17.0,s573
76,end_round,1774.0,0.0,test,columbia_card_task_fmri,7.0,71.0,-95.0,16.0,0.0,1.0,"89,71",0.0,1774.0,1774.0,,132603,0.0,stim,poldrack-single-stim,18.0,s573
78,end_round,1940.0,0.0,test,columbia_card_task_fmri,9.0,71.0,-100.0,16.0,0.0,1.0,"89,71",0.0,1940.0,1940.0,,136802,0.0,stim,poldrack-single-stim,19.0,s573
80,draw_card,2185.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,16.0,1.0,2.0,"89,71",15.0,2185.0,2185.0,,141244,,stim,poldrack-single-stim,20.0,s573
81,draw_card,3725.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,16.0,2.0,2.0,"89,71",30.0,3725.0,3725.0,,144972,,stim,poldrack-single-stim,20.0,s573
82,end_round,1731.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-80.0,16.0,2.0,2.0,"89,71",30.0,1731.0,1731.0,,146705,2.0,stim,poldrack-single-stim,20.0,s573
84,draw_card,1542.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,1.0,2.0,"89,71",16.0,1542.0,1542.0,,150776,,stim,poldrack-single-stim,21.0,s573
85,draw_card,2115.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,2.0,2.0,"89,71",32.0,2115.0,2115.0,,152893,,stim,poldrack-single-stim,21.0,s573
86,end_round,2197.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-70.0,16.0,2.0,2.0,"89,71",32.0,2197.0,2197.0,,155092,2.0,stim,poldrack-single-stim,21.0,s573
88,draw_card,1552.0,0.0,test,columbia_card_task_fmri,30.0,89.0,-45.0,16.0,1.0,5.0,"89,71",30.0,1552.0,1552.0,,159107,,stim,poldrack-single-stim,22.0,s573
89,draw_card,1435.0,0.0,test,columbia_card_task_fmri,30.0,89.0,-45.0,16.0,2.0,5.0,"89,71",60.0,1435.0,1435.0,,160544,,stim,poldrack-single-stim,22.0,s573
90,end_round,2853.0,0.0,test,columbia_card_task_fmri,30.0,71.0,-45.0,16.0,2.0,5.0,"89,71",60.0,2853.0,2853.0,,163400,2.0,stim,poldrack-single-stim,22.0,s573
92,draw_card,1633.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,6.0,1.0,1.0,"89,71",13.0,1633.0,1633.0,,167291,,stim,poldrack-single-stim,23.0,s573
93,end_round,2566.0,0.0,test,columbia_card_task_fmri,13.0,71.0,-75.0,6.0,1.0,1.0,"89,71",13.0,2566.0,2566.0,,169859,1.0,stim,poldrack-single-stim,23.0,s573
95,draw_card,3792.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,6.0,1.0,1.0,"89,71",14.0,3792.0,3792.0,,176110,,stim,poldrack-single-stim,24.0,s573
96,end_round,1474.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-70.0,6.0,1.0,1.0,"89,71",14.0,1474.0,1474.0,,177586,1.0,stim,poldrack-single-stim,24.0,s573
98,draw_card,1449.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,6.0,1.0,1.0,"89,71",16.0,1449.0,1449.0,,181495,,stim,poldrack-single-stim,25.0,s573
99,end_round,730.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-80.0,6.0,1.0,1.0,"89,71",16.0,730.0,730.0,,182227,1.0,stim,poldrack-single-stim,25.0,s573
101,draw_card,1900.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,6.0,1.0,1.0,"89,71",17.0,1900.0,1900.0,,186657,,stim,poldrack-single-stim,26.0,s573
102,end_round,887.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-70.0,6.0,1.0,1.0,"89,71",17.0,887.0,887.0,,187547,1.0,stim,poldrack-single-stim,26.0,s573
104,draw_card,2261.0,0.0,test,columbia_card_task_fmri,25.0,89.0,-65.0,8.0,1.0,2.0,"89,71",25.0,2261.0,2261.0,,192270,,stim,poldrack-single-stim,27.0,s573
105,end_round,1269.0,0.0,test,columbia_card_task_fmri,25.0,71.0,-65.0,8.0,1.0,2.0,"89,71",25.0,1269.0,1269.0,,193542,1.0,stim,poldrack-single-stim,27.0,s573
107,draw_card,1440.0,1.0,test,columbia_card_task_fmri,30.0,89.0,-80.0,8.0,1.0,2.0,"89,71",-80.0,1440.0,1440.0,,197647,1.0,stim,poldrack-single-stim,28.0,s573
109,end_round,1274.0,0.0,test,columbia_card_task_fmri,13.0,71.0,-95.0,10.0,0.0,1.0,"89,71",0.0,1274.0,1274.0,,201312,0.0,stim,poldrack-single-stim,29.0,s573
111,end_round,2739.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-90.0,10.0,0.0,1.0,"89,71",0.0,2739.0,2739.0,,206580,0.0,stim,poldrack-single-stim,30.0,s573
113,draw_card,1311.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,10.0,1.0,2.0,"89,71",16.0,1311.0,1311.0,,210491,,stim,poldrack-single-stim,31.0,s573
114,end_round,1341.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-70.0,10.0,1.0,2.0,"89,71",16.0,1341.0,1341.0,,211833,1.0,stim,poldrack-single-stim,31.0,s573
116,end_round,1541.0,0.0,test,columbia_card_task_fmri,7.0,71.0,-100.0,12.0,0.0,1.0,"89,71",0.0,1541.0,1541.0,,215765,0.0,stim,poldrack-single-stim,32.0,s573
118,draw_card,1728.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,12.0,1.0,2.0,"89,71",14.0,1728.0,1728.0,,220090,,stim,poldrack-single-stim,33.0,s573
119,draw_card,3532.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,12.0,2.0,2.0,"89,71",28.0,3532.0,3532.0,,223624,,stim,poldrack-single-stim,33.0,s573
120,end_round,1702.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-80.0,12.0,2.0,2.0,"89,71",28.0,1702.0,1702.0,,225328,2.0,stim,poldrack-single-stim,33.0,s573
122,draw_card,1265.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,12.0,1.0,2.0,"89,71",15.0,1265.0,1265.0,,228919,,stim,poldrack-single-stim,34.0,s573
123,end_round,1849.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-75.0,12.0,1.0,2.0,"89,71",15.0,1849.0,1849.0,,230770,1.0,stim,poldrack-single-stim,34.0,s573
125,draw_card,1802.0,1.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,15.0,1.0,3.0,"89,71",-65.0,1802.0,1802.0,,234828,1.0,stim,poldrack-single-stim,35.0,s573
127,draw_card,3762.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,16.0,1.0,3.0,"89,71",14.0,3762.0,3762.0,,241053,,stim,poldrack-single-stim,36.0,s573
128,end_round,1357.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-70.0,16.0,1.0,3.0,"89,71",14.0,1357.0,1357.0,,242413,1.0,stim,poldrack-single-stim,36.0,s573
130,draw_card,1460.0,1.0,test,columbia_card_task_fmri,11.0,89.0,-30.0,16.0,1.0,5.0,"89,71",-30.0,1460.0,1460.0,,247153,1.0,stim,poldrack-single-stim,37.0,s573
132,draw_card,3958.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,15.0,1.0,2.0,"89,71",15.0,3958.0,3958.0,,253370,,stim,poldrack-single-stim,38.0,s573
133,draw_card,2230.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,15.0,2.0,2.0,"89,71",30.0,2230.0,2230.0,,255602,,stim,poldrack-single-stim,38.0,s573
134,end_round,1033.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-75.0,15.0,2.0,2.0,"89,71",30.0,1033.0,1033.0,,256638,2.0,stim,poldrack-single-stim,38.0,s573
136,draw_card,1370.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,15.0,1.0,2.0,"89,71",17.0,1370.0,1370.0,,260268,,stim,poldrack-single-stim,39.0,s573
137,end_round,1620.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-75.0,15.0,1.0,2.0,"89,71",17.0,1620.0,1620.0,,261892,1.0,stim,poldrack-single-stim,39.0,s573
139,draw_card,4001.0,0.0,test,columbia_card_task_fmri,2.0,89.0,-25.0,16.0,1.0,1.0,"89,71",2.0,4001.0,4001.0,,268217,,stim,poldrack-single-stim,40.0,s573
140,end_round,1574.0,0.0,test,columbia_card_task_fmri,2.0,71.0,-25.0,16.0,1.0,1.0,"89,71",2.0,1574.0,1574.0,,269794,1.0,stim,poldrack-single-stim,40.0,s573
142,end_round,3705.0,0.0,test,columbia_card_task_fmri,9.0,71.0,-95.0,16.0,0.0,1.0,"89,71",0.0,3705.0,3705.0,,276231,0.0,stim,poldrack-single-stim,41.0,s573
144,end_round,1364.0,0.0,test,columbia_card_task_fmri,11.0,71.0,-100.0,16.0,0.0,1.0,"89,71",0.0,1364.0,1364.0,,279990,0.0,stim,poldrack-single-stim,42.0,s573
146,draw_card,1512.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,1.0,2.0,"89,71",16.0,1512.0,1512.0,,283831,,stim,poldrack-single-stim,43.0,s573
147,end_round,1206.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-75.0,16.0,1.0,2.0,"89,71",16.0,1206.0,1206.0,,285040,1.0,stim,poldrack-single-stim,43.0,s573
149,draw_card,3835.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,1.0,2.0,"89,71",17.0,3835.0,3835.0,,291135,,stim,poldrack-single-stim,44.0,s573
150,end_round,1248.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-80.0,16.0,1.0,2.0,"89,71",17.0,1248.0,1248.0,,292386,1.0,stim,poldrack-single-stim,44.0,s573
152,-1.0,10000.0,,,columbia_card_task_fmri,,-1.0,,,,,none,,-1.0,10000.0,,304643,,rest_block,poldrack-single-stim,,s573
153,draw_card,1275.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,6.0,1.0,1.0,"89,71",13.0,1275.0,1275.0,,306926,,stim,poldrack-single-stim,45.0,s573
154,draw_card,1211.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,6.0,2.0,1.0,"89,71",26.0,1211.0,1211.0,,308139,,stim,poldrack-single-stim,45.0,s573
155,end_round,1006.0,0.0,test,columbia_card_task_fmri,13.0,71.0,-70.0,6.0,2.0,1.0,"89,71",26.0,1006.0,1006.0,,309148,2.0,stim,poldrack-single-stim,45.0,s573
157,draw_card,1032.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,6.0,1.0,1.0,"89,71",15.0,1032.0,1032.0,,312646,,stim,poldrack-single-stim,46.0,s573
158,end_round,934.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-80.0,6.0,1.0,1.0,"89,71",15.0,934.0,934.0,,313582,1.0,stim,poldrack-single-stim,46.0,s573
160,draw_card,1070.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,6.0,1.0,1.0,"89,71",16.0,1070.0,1070.0,,317111,,stim,poldrack-single-stim,47.0,s573
161,end_round,700.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-75.0,6.0,1.0,1.0,"89,71",16.0,700.0,700.0,,317813,1.0,stim,poldrack-single-stim,47.0,s573
163,draw_card,1382.0,0.0,test,columbia_card_task_fmri,21.0,89.0,-55.0,8.0,1.0,2.0,"89,71",21.0,1382.0,1382.0,,321727,,stim,poldrack-single-stim,48.0,s573
164,end_round,2339.0,0.0,test,columbia_card_task_fmri,21.0,71.0,-55.0,8.0,1.0,2.0,"89,71",21.0,2339.0,2339.0,,324070,1.0,stim,poldrack-single-stim,48.0,s573
166,draw_card,1289.0,0.0,test,columbia_card_task_fmri,26.0,89.0,-65.0,8.0,1.0,2.0,"89,71",26.0,1289.0,1289.0,,327753,,stim,poldrack-single-stim,49.0,s573
167,end_round,1305.0,0.0,test,columbia_card_task_fmri,26.0,71.0,-65.0,8.0,1.0,2.0,"89,71",26.0,1305.0,1305.0,,329062,1.0,stim,poldrack-single-stim,49.0,s573
169,draw_card,1400.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-60.0,9.0,1.0,2.0,"89,71",15.0,1400.0,1400.0,,332927,,stim,poldrack-single-stim,50.0,s573
170,end_round,962.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-60.0,9.0,1.0,2.0,"89,71",15.0,962.0,962.0,,333892,1.0,stim,poldrack-single-stim,50.0,s573
172,draw_card,1158.0,0.0,test,columbia_card_task_fmri,13.0,89.0,-90.0,10.0,1.0,1.0,"89,71",13.0,1158.0,1158.0,,337580,,stim,poldrack-single-stim,51.0,s573
173,end_round,1513.0,0.0,test,columbia_card_task_fmri,13.0,71.0,-90.0,10.0,1.0,1.0,"89,71",13.0,1513.0,1513.0,,339096,1.0,stim,poldrack-single-stim,51.0,s573
175,draw_card,1141.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-95.0,10.0,1.0,1.0,"89,71",15.0,1141.0,1141.0,,342768,,stim,poldrack-single-stim,52.0,s573
176,end_round,1663.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-95.0,10.0,1.0,1.0,"89,71",15.0,1663.0,1663.0,,344434,1.0,stim,poldrack-single-stim,52.0,s573
178,draw_card,1143.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-65.0,10.0,1.0,2.0,"89,71",16.0,1143.0,1143.0,,348179,,stim,poldrack-single-stim,53.0,s573
179,end_round,1413.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-65.0,10.0,1.0,2.0,"89,71",16.0,1413.0,1413.0,,349594,1.0,stim,poldrack-single-stim,53.0,s573
181,end_round,3928.0,0.0,test,columbia_card_task_fmri,7.0,71.0,-95.0,12.0,0.0,1.0,"89,71",0.0,3928.0,3928.0,,355987,0.0,stim,poldrack-single-stim,54.0,s573
183,draw_card,2811.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,12.0,1.0,2.0,"89,71",14.0,2811.0,2811.0,,361127,,stim,poldrack-single-stim,55.0,s573
184,draw_card,2834.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-75.0,12.0,2.0,2.0,"89,71",28.0,2834.0,2834.0,,363965,,stim,poldrack-single-stim,55.0,s573
185,end_round,1641.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-75.0,12.0,2.0,2.0,"89,71",28.0,1641.0,1641.0,,365609,2.0,stim,poldrack-single-stim,55.0,s573
187,draw_card,1650.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,12.0,1.0,2.0,"89,71",15.0,1650.0,1650.0,,369517,,stim,poldrack-single-stim,56.0,s573
188,draw_card,1842.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,12.0,2.0,2.0,"89,71",30.0,1842.0,1842.0,,371362,,stim,poldrack-single-stim,56.0,s573
189,end_round,890.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-70.0,12.0,2.0,2.0,"89,71",30.0,890.0,890.0,,372255,2.0,stim,poldrack-single-stim,56.0,s573
191,draw_card,1211.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,15.0,1.0,3.0,"89,71",16.0,1211.0,1211.0,,376133,,stim,poldrack-single-stim,57.0,s573
192,draw_card,2390.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,15.0,2.0,3.0,"89,71",32.0,2390.0,2390.0,,378527,,stim,poldrack-single-stim,57.0,s573
193,end_round,1083.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-70.0,15.0,2.0,3.0,"89,71",32.0,1083.0,1083.0,,379612,2.0,stim,poldrack-single-stim,57.0,s573
195,draw_card,1293.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,16.0,1.0,3.0,"89,71",14.0,1293.0,1293.0,,383377,,stim,poldrack-single-stim,58.0,s573
196,draw_card,2077.0,1.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,16.0,2.0,3.0,"89,71",-51.0,2077.0,2077.0,,385456,2.0,stim,poldrack-single-stim,58.0,s573
198,draw_card,2563.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,1.0,3.0,"89,71",16.0,2563.0,2563.0,,390416,,stim,poldrack-single-stim,59.0,s573
199,end_round,919.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-75.0,16.0,1.0,3.0,"89,71",16.0,919.0,919.0,,391339,1.0,stim,poldrack-single-stim,59.0,s573
201,draw_card,1914.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,15.0,1.0,2.0,"89,71",16.0,1914.0,1914.0,,395853,,stim,poldrack-single-stim,60.0,s573
202,end_round,1164.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-80.0,15.0,1.0,2.0,"89,71",16.0,1164.0,1164.0,,397019,1.0,stim,poldrack-single-stim,60.0,s573
204,draw_card,1769.0,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,15.0,1.0,2.0,"89,71",17.0,1769.0,1769.0,,401115,,stim,poldrack-single-stim,61.0,s573
205,end_round,938.0,0.0,test,columbia_card_task_fmri,17.0,71.0,-80.0,15.0,1.0,2.0,"89,71",17.0,938.0,938.0,,402055,1.0,stim,poldrack-single-stim,61.0,s573
207,draw_card,1524.0,0.0,test,columbia_card_task_fmri,1.0,89.0,-15.0,16.0,1.0,1.0,"89,71",1.0,1524.0,1524.0,,406176,,stim,poldrack-single-stim,62.0,s573
208,draw_card,1444.0,0.0,test,columbia_card_task_fmri,1.0,89.0,-15.0,16.0,2.0,1.0,"89,71",2.0,1444.0,1444.0,,407623,,stim,poldrack-single-stim,62.0,s573
209,draw_card,1481.0,0.0,test,columbia_card_task_fmri,1.0,89.0,-15.0,16.0,3.0,1.0,"89,71",3.0,1481.0,1481.0,,409108,,stim,poldrack-single-stim,62.0,s573
210,end_round,2573.0,0.0,test,columbia_card_task_fmri,1.0,71.0,-15.0,16.0,3.0,1.0,"89,71",3.0,2573.0,2573.0,,411684,3.0,stim,poldrack-single-stim,62.0,s573
212,draw_card,3796.0,0.0,test,columbia_card_task_fmri,10.0,89.0,-100.0,16.0,1.0,1.0,"89,71",10.0,3796.0,3796.0,,417874,,stim,poldrack-single-stim,63.0,s573
213,end_round,1265.0,0.0,test,columbia_card_task_fmri,10.0,71.0,-100.0,16.0,1.0,1.0,"89,71",10.0,1265.0,1265.0,,419143,1.0,stim,poldrack-single-stim,63.0,s573
215,draw_card,2221.0,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,16.0,1.0,2.0,"89,71",15.0,2221.0,2221.0,,423691,,stim,poldrack-single-stim,64.0,s573
216,end_round,760.0,0.0,test,columbia_card_task_fmri,15.0,71.0,-75.0,16.0,1.0,2.0,"89,71",15.0,760.0,760.0,,424453,1.0,stim,poldrack-single-stim,64.0,s573
218,draw_card,1881.0,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,16.0,1.0,2.0,"89,71",16.0,1881.0,1881.0,,428663,,stim,poldrack-single-stim,65.0,s573
219,end_round,1163.0,0.0,test,columbia_card_task_fmri,16.0,71.0,-80.0,16.0,1.0,2.0,"89,71",16.0,1163.0,1163.0,,429829,1.0,stim,poldrack-single-stim,65.0,s573
221,draw_card,2791.0,0.0,test,columbia_card_task_fmri,4.0,89.0,-5.0,16.0,1.0,5.0,"89,71",4.0,2791.0,2791.0,,434949,,stim,poldrack-single-stim,66.0,s573
222,end_round,1197.0,0.0,test,columbia_card_task_fmri,4.0,71.0,-5.0,16.0,1.0,5.0,"89,71",4.0,1197.0,1197.0,,436149,1.0,stim,poldrack-single-stim,66.0,s573
224,draw_card,1958.0,0.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,6.0,1.0,1.0,"89,71",14.0,1958.0,1958.0,,440500,,stim,poldrack-single-stim,67.0,s573
225,end_round,697.0,0.0,test,columbia_card_task_fmri,14.0,71.0,-80.0,6.0,1.0,1.0,"89,71",14.0,697.0,697.0,,441201,1.0,stim,poldrack-single-stim,67.0,s573
