,action,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,text,time_elapsed,total_cards,trial_id,trial_type,which_round,worker_id
62,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,12.0,1.0,2.0,"89,71",15.0,428.0,,47675,,stim,poldrack-single-stim,12.0,s172
63,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,12.0,2.0,2.0,"89,71",30.0,910.0,,48586,,stim,poldrack-single-stim,12.0,s172
64,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-80.0,12.0,2.0,2.0,"89,71",30.0,565.0,,49152,2.0,stim,poldrack-single-stim,12.0,s172
66,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,15.0,1.0,3.0,"89,71",14.0,393.0,,51936,,stim,poldrack-single-stim,13.0,s172
67,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,15.0,2.0,3.0,"89,71",28.0,716.0,,52654,,stim,poldrack-single-stim,13.0,s172
68,end_round,0.0,test,columbia_card_task_fmri,14.0,71.0,-65.0,15.0,2.0,3.0,"89,71",28.0,1620.0,,54275,2.0,stim,poldrack-single-stim,13.0,s172
70,draw_card,0.0,test,columbia_card_task_fmri,1.0,89.0,-45.0,16.0,1.0,1.0,"89,71",1.0,459.0,,57464,,stim,poldrack-single-stim,14.0,s172
71,draw_card,0.0,test,columbia_card_task_fmri,1.0,89.0,-45.0,16.0,2.0,1.0,"89,71",2.0,502.0,,57969,,stim,poldrack-single-stim,14.0,s172
72,draw_card,0.0,test,columbia_card_task_fmri,1.0,89.0,-45.0,16.0,3.0,1.0,"89,71",3.0,829.0,,58800,,stim,poldrack-single-stim,14.0,s172
73,end_round,0.0,test,columbia_card_task_fmri,1.0,71.0,-45.0,16.0,3.0,1.0,"89,71",3.0,806.0,,59608,3.0,stim,poldrack-single-stim,14.0,s172
75,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,1.0,3.0,"89,71",15.0,417.0,,62484,,stim,poldrack-single-stim,15.0,s172
76,draw_card,1.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,2.0,3.0,"89,71",-55.0,845.0,,63330,2.0,stim,poldrack-single-stim,15.0,s172
78,draw_card,1.0,test,columbia_card_task_fmri,30.0,89.0,-50.0,10.0,1.0,3.0,"89,71",-50.0,533.0,,66187,1.0,stim,poldrack-single-stim,16.0,s172
80,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,1.0,2.0,"89,71",17.0,493.0,,69003,,stim,poldrack-single-stim,17.0,s172
81,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,2.0,2.0,"89,71",34.0,1072.0,,70078,,stim,poldrack-single-stim,17.0,s172
82,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,3.0,2.0,"89,71",51.0,950.0,,71030,,stim,poldrack-single-stim,17.0,s172
83,end_round,0.0,test,columbia_card_task_fmri,17.0,71.0,-70.0,15.0,3.0,2.0,"89,71",51.0,625.0,,71658,3.0,stim,poldrack-single-stim,17.0,s172
85,draw_card,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,16.0,1.0,1.0,"89,71",7.0,1049.0,,75302,,stim,poldrack-single-stim,18.0,s172
86,draw_card,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,16.0,2.0,1.0,"89,71",14.0,542.0,,75846,,stim,poldrack-single-stim,18.0,s172
87,draw_card,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,16.0,3.0,1.0,"89,71",21.0,674.0,,76522,,stim,poldrack-single-stim,18.0,s172
88,end_round,0.0,test,columbia_card_task_fmri,7.0,71.0,-95.0,16.0,3.0,1.0,"89,71",21.0,1046.0,,77570,3.0,stim,poldrack-single-stim,18.0,s172
90,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,1.0,1.0,"89,71",9.0,1113.0,,81416,,stim,poldrack-single-stim,19.0,s172
91,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,2.0,1.0,"89,71",18.0,629.0,,82046,,stim,poldrack-single-stim,19.0,s172
92,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,3.0,1.0,"89,71",27.0,1079.0,,83128,,stim,poldrack-single-stim,19.0,s172
93,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,4.0,1.0,"89,71",36.0,1248.0,,84377,,stim,poldrack-single-stim,19.0,s172
94,end_round,0.0,test,columbia_card_task_fmri,9.0,71.0,-100.0,16.0,4.0,1.0,"89,71",36.0,596.0,,84975,4.0,stim,poldrack-single-stim,19.0,s172
96,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,16.0,1.0,2.0,"89,71",15.0,459.0,,87961,,stim,poldrack-single-stim,20.0,s172
97,draw_card,1.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,16.0,2.0,2.0,"89,71",-65.0,761.0,,88723,2.0,stim,poldrack-single-stim,20.0,s172
99,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,1.0,2.0,"89,71",16.0,689.0,,92553,,stim,poldrack-single-stim,21.0,s172
100,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,2.0,2.0,"89,71",32.0,574.0,,93129,,stim,poldrack-single-stim,21.0,s172
101,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-70.0,16.0,2.0,2.0,"89,71",32.0,842.0,,93974,2.0,stim,poldrack-single-stim,21.0,s172
103,draw_card,1.0,test,columbia_card_task_fmri,30.0,89.0,-45.0,16.0,1.0,5.0,"89,71",-45.0,1293.0,,97660,1.0,stim,poldrack-single-stim,22.0,s172
105,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,6.0,1.0,1.0,"89,71",13.0,610.0,,100663,,stim,poldrack-single-stim,23.0,s172
106,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,6.0,2.0,1.0,"89,71",26.0,969.0,,101633,,stim,poldrack-single-stim,23.0,s172
107,end_round,0.0,test,columbia_card_task_fmri,13.0,71.0,-75.0,6.0,2.0,1.0,"89,71",26.0,587.0,,102223,2.0,stim,poldrack-single-stim,23.0,s172
109,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,6.0,1.0,1.0,"89,71",14.0,548.0,,105094,,stim,poldrack-single-stim,24.0,s172
110,end_round,0.0,test,columbia_card_task_fmri,14.0,71.0,-70.0,6.0,1.0,1.0,"89,71",14.0,758.0,,105854,1.0,stim,poldrack-single-stim,24.0,s172
112,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,6.0,1.0,1.0,"89,71",16.0,688.0,,108866,,stim,poldrack-single-stim,25.0,s172
113,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,6.0,2.0,1.0,"89,71",32.0,559.0,,109427,,stim,poldrack-single-stim,25.0,s172
114,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-80.0,6.0,2.0,1.0,"89,71",32.0,505.0,,109934,2.0,stim,poldrack-single-stim,25.0,s172
116,draw_card,1.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,6.0,1.0,1.0,"89,71",-70.0,1056.0,,113859,1.0,stim,poldrack-single-stim,26.0,s172
118,draw_card,0.0,test,columbia_card_task_fmri,25.0,89.0,-65.0,8.0,1.0,2.0,"89,71",25.0,924.0,,117514,,stim,poldrack-single-stim,27.0,s172
119,end_round,0.0,test,columbia_card_task_fmri,25.0,71.0,-65.0,8.0,1.0,2.0,"89,71",25.0,859.0,,118377,1.0,stim,poldrack-single-stim,27.0,s172
121,draw_card,1.0,test,columbia_card_task_fmri,30.0,89.0,-80.0,8.0,1.0,2.0,"89,71",-80.0,591.0,,121224,1.0,stim,poldrack-single-stim,28.0,s172
123,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-95.0,10.0,1.0,1.0,"89,71",13.0,471.0,,124017,,stim,poldrack-single-stim,29.0,s172
124,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-95.0,10.0,2.0,1.0,"89,71",26.0,528.0,,124548,,stim,poldrack-single-stim,29.0,s172
125,end_round,0.0,test,columbia_card_task_fmri,13.0,71.0,-95.0,10.0,2.0,1.0,"89,71",26.0,659.0,,125210,2.0,stim,poldrack-single-stim,29.0,s172
127,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,1.0,1.0,"89,71",14.0,1049.0,,128719,,stim,poldrack-single-stim,30.0,s172
128,draw_card,1.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,2.0,1.0,"89,71",-76.0,944.0,,129666,2.0,stim,poldrack-single-stim,30.0,s172
130,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,10.0,1.0,2.0,"89,71",16.0,402.0,,132596,,stim,poldrack-single-stim,31.0,s172
131,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,10.0,2.0,2.0,"89,71",32.0,1556.0,,134156,,stim,poldrack-single-stim,31.0,s172
132,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-70.0,10.0,2.0,2.0,"89,71",32.0,440.0,,134600,2.0,stim,poldrack-single-stim,31.0,s172
134,draw_card,1.0,test,columbia_card_task_fmri,7.0,89.0,-100.0,12.0,1.0,1.0,"89,71",-100.0,1142.0,,138065,1.0,stim,poldrack-single-stim,32.0,s172
136,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,12.0,1.0,2.0,"89,71",14.0,967.0,,141559,,stim,poldrack-single-stim,33.0,s172
137,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,12.0,2.0,2.0,"89,71",28.0,1024.0,,142586,,stim,poldrack-single-stim,33.0,s172
138,end_round,0.0,test,columbia_card_task_fmri,14.0,71.0,-80.0,12.0,2.0,2.0,"89,71",28.0,488.0,,143076,2.0,stim,poldrack-single-stim,33.0,s172
140,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,12.0,1.0,2.0,"89,71",15.0,954.0,,147034,,stim,poldrack-single-stim,34.0,s172
141,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,12.0,2.0,2.0,"89,71",30.0,952.0,,147988,,stim,poldrack-single-stim,34.0,s172
142,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-75.0,12.0,2.0,2.0,"89,71",30.0,538.0,,148529,2.0,stim,poldrack-single-stim,34.0,s172
144,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,15.0,1.0,3.0,"89,71",15.0,856.0,,151710,,stim,poldrack-single-stim,35.0,s172
145,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,15.0,2.0,3.0,"89,71",30.0,704.0,,152416,,stim,poldrack-single-stim,35.0,s172
146,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-65.0,15.0,2.0,3.0,"89,71",30.0,1280.0,,153700,2.0,stim,poldrack-single-stim,35.0,s172
148,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,16.0,1.0,3.0,"89,71",14.0,839.0,,156796,,stim,poldrack-single-stim,36.0,s172
149,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,16.0,2.0,3.0,"89,71",28.0,520.0,,157319,,stim,poldrack-single-stim,36.0,s172
150,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,16.0,3.0,3.0,"89,71",42.0,623.0,,157945,,stim,poldrack-single-stim,36.0,s172
151,end_round,0.0,test,columbia_card_task_fmri,14.0,71.0,-70.0,16.0,3.0,3.0,"89,71",42.0,581.0,,158529,3.0,stim,poldrack-single-stim,36.0,s172
153,draw_card,0.0,test,columbia_card_task_fmri,11.0,89.0,-30.0,16.0,1.0,5.0,"89,71",11.0,660.0,,161650,,stim,poldrack-single-stim,37.0,s172
154,draw_card,0.0,test,columbia_card_task_fmri,11.0,89.0,-30.0,16.0,2.0,5.0,"89,71",22.0,1117.0,,162771,,stim,poldrack-single-stim,37.0,s172
155,end_round,0.0,test,columbia_card_task_fmri,11.0,71.0,-30.0,16.0,2.0,5.0,"89,71",22.0,505.0,,163280,2.0,stim,poldrack-single-stim,37.0,s172
157,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,15.0,1.0,2.0,"89,71",15.0,486.0,,166090,,stim,poldrack-single-stim,38.0,s172
158,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,15.0,2.0,2.0,"89,71",30.0,483.0,,166575,,stim,poldrack-single-stim,38.0,s172
159,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,15.0,3.0,2.0,"89,71",45.0,578.0,,167156,,stim,poldrack-single-stim,38.0,s172
160,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-75.0,15.0,3.0,2.0,"89,71",45.0,858.0,,168016,3.0,stim,poldrack-single-stim,38.0,s172
162,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,15.0,1.0,2.0,"89,71",17.0,954.0,,171295,,stim,poldrack-single-stim,39.0,s172
163,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,15.0,2.0,2.0,"89,71",34.0,389.0,,171687,,stim,poldrack-single-stim,39.0,s172
164,draw_card,1.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,15.0,3.0,2.0,"89,71",-41.0,443.0,,172133,3.0,stim,poldrack-single-stim,39.0,s172
166,draw_card,0.0,test,columbia_card_task_fmri,2.0,89.0,-25.0,16.0,1.0,1.0,"89,71",2.0,686.0,,175416,,stim,poldrack-single-stim,40.0,s172
167,draw_card,0.0,test,columbia_card_task_fmri,2.0,89.0,-25.0,16.0,2.0,1.0,"89,71",4.0,352.0,,175771,,stim,poldrack-single-stim,40.0,s172
168,draw_card,0.0,test,columbia_card_task_fmri,2.0,89.0,-25.0,16.0,3.0,1.0,"89,71",6.0,466.0,,176240,,stim,poldrack-single-stim,40.0,s172
169,draw_card,0.0,test,columbia_card_task_fmri,2.0,89.0,-25.0,16.0,4.0,1.0,"89,71",8.0,914.0,,177157,,stim,poldrack-single-stim,40.0,s172
170,end_round,0.0,test,columbia_card_task_fmri,2.0,71.0,-25.0,16.0,4.0,1.0,"89,71",8.0,472.0,,177632,4.0,stim,poldrack-single-stim,40.0,s172
172,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,1.0,1.0,"89,71",9.0,528.0,,180418,,stim,poldrack-single-stim,41.0,s172
173,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,2.0,1.0,"89,71",18.0,436.0,,180857,,stim,poldrack-single-stim,41.0,s172
174,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,3.0,1.0,"89,71",27.0,434.0,,181295,,stim,poldrack-single-stim,41.0,s172
175,end_round,0.0,test,columbia_card_task_fmri,9.0,71.0,-95.0,16.0,3.0,1.0,"89,71",27.0,714.0,,182011,3.0,stim,poldrack-single-stim,41.0,s172
177,draw_card,0.0,test,columbia_card_task_fmri,11.0,89.0,-100.0,16.0,1.0,1.0,"89,71",11.0,750.0,,185019,,stim,poldrack-single-stim,42.0,s172
178,draw_card,0.0,test,columbia_card_task_fmri,11.0,89.0,-100.0,16.0,2.0,1.0,"89,71",22.0,699.0,,185721,,stim,poldrack-single-stim,42.0,s172
179,draw_card,0.0,test,columbia_card_task_fmri,11.0,89.0,-100.0,16.0,3.0,1.0,"89,71",33.0,474.0,,186198,,stim,poldrack-single-stim,42.0,s172
180,draw_card,0.0,test,columbia_card_task_fmri,11.0,89.0,-100.0,16.0,4.0,1.0,"89,71",44.0,600.0,,186801,,stim,poldrack-single-stim,42.0,s172
181,end_round,0.0,test,columbia_card_task_fmri,11.0,71.0,-100.0,16.0,4.0,1.0,"89,71",44.0,660.0,,187464,4.0,stim,poldrack-single-stim,42.0,s172
183,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,1.0,2.0,"89,71",16.0,896.0,,190890,,stim,poldrack-single-stim,43.0,s172
184,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,2.0,2.0,"89,71",32.0,394.0,,191288,,stim,poldrack-single-stim,43.0,s172
185,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,3.0,2.0,"89,71",48.0,627.0,,191918,,stim,poldrack-single-stim,43.0,s172
186,draw_card,1.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,4.0,2.0,"89,71",-27.0,559.0,,192480,4.0,stim,poldrack-single-stim,43.0,s172
188,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,1.0,2.0,"89,71",17.0,844.0,,195786,,stim,poldrack-single-stim,44.0,s172
189,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,2.0,2.0,"89,71",34.0,336.0,,196125,,stim,poldrack-single-stim,44.0,s172
190,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,3.0,2.0,"89,71",51.0,553.0,,196681,,stim,poldrack-single-stim,44.0,s172
191,end_round,0.0,test,columbia_card_task_fmri,17.0,71.0,-80.0,16.0,3.0,2.0,"89,71",51.0,418.0,,197103,3.0,stim,poldrack-single-stim,44.0,s172
193,-1.0,,,columbia_card_task_fmri,,-1.0,,,,,none,,-1.0,,209360,,rest_block,poldrack-single-stim,,s172
194,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,6.0,1.0,1.0,"89,71",13.0,680.0,,211044,,stim,poldrack-single-stim,45.0,s172
195,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,6.0,2.0,1.0,"89,71",26.0,510.0,,211558,,stim,poldrack-single-stim,45.0,s172
196,end_round,0.0,test,columbia_card_task_fmri,13.0,71.0,-70.0,6.0,2.0,1.0,"89,71",26.0,414.0,,211975,2.0,stim,poldrack-single-stim,45.0,s172
198,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,6.0,1.0,1.0,"89,71",15.0,445.0,,214881,,stim,poldrack-single-stim,46.0,s172
199,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,6.0,2.0,1.0,"89,71",30.0,359.0,,215243,,stim,poldrack-single-stim,46.0,s172
200,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-80.0,6.0,2.0,1.0,"89,71",30.0,436.0,,215683,2.0,stim,poldrack-single-stim,46.0,s172
202,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,6.0,1.0,1.0,"89,71",16.0,460.0,,218606,,stim,poldrack-single-stim,47.0,s172
203,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-75.0,6.0,1.0,1.0,"89,71",16.0,558.0,,219167,1.0,stim,poldrack-single-stim,47.0,s172
205,draw_card,0.0,test,columbia_card_task_fmri,21.0,89.0,-55.0,8.0,1.0,2.0,"89,71",21.0,580.0,,222277,,stim,poldrack-single-stim,48.0,s172
206,draw_card,0.0,test,columbia_card_task_fmri,21.0,89.0,-55.0,8.0,2.0,2.0,"89,71",42.0,480.0,,222761,,stim,poldrack-single-stim,48.0,s172
207,end_round,0.0,test,columbia_card_task_fmri,21.0,71.0,-55.0,8.0,2.0,2.0,"89,71",42.0,460.0,,223225,2.0,stim,poldrack-single-stim,48.0,s172
209,draw_card,0.0,test,columbia_card_task_fmri,26.0,89.0,-65.0,8.0,1.0,2.0,"89,71",26.0,810.0,,226497,,stim,poldrack-single-stim,49.0,s172
210,draw_card,1.0,test,columbia_card_task_fmri,26.0,89.0,-65.0,8.0,2.0,2.0,"89,71",-39.0,384.0,,226885,2.0,stim,poldrack-single-stim,49.0,s172
212,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-60.0,9.0,1.0,2.0,"89,71",15.0,589.0,,230140,,stim,poldrack-single-stim,50.0,s172
213,draw_card,1.0,test,columbia_card_task_fmri,15.0,89.0,-60.0,9.0,2.0,2.0,"89,71",-45.0,343.0,,230487,2.0,stim,poldrack-single-stim,50.0,s172
215,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-90.0,10.0,1.0,1.0,"89,71",13.0,539.0,,233419,,stim,poldrack-single-stim,51.0,s172
216,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-90.0,10.0,2.0,1.0,"89,71",26.0,389.0,,233811,,stim,poldrack-single-stim,51.0,s172
217,end_round,0.0,test,columbia_card_task_fmri,13.0,71.0,-90.0,10.0,2.0,1.0,"89,71",26.0,472.0,,234287,2.0,stim,poldrack-single-stim,51.0,s172
219,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-95.0,10.0,1.0,1.0,"89,71",15.0,488.0,,237305,,stim,poldrack-single-stim,52.0,s172
220,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-95.0,10.0,2.0,1.0,"89,71",30.0,378.0,,237686,,stim,poldrack-single-stim,52.0,s172
221,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-95.0,10.0,3.0,1.0,"89,71",45.0,922.0,,238611,,stim,poldrack-single-stim,52.0,s172
222,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-95.0,10.0,3.0,1.0,"89,71",45.0,455.0,,239069,3.0,stim,poldrack-single-stim,52.0,s172
224,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-65.0,10.0,1.0,2.0,"89,71",16.0,540.0,,242208,,stim,poldrack-single-stim,53.0,s172
225,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-65.0,10.0,2.0,2.0,"89,71",32.0,371.0,,242583,,stim,poldrack-single-stim,53.0,s172
226,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-65.0,10.0,2.0,2.0,"89,71",32.0,455.0,,243042,2.0,stim,poldrack-single-stim,53.0,s172
228,draw_card,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,12.0,1.0,1.0,"89,71",7.0,432.0,,245867,,stim,poldrack-single-stim,54.0,s172
229,draw_card,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,12.0,2.0,1.0,"89,71",14.0,328.0,,246199,,stim,poldrack-single-stim,54.0,s172
230,draw_card,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,12.0,3.0,1.0,"89,71",21.0,397.0,,246600,,stim,poldrack-single-stim,54.0,s172
