,CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
152,100.0,2000.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",1199.0,orange,1000.0,4.0,magnitude,stay,,47447,stim,15.0,poldrack-single-stim,s574
155,900.0,2272.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",401.0,#1F45FC,1000.0,9.0,color,switch,,50622,stim,16.0,poldrack-single-stim,s574
158,100.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",911.0,#1F45FC,1000.0,8.0,magnitude,switch,,52732,stim,17.0,poldrack-single-stim,s574
161,100.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",1204.0,orange,1000.0,9.0,color,switch,,54841,stim,18.0,poldrack-single-stim,s574
164,900.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",450.0,#1F45FC,1000.0,6.0,magnitude,switch,,57751,stim,19.0,poldrack-single-stim,s574
167,900.0,2680.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",476.0,#1F45FC,1000.0,8.0,magnitude,stay,,61341,stim,20.0,poldrack-single-stim,s574
170,900.0,2000.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",999.0,orange,1000.0,4.0,magnitude,stay,,64248,stim,21.0,poldrack-single-stim,s574
173,900.0,2136.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",801.0,orange,1000.0,2.0,color,switch,,67293,stim,22.0,poldrack-single-stim,s574
176,900.0,2408.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",1137.0,#1F45FC,1000.0,7.0,color,stay,,70607,stim,23.0,poldrack-single-stim,s574
179,900.0,2136.0,False,71.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",741.0,orange,1000.0,6.0,color,stay,,73651,stim,24.0,poldrack-single-stim,s574
182,900.0,2000.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",454.0,orange,1000.0,4.0,color,stay,,76557,stim,25.0,poldrack-single-stim,s574
185,100.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",1085.0,#1F45FC,1000.0,3.0,magnitude,switch,,78664,stim,26.0,poldrack-single-stim,s574
188,900.0,2544.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",692.0,#1F45FC,1000.0,6.0,color,switch,,82115,stim,27.0,poldrack-single-stim,s574
191,100.0,2136.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",622.0,#1F45FC,1000.0,9.0,color,stay,,84355,stim,28.0,poldrack-single-stim,s574
194,100.0,2544.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",592.0,#1F45FC,1000.0,2.0,color,stay,,87006,stim,29.0,poldrack-single-stim,s574
197,900.0,2680.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",508.0,#1F45FC,1000.0,9.0,magnitude,switch,,90590,stim,30.0,poldrack-single-stim,s574
200,100.0,2000.0,True,89.0,High-Low,switch,test,twobytwo,,89.0,"89,71",1343.0,#1F45FC,1000.0,6.0,magnitude,stay,,92697,stim,31.0,poldrack-single-stim,s574
203,100.0,2272.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",954.0,#1F45FC,1000.0,1.0,color,switch,,95074,stim,32.0,poldrack-single-stim,s574
206,900.0,3088.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",423.0,#1F45FC,1000.0,7.0,magnitude,switch,,99070,stim,33.0,poldrack-single-stim,s574
209,100.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",659.0,orange,1000.0,1.0,color,switch,,101182,stim,34.0,poldrack-single-stim,s574
212,100.0,2136.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",1127.0,#1F45FC,1000.0,8.0,color,stay,,103428,stim,35.0,poldrack-single-stim,s574
215,900.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",604.0,#1F45FC,1000.0,6.0,magnitude,switch,,106468,stim,36.0,poldrack-single-stim,s574
218,900.0,2000.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",914.0,#1F45FC,1000.0,1.0,magnitude,stay,,109375,stim,37.0,poldrack-single-stim,s574
221,900.0,2272.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",959.0,orange,1000.0,6.0,magnitude,stay,,112553,stim,38.0,poldrack-single-stim,s574
224,900.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",391.0,orange,1000.0,1.0,color,switch,,115460,stim,39.0,poldrack-single-stim,s574
227,900.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",645.0,orange,1000.0,8.0,magnitude,switch,,118500,stim,40.0,poldrack-single-stim,s574
230,100.0,2136.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",759.0,orange,1000.0,9.0,color,switch,,120743,stim,41.0,poldrack-single-stim,s574
233,900.0,2544.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",854.0,#1F45FC,1000.0,8.0,color,stay,,124196,stim,42.0,poldrack-single-stim,s574
236,100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",777.0,#1F45FC,1000.0,7.0,magnitude,switch,,126303,stim,43.0,poldrack-single-stim,s574
239,100.0,2136.0,False,89.0,High-Low,stay,test,twobytwo,,71.0,"89,71",1048.0,orange,1000.0,8.0,magnitude,stay,,128546,stim,44.0,poldrack-single-stim,s574
242,900.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",512.0,#1F45FC,1000.0,3.0,color,switch,,131589,stim,45.0,poldrack-single-stim,s574
245,100.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",991.0,#1F45FC,1000.0,6.0,magnitude,switch,,133834,stim,46.0,poldrack-single-stim,s574
248,100.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",806.0,#1F45FC,1000.0,8.0,color,switch,,135941,stim,47.0,poldrack-single-stim,s574
251,100.0,2136.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",1062.0,orange,1000.0,3.0,magnitude,switch,,138186,stim,48.0,poldrack-single-stim,s574
254,900.0,2000.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",724.0,orange,1000.0,3.0,magnitude,stay,,141093,stim,49.0,poldrack-single-stim,s574
257,900.0,2136.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",540.0,#1F45FC,1000.0,1.0,magnitude,stay,,144133,stim,50.0,poldrack-single-stim,s574
260,900.0,2816.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",494.0,#1F45FC,1000.0,2.0,color,switch,,147856,stim,51.0,poldrack-single-stim,s574
263,100.0,2136.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",893.0,orange,1000.0,6.0,color,stay,,150096,stim,52.0,poldrack-single-stim,s574
266,900.0,2000.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",446.0,orange,1000.0,1.0,color,stay,,153001,stim,53.0,poldrack-single-stim,s574
269,100.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",1148.0,orange,1000.0,2.0,magnitude,switch,,155110,stim,54.0,poldrack-single-stim,s574
272,100.0,2272.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",812.0,#1F45FC,1000.0,4.0,magnitude,stay,,157489,stim,55.0,poldrack-single-stim,s574
275,100.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",1135.0,#1F45FC,1000.0,4.0,color,switch,,159593,stim,56.0,poldrack-single-stim,s574
278,100.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",1005.0,#1F45FC,1000.0,6.0,magnitude,switch,,161702,stim,57.0,poldrack-single-stim,s574
281,100.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",980.0,#1F45FC,1000.0,8.0,color,switch,,163809,stim,58.0,poldrack-single-stim,s574
284,900.0,2408.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",525.0,orange,1000.0,1.0,magnitude,switch,,167126,stim,59.0,poldrack-single-stim,s574
287,100.0,2272.0,False,71.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",492.0,#1F45FC,1000.0,2.0,magnitude,stay,,169505,stim,60.0,poldrack-single-stim,s574
290,900.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",417.0,orange,1000.0,8.0,color,switch,,172545,stim,61.0,poldrack-single-stim,s574
293,900.0,2000.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",747.0,#1F45FC,1000.0,2.0,color,stay,,175450,stim,62.0,poldrack-single-stim,s574
296,900.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",581.0,orange,1000.0,6.0,magnitude,switch,,178359,stim,63.0,poldrack-single-stim,s574
299,100.0,2136.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",995.0,orange,1000.0,3.0,color,switch,,180604,stim,64.0,poldrack-single-stim,s574
302,900.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",825.0,orange,1000.0,4.0,magnitude,switch,,183511,stim,65.0,poldrack-single-stim,s574
305,900.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",408.0,#1F45FC,1000.0,8.0,color,switch,,186551,stim,66.0,poldrack-single-stim,s574
308,900.0,2408.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",822.0,orange,1000.0,9.0,color,stay,,189863,stim,67.0,poldrack-single-stim,s574
311,900.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",542.0,orange,1000.0,9.0,magnitude,switch,,192903,stim,68.0,poldrack-single-stim,s574
314,900.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1030.0,orange,1000.0,6.0,color,switch,,195810,stim,69.0,poldrack-single-stim,s574
317,900.0,2136.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",815.0,#1F45FC,1000.0,4.0,magnitude,switch,,198850,stim,70.0,poldrack-single-stim,s574
320,100.0,2272.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",1166.0,orange,1000.0,9.0,magnitude,stay,,201225,stim,71.0,poldrack-single-stim,s574
323,900.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",936.0,#1F45FC,1000.0,9.0,color,switch,,204131,stim,72.0,poldrack-single-stim,s574
326,100.0,2408.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",675.0,orange,1000.0,6.0,magnitude,switch,,206648,stim,73.0,poldrack-single-stim,s574
329,900.0,2000.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",504.0,#1F45FC,1000.0,7.0,magnitude,stay,,209555,stim,74.0,poldrack-single-stim,s574
332,900.0,2136.0,False,89.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",582.0,#1F45FC,1000.0,3.0,color,switch,,212600,stim,75.0,poldrack-single-stim,s574
335,900.0,2408.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",622.0,orange,1000.0,1.0,magnitude,switch,,215912,stim,76.0,poldrack-single-stim,s574
338,900.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",586.0,#1F45FC,1000.0,1.0,color,switch,,218952,stim,77.0,poldrack-single-stim,s574
341,900.0,2408.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",608.0,orange,1000.0,1.0,magnitude,switch,,222265,stim,78.0,poldrack-single-stim,s574
344,900.0,2136.0,False,89.0,Color,,test,twobytwo,,71.0,"89,71",586.0,#1F45FC,1000.0,4.0,color,switch,,225305,stim,79.0,poldrack-single-stim,s574
345,,10000.0,,,,,,twobytwo,,-1.0,none,-1.0,,10000.0,,,,,235307,rest_block,,poldrack-single-stim,s574
350,900.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",895.0,orange,1000.0,4.0,color,switch,,241732,stim,0.0,poldrack-single-stim,s574
353,100.0,2272.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",877.0,orange,1000.0,9.0,color,stay,,244111,stim,1.0,poldrack-single-stim,s574
356,100.0,2000.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",1009.0,orange,1000.0,2.0,color,stay,,246223,stim,2.0,poldrack-single-stim,s574
359,900.0,2272.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",660.0,#1F45FC,1000.0,8.0,color,stay,,249407,stim,3.0,poldrack-single-stim,s574
362,900.0,2272.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",638.0,#1F45FC,1000.0,3.0,color,stay,,252586,stim,4.0,poldrack-single-stim,s574
365,900.0,2952.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",721.0,orange,1000.0,7.0,magnitude,switch,,256442,stim,5.0,poldrack-single-stim,s574
368,900.0,2680.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",568.0,orange,1000.0,6.0,magnitude,stay,,260026,stim,6.0,poldrack-single-stim,s574
371,100.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1118.0,orange,1000.0,9.0,color,switch,,262272,stim,7.0,poldrack-single-stim,s574
374,900.0,2272.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",469.0,#1F45FC,1000.0,3.0,color,stay,,265450,stim,8.0,poldrack-single-stim,s574
377,100.0,2272.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",747.0,orange,1000.0,6.0,color,stay,,267829,stim,9.0,poldrack-single-stim,s574
380,900.0,2136.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",537.0,#1F45FC,1000.0,1.0,color,stay,,270868,stim,10.0,poldrack-single-stim,s574
383,100.0,2408.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",1237.0,#1F45FC,1000.0,2.0,magnitude,switch,,273381,stim,11.0,poldrack-single-stim,s574
386,100.0,2136.0,False,71.0,Color,,test,twobytwo,,89.0,"89,71",820.0,orange,1000.0,9.0,color,switch,,275621,stim,12.0,poldrack-single-stim,s574
389,900.0,2136.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",785.0,orange,1000.0,6.0,color,stay,,278661,stim,13.0,poldrack-single-stim,s574
392,100.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",994.0,orange,1000.0,7.0,magnitude,switch,,280768,stim,14.0,poldrack-single-stim,s574
395,100.0,2000.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",1146.0,orange,1000.0,4.0,magnitude,stay,,282875,stim,15.0,poldrack-single-stim,s574
398,900.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",458.0,#1F45FC,1000.0,9.0,color,switch,,285787,stim,16.0,poldrack-single-stim,s574
401,100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",813.0,#1F45FC,1000.0,8.0,magnitude,switch,,287898,stim,17.0,poldrack-single-stim,s574
404,100.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",809.0,orange,1000.0,9.0,color,switch,,290006,stim,18.0,poldrack-single-stim,s574
407,900.0,2272.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",520.0,#1F45FC,1000.0,6.0,magnitude,switch,,293185,stim,19.0,poldrack-single-stim,s574
410,900.0,2408.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",446.0,#1F45FC,1000.0,8.0,magnitude,stay,,296497,stim,20.0,poldrack-single-stim,s574
413,900.0,2000.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",451.0,orange,1000.0,4.0,magnitude,stay,,299404,stim,21.0,poldrack-single-stim,s574
416,900.0,2136.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",491.0,orange,1000.0,2.0,color,switch,,302445,stim,22.0,poldrack-single-stim,s574
419,900.0,2000.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",513.0,#1F45FC,1000.0,7.0,color,stay,,305354,stim,23.0,poldrack-single-stim,s574
422,900.0,2136.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",390.0,orange,1000.0,6.0,color,stay,,308396,stim,24.0,poldrack-single-stim,s574
425,900.0,2544.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",491.0,orange,1000.0,4.0,color,stay,,311847,stim,25.0,poldrack-single-stim,s574
428,100.0,2680.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",800.0,#1F45FC,1000.0,3.0,magnitude,switch,,314631,stim,26.0,poldrack-single-stim,s574
431,900.0,3088.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",502.0,#1F45FC,1000.0,6.0,color,switch,,318626,stim,27.0,poldrack-single-stim,s574
434,100.0,2136.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",533.0,#1F45FC,1000.0,9.0,color,stay,,320866,stim,28.0,poldrack-single-stim,s574
437,100.0,2544.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",600.0,#1F45FC,1000.0,2.0,color,stay,,323517,stim,29.0,poldrack-single-stim,s574
440,900.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",479.0,#1F45FC,1000.0,9.0,magnitude,switch,,326421,stim,30.0,poldrack-single-stim,s574
443,100.0,2136.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",701.0,#1F45FC,1000.0,6.0,magnitude,stay,,328664,stim,31.0,poldrack-single-stim,s574
446,100.0,2000.0,False,89.0,Color,,test,twobytwo,,71.0,"89,71",520.0,#1F45FC,1000.0,1.0,color,switch,,330770,stim,32.0,poldrack-single-stim,s574
449,900.0,2408.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",400.0,#1F45FC,1000.0,7.0,magnitude,switch,,334082,stim,33.0,poldrack-single-stim,s574
452,100.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",696.0,orange,1000.0,1.0,color,switch,,336189,stim,34.0,poldrack-single-stim,s574
455,100.0,2000.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",544.0,#1F45FC,1000.0,8.0,color,stay,,338296,stim,35.0,poldrack-single-stim,s574
458,900.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",435.0,#1F45FC,1000.0,6.0,magnitude,switch,,341203,stim,36.0,poldrack-single-stim,s574
461,900.0,2680.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",585.0,#1F45FC,1000.0,1.0,magnitude,stay,,344785,stim,37.0,poldrack-single-stim,s574
464,900.0,2272.0,True,89.0,High-Low,switch,test,twobytwo,,89.0,"89,71",534.0,orange,1000.0,6.0,magnitude,stay,,347966,stim,38.0,poldrack-single-stim,s574
467,900.0,2408.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",539.0,orange,1000.0,1.0,color,switch,,351277,stim,39.0,poldrack-single-stim,s574
470,900.0,3224.0,False,89.0,Magnitude,,test,twobytwo,,71.0,"89,71",804.0,orange,1000.0,8.0,magnitude,switch,,355407,stim,40.0,poldrack-single-stim,s574
473,100.0,2408.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1008.0,orange,1000.0,9.0,color,switch,,357923,stim,41.0,poldrack-single-stim,s574
476,900.0,2816.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",405.0,#1F45FC,1000.0,8.0,color,stay,,361646,stim,42.0,poldrack-single-stim,s574
479,100.0,2408.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",665.0,#1F45FC,1000.0,7.0,magnitude,switch,,364164,stim,43.0,poldrack-single-stim,s574
482,100.0,2136.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",1542.0,orange,1000.0,8.0,magnitude,stay,,366404,stim,44.0,poldrack-single-stim,s574
485,900.0,2136.0,False,89.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",558.0,#1F45FC,1000.0,3.0,color,switch,,369444,stim,45.0,poldrack-single-stim,s574
488,100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",724.0,#1F45FC,1000.0,6.0,magnitude,switch,,371551,stim,46.0,poldrack-single-stim,s574
491,100.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",953.0,#1F45FC,1000.0,8.0,color,switch,,373657,stim,47.0,poldrack-single-stim,s574
494,100.0,2272.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",621.0,orange,1000.0,3.0,magnitude,switch,,376033,stim,48.0,poldrack-single-stim,s574
497,900.0,2408.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",508.0,orange,1000.0,3.0,magnitude,stay,,379348,stim,49.0,poldrack-single-stim,s574
500,900.0,2000.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",857.0,#1F45FC,1000.0,1.0,magnitude,stay,,382255,stim,50.0,poldrack-single-stim,s574
503,900.0,2136.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",664.0,#1F45FC,1000.0,2.0,color,switch,,385295,stim,51.0,poldrack-single-stim,s574
506,100.0,2000.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",835.0,orange,1000.0,6.0,color,stay,,387407,stim,52.0,poldrack-single-stim,s574
