,action,clicked_on_loss_card,exp_stage,experiment_exp_id,gain_amount,key_press,loss_amount,num_cards,num_click_in_round,num_loss_cards,possible_responses,round_points,rt,text,time_elapsed,total_cards,trial_id,trial_type,which_round,worker_id
42,draw_card,0.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,3.0,2.0,"89,71",72.0,588.0,,35028,,stim,poldrack-single-stim,5.0,s251
43,draw_card,1.0,test,columbia_card_task_fmri,24.0,89.0,-60.0,8.0,4.0,2.0,"89,71",12.0,666.0,,35696,4.0,stim,poldrack-single-stim,5.0,s251
45,draw_card,0.0,test,columbia_card_task_fmri,29.0,89.0,-75.0,8.0,1.0,2.0,"89,71",29.0,1826.0,,39912,,stim,poldrack-single-stim,6.0,s251
46,draw_card,0.0,test,columbia_card_task_fmri,29.0,89.0,-75.0,8.0,2.0,2.0,"89,71",58.0,606.0,,40519,,stim,poldrack-single-stim,6.0,s251
47,draw_card,1.0,test,columbia_card_task_fmri,29.0,89.0,-75.0,8.0,3.0,2.0,"89,71",-17.0,509.0,,41029,3.0,stim,poldrack-single-stim,6.0,s251
49,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,1.0,2.0,"89,71",17.0,1806.0,,45225,,stim,poldrack-single-stim,7.0,s251
50,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,2.0,2.0,"89,71",34.0,786.0,,46012,,stim,poldrack-single-stim,7.0,s251
51,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,9.0,3.0,2.0,"89,71",51.0,852.0,,46866,,stim,poldrack-single-stim,7.0,s251
52,end_round,0.0,test,columbia_card_task_fmri,17.0,71.0,-65.0,9.0,3.0,2.0,"89,71",51.0,1484.0,,48352,3.0,stim,poldrack-single-stim,7.0,s251
54,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-95.0,10.0,1.0,1.0,"89,71",14.0,1965.0,,52572,,stim,poldrack-single-stim,8.0,s251
55,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-95.0,10.0,2.0,1.0,"89,71",28.0,1160.0,,53734,,stim,poldrack-single-stim,8.0,s251
56,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-95.0,10.0,3.0,1.0,"89,71",42.0,849.0,,54585,,stim,poldrack-single-stim,8.0,s251
57,end_round,0.0,test,columbia_card_task_fmri,14.0,71.0,-95.0,10.0,3.0,1.0,"89,71",42.0,550.0,,55137,3.0,stim,poldrack-single-stim,8.0,s251
59,draw_card,1.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,10.0,1.0,2.0,"89,71",-65.0,2135.0,,59594,1.0,stim,poldrack-single-stim,9.0,s251
61,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,10.0,1.0,2.0,"89,71",17.0,1669.0,,63518,,stim,poldrack-single-stim,10.0,s251
62,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,10.0,2.0,2.0,"89,71",34.0,792.0,,64312,,stim,poldrack-single-stim,10.0,s251
63,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-65.0,10.0,3.0,2.0,"89,71",51.0,590.0,,64904,,stim,poldrack-single-stim,10.0,s251
64,end_round,0.0,test,columbia_card_task_fmri,17.0,71.0,-65.0,10.0,3.0,2.0,"89,71",51.0,862.0,,65767,3.0,stim,poldrack-single-stim,10.0,s251
66,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,12.0,1.0,2.0,"89,71",13.0,1862.0,,69884,,stim,poldrack-single-stim,11.0,s251
67,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,12.0,2.0,2.0,"89,71",26.0,563.0,,70448,,stim,poldrack-single-stim,11.0,s251
68,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,12.0,3.0,2.0,"89,71",39.0,465.0,,70915,,stim,poldrack-single-stim,11.0,s251
69,end_round,0.0,test,columbia_card_task_fmri,13.0,71.0,-70.0,12.0,3.0,2.0,"89,71",39.0,618.0,,71534,3.0,stim,poldrack-single-stim,11.0,s251
71,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,12.0,1.0,2.0,"89,71",15.0,2749.0,,76676,,stim,poldrack-single-stim,12.0,s251
72,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,12.0,2.0,2.0,"89,71",30.0,503.0,,77181,,stim,poldrack-single-stim,12.0,s251
73,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,12.0,3.0,2.0,"89,71",45.0,507.0,,77691,,stim,poldrack-single-stim,12.0,s251
74,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-80.0,12.0,3.0,2.0,"89,71",45.0,559.0,,78252,3.0,stim,poldrack-single-stim,12.0,s251
76,draw_card,1.0,test,columbia_card_task_fmri,14.0,89.0,-65.0,15.0,1.0,3.0,"89,71",-65.0,3894.0,,84538,1.0,stim,poldrack-single-stim,13.0,s251
78,draw_card,0.0,test,columbia_card_task_fmri,1.0,89.0,-45.0,16.0,1.0,1.0,"89,71",1.0,4400.0,,91667,,stim,poldrack-single-stim,14.0,s251
79,end_round,0.0,test,columbia_card_task_fmri,1.0,71.0,-45.0,16.0,1.0,1.0,"89,71",1.0,713.0,,92382,1.0,stim,poldrack-single-stim,14.0,s251
81,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,1.0,3.0,"89,71",15.0,3968.0,,98809,,stim,poldrack-single-stim,15.0,s251
82,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,2.0,3.0,"89,71",30.0,591.0,,99403,,stim,poldrack-single-stim,15.0,s251
83,draw_card,1.0,test,columbia_card_task_fmri,15.0,89.0,-70.0,16.0,3.0,3.0,"89,71",-40.0,488.0,,99892,3.0,stim,poldrack-single-stim,15.0,s251
85,draw_card,0.0,test,columbia_card_task_fmri,30.0,89.0,-50.0,10.0,1.0,3.0,"89,71",30.0,1557.0,,103773,,stim,poldrack-single-stim,16.0,s251
86,draw_card,0.0,test,columbia_card_task_fmri,30.0,89.0,-50.0,10.0,2.0,3.0,"89,71",60.0,499.0,,104274,,stim,poldrack-single-stim,16.0,s251
87,draw_card,0.0,test,columbia_card_task_fmri,30.0,89.0,-50.0,10.0,3.0,3.0,"89,71",90.0,426.0,,104702,,stim,poldrack-single-stim,16.0,s251
88,end_round,0.0,test,columbia_card_task_fmri,30.0,71.0,-50.0,10.0,3.0,3.0,"89,71",90.0,448.0,,105152,3.0,stim,poldrack-single-stim,16.0,s251
90,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,1.0,2.0,"89,71",17.0,1679.0,,109156,,stim,poldrack-single-stim,17.0,s251
91,draw_card,1.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,15.0,2.0,2.0,"89,71",-53.0,485.0,,109643,2.0,stim,poldrack-single-stim,17.0,s251
93,draw_card,0.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,16.0,1.0,1.0,"89,71",7.0,2472.0,,114711,,stim,poldrack-single-stim,18.0,s251
94,draw_card,1.0,test,columbia_card_task_fmri,7.0,89.0,-95.0,16.0,2.0,1.0,"89,71",-88.0,878.0,,115591,2.0,stim,poldrack-single-stim,18.0,s251
96,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,1.0,1.0,"89,71",9.0,3183.0,,121504,,stim,poldrack-single-stim,19.0,s251
97,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,2.0,1.0,"89,71",18.0,432.0,,121938,,stim,poldrack-single-stim,19.0,s251
98,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-100.0,16.0,3.0,1.0,"89,71",27.0,475.0,,122415,,stim,poldrack-single-stim,19.0,s251
99,end_round,0.0,test,columbia_card_task_fmri,9.0,71.0,-100.0,16.0,3.0,1.0,"89,71",27.0,385.0,,122803,3.0,stim,poldrack-single-stim,19.0,s251
101,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-80.0,16.0,0.0,2.0,"89,71",0.0,3242.0,,128572,0.0,stim,poldrack-single-stim,20.0,s251
103,draw_card,1.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,16.0,1.0,2.0,"89,71",-70.0,3177.0,,134889,1.0,stim,poldrack-single-stim,21.0,s251
105,draw_card,0.0,test,columbia_card_task_fmri,30.0,89.0,-45.0,16.0,1.0,5.0,"89,71",30.0,2058.0,,139339,,stim,poldrack-single-stim,22.0,s251
106,draw_card,1.0,test,columbia_card_task_fmri,30.0,89.0,-45.0,16.0,2.0,5.0,"89,71",-15.0,655.0,,139996,2.0,stim,poldrack-single-stim,22.0,s251
108,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,6.0,1.0,1.0,"89,71",13.0,1928.0,,144317,,stim,poldrack-single-stim,23.0,s251
109,draw_card,1.0,test,columbia_card_task_fmri,13.0,89.0,-75.0,6.0,2.0,1.0,"89,71",-62.0,1770.0,,146089,2.0,stim,poldrack-single-stim,23.0,s251
111,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,6.0,1.0,1.0,"89,71",14.0,1365.0,,149776,,stim,poldrack-single-stim,24.0,s251
112,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-70.0,6.0,2.0,1.0,"89,71",28.0,377.0,,150155,,stim,poldrack-single-stim,24.0,s251
113,end_round,0.0,test,columbia_card_task_fmri,14.0,71.0,-70.0,6.0,2.0,1.0,"89,71",28.0,395.0,,150553,2.0,stim,poldrack-single-stim,24.0,s251
115,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,6.0,1.0,1.0,"89,71",16.0,1199.0,,154075,,stim,poldrack-single-stim,25.0,s251
116,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-80.0,6.0,2.0,1.0,"89,71",32.0,428.0,,154504,,stim,poldrack-single-stim,25.0,s251
117,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-80.0,6.0,2.0,1.0,"89,71",32.0,501.0,,155008,2.0,stim,poldrack-single-stim,25.0,s251
119,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,6.0,1.0,1.0,"89,71",17.0,1685.0,,159561,,stim,poldrack-single-stim,26.0,s251
120,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-70.0,6.0,2.0,1.0,"89,71",34.0,585.0,,160148,,stim,poldrack-single-stim,26.0,s251
121,end_round,0.0,test,columbia_card_task_fmri,17.0,71.0,-70.0,6.0,2.0,1.0,"89,71",34.0,2573.0,,162724,2.0,stim,poldrack-single-stim,26.0,s251
123,draw_card,0.0,test,columbia_card_task_fmri,25.0,89.0,-65.0,8.0,1.0,2.0,"89,71",25.0,2212.0,,167669,,stim,poldrack-single-stim,27.0,s251
124,draw_card,0.0,test,columbia_card_task_fmri,25.0,89.0,-65.0,8.0,2.0,2.0,"89,71",50.0,458.0,,168128,,stim,poldrack-single-stim,27.0,s251
125,draw_card,0.0,test,columbia_card_task_fmri,25.0,89.0,-65.0,8.0,3.0,2.0,"89,71",75.0,544.0,,168675,,stim,poldrack-single-stim,27.0,s251
126,end_round,0.0,test,columbia_card_task_fmri,25.0,71.0,-65.0,8.0,3.0,2.0,"89,71",75.0,392.0,,169069,3.0,stim,poldrack-single-stim,27.0,s251
128,draw_card,0.0,test,columbia_card_task_fmri,30.0,89.0,-80.0,8.0,1.0,2.0,"89,71",30.0,1812.0,,173138,,stim,poldrack-single-stim,28.0,s251
129,draw_card,0.0,test,columbia_card_task_fmri,30.0,89.0,-80.0,8.0,2.0,2.0,"89,71",60.0,395.0,,173536,,stim,poldrack-single-stim,28.0,s251
130,draw_card,0.0,test,columbia_card_task_fmri,30.0,89.0,-80.0,8.0,3.0,2.0,"89,71",90.0,275.0,,173813,,stim,poldrack-single-stim,28.0,s251
131,end_round,0.0,test,columbia_card_task_fmri,30.0,71.0,-80.0,8.0,3.0,2.0,"89,71",90.0,363.0,,174179,3.0,stim,poldrack-single-stim,28.0,s251
133,draw_card,1.0,test,columbia_card_task_fmri,13.0,89.0,-95.0,10.0,1.0,1.0,"89,71",-95.0,2942.0,,179446,1.0,stim,poldrack-single-stim,29.0,s251
135,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,1.0,1.0,"89,71",14.0,3366.0,,185272,,stim,poldrack-single-stim,30.0,s251
136,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,2.0,1.0,"89,71",28.0,465.0,,185740,,stim,poldrack-single-stim,30.0,s251
137,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-90.0,10.0,3.0,1.0,"89,71",42.0,354.0,,186097,,stim,poldrack-single-stim,30.0,s251
138,end_round,0.0,test,columbia_card_task_fmri,14.0,71.0,-90.0,10.0,3.0,1.0,"89,71",42.0,395.0,,186493,3.0,stim,poldrack-single-stim,30.0,s251
140,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,10.0,1.0,2.0,"89,71",16.0,2260.0,,191281,,stim,poldrack-single-stim,31.0,s251
141,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,10.0,2.0,2.0,"89,71",32.0,631.0,,191915,,stim,poldrack-single-stim,31.0,s251
142,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-70.0,10.0,3.0,2.0,"89,71",48.0,1057.0,,192975,,stim,poldrack-single-stim,31.0,s251
143,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-70.0,10.0,3.0,2.0,"89,71",48.0,501.0,,193479,3.0,stim,poldrack-single-stim,31.0,s251
145,draw_card,0.0,test,columbia_card_task_fmri,7.0,89.0,-100.0,12.0,1.0,1.0,"89,71",7.0,2989.0,,198794,,stim,poldrack-single-stim,32.0,s251
146,draw_card,0.0,test,columbia_card_task_fmri,7.0,89.0,-100.0,12.0,2.0,1.0,"89,71",14.0,1422.0,,200220,,stim,poldrack-single-stim,32.0,s251
147,end_round,0.0,test,columbia_card_task_fmri,7.0,71.0,-100.0,12.0,2.0,1.0,"89,71",14.0,1404.0,,201626,2.0,stim,poldrack-single-stim,32.0,s251
149,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,12.0,1.0,2.0,"89,71",14.0,1751.0,,205906,,stim,poldrack-single-stim,33.0,s251
150,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,12.0,2.0,2.0,"89,71",28.0,427.0,,206336,,stim,poldrack-single-stim,33.0,s251
151,draw_card,0.0,test,columbia_card_task_fmri,14.0,89.0,-80.0,12.0,3.0,2.0,"89,71",42.0,334.0,,206673,,stim,poldrack-single-stim,33.0,s251
152,end_round,0.0,test,columbia_card_task_fmri,14.0,71.0,-80.0,12.0,3.0,2.0,"89,71",42.0,360.0,,207036,3.0,stim,poldrack-single-stim,33.0,s251
154,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-75.0,12.0,0.0,2.0,"89,71",0.0,2674.0,,212716,0.0,stim,poldrack-single-stim,34.0,s251
156,draw_card,1.0,test,columbia_card_task_fmri,15.0,89.0,-65.0,15.0,1.0,3.0,"89,71",-65.0,2229.0,,217271,1.0,stim,poldrack-single-stim,35.0,s251
158,end_round,0.0,test,columbia_card_task_fmri,14.0,71.0,-70.0,16.0,0.0,3.0,"89,71",0.0,3870.0,,223398,0.0,stim,poldrack-single-stim,36.0,s251
160,draw_card,0.0,test,columbia_card_task_fmri,11.0,89.0,-30.0,16.0,1.0,5.0,"89,71",11.0,2087.0,,227948,,stim,poldrack-single-stim,37.0,s251
161,draw_card,0.0,test,columbia_card_task_fmri,11.0,89.0,-30.0,16.0,2.0,5.0,"89,71",22.0,687.0,,228638,,stim,poldrack-single-stim,37.0,s251
162,draw_card,0.0,test,columbia_card_task_fmri,11.0,89.0,-30.0,16.0,3.0,5.0,"89,71",33.0,454.0,,229094,,stim,poldrack-single-stim,37.0,s251
163,draw_card,1.0,test,columbia_card_task_fmri,11.0,89.0,-30.0,16.0,4.0,5.0,"89,71",3.0,1150.0,,230246,4.0,stim,poldrack-single-stim,37.0,s251
165,draw_card,1.0,test,columbia_card_task_fmri,15.0,89.0,-75.0,15.0,1.0,2.0,"89,71",-75.0,631.0,,233204,1.0,stim,poldrack-single-stim,38.0,s251
167,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,15.0,1.0,2.0,"89,71",17.0,1059.0,,236588,,stim,poldrack-single-stim,39.0,s251
168,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,15.0,2.0,2.0,"89,71",34.0,427.0,,237018,,stim,poldrack-single-stim,39.0,s251
169,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-75.0,15.0,3.0,2.0,"89,71",51.0,345.0,,237366,,stim,poldrack-single-stim,39.0,s251
170,end_round,0.0,test,columbia_card_task_fmri,17.0,71.0,-75.0,15.0,3.0,2.0,"89,71",51.0,521.0,,237891,3.0,stim,poldrack-single-stim,39.0,s251
172,draw_card,0.0,test,columbia_card_task_fmri,2.0,89.0,-25.0,16.0,1.0,1.0,"89,71",2.0,2877.0,,243365,,stim,poldrack-single-stim,40.0,s251
173,draw_card,0.0,test,columbia_card_task_fmri,2.0,89.0,-25.0,16.0,2.0,1.0,"89,71",4.0,638.0,,244007,,stim,poldrack-single-stim,40.0,s251
174,draw_card,0.0,test,columbia_card_task_fmri,2.0,89.0,-25.0,16.0,3.0,1.0,"89,71",6.0,410.0,,244420,,stim,poldrack-single-stim,40.0,s251
175,end_round,0.0,test,columbia_card_task_fmri,2.0,71.0,-25.0,16.0,3.0,1.0,"89,71",6.0,411.0,,244834,3.0,stim,poldrack-single-stim,40.0,s251
177,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,1.0,1.0,"89,71",9.0,2776.0,,249869,,stim,poldrack-single-stim,41.0,s251
178,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,2.0,1.0,"89,71",18.0,420.0,,250293,,stim,poldrack-single-stim,41.0,s251
179,draw_card,0.0,test,columbia_card_task_fmri,9.0,89.0,-95.0,16.0,3.0,1.0,"89,71",27.0,428.0,,250724,,stim,poldrack-single-stim,41.0,s251
180,end_round,0.0,test,columbia_card_task_fmri,9.0,71.0,-95.0,16.0,3.0,1.0,"89,71",27.0,1571.0,,252298,3.0,stim,poldrack-single-stim,41.0,s251
182,draw_card,0.0,test,columbia_card_task_fmri,11.0,89.0,-100.0,16.0,1.0,1.0,"89,71",11.0,2718.0,,257274,,stim,poldrack-single-stim,42.0,s251
183,draw_card,0.0,test,columbia_card_task_fmri,11.0,89.0,-100.0,16.0,2.0,1.0,"89,71",22.0,491.0,,257767,,stim,poldrack-single-stim,42.0,s251
184,draw_card,0.0,test,columbia_card_task_fmri,11.0,89.0,-100.0,16.0,3.0,1.0,"89,71",33.0,536.0,,258306,,stim,poldrack-single-stim,42.0,s251
185,end_round,0.0,test,columbia_card_task_fmri,11.0,71.0,-100.0,16.0,3.0,1.0,"89,71",33.0,596.0,,258906,3.0,stim,poldrack-single-stim,42.0,s251
187,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,1.0,2.0,"89,71",16.0,2644.0,,264080,,stim,poldrack-single-stim,43.0,s251
188,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,2.0,2.0,"89,71",32.0,436.0,,264519,,stim,poldrack-single-stim,43.0,s251
189,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,16.0,3.0,2.0,"89,71",48.0,297.0,,264819,,stim,poldrack-single-stim,43.0,s251
190,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-75.0,16.0,3.0,2.0,"89,71",48.0,422.0,,265244,3.0,stim,poldrack-single-stim,43.0,s251
192,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,1.0,2.0,"89,71",17.0,1939.0,,269646,,stim,poldrack-single-stim,44.0,s251
193,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,2.0,2.0,"89,71",34.0,358.0,,270006,,stim,poldrack-single-stim,44.0,s251
194,draw_card,0.0,test,columbia_card_task_fmri,17.0,89.0,-80.0,16.0,3.0,2.0,"89,71",51.0,282.0,,270292,,stim,poldrack-single-stim,44.0,s251
195,end_round,0.0,test,columbia_card_task_fmri,17.0,71.0,-80.0,16.0,3.0,2.0,"89,71",51.0,465.0,,270760,3.0,stim,poldrack-single-stim,44.0,s251
197,-1.0,,,columbia_card_task_fmri,,-1.0,,,,,none,,-1.0,,283017,,rest_block,poldrack-single-stim,,s251
198,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,6.0,1.0,1.0,"89,71",13.0,4796.0,,288819,,stim,poldrack-single-stim,45.0,s251
199,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,6.0,2.0,1.0,"89,71",26.0,468.0,,289290,,stim,poldrack-single-stim,45.0,s251
200,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-70.0,6.0,3.0,1.0,"89,71",39.0,454.0,,289747,,stim,poldrack-single-stim,45.0,s251
201,end_round,0.0,test,columbia_card_task_fmri,13.0,71.0,-70.0,6.0,3.0,1.0,"89,71",39.0,425.0,,290176,3.0,stim,poldrack-single-stim,45.0,s251
203,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,6.0,1.0,1.0,"89,71",15.0,2844.0,,295480,,stim,poldrack-single-stim,46.0,s251
204,draw_card,1.0,test,columbia_card_task_fmri,15.0,89.0,-80.0,6.0,2.0,1.0,"89,71",-65.0,360.0,,295844,2.0,stim,poldrack-single-stim,46.0,s251
206,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,6.0,1.0,1.0,"89,71",16.0,2361.0,,300667,,stim,poldrack-single-stim,47.0,s251
207,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,6.0,2.0,1.0,"89,71",32.0,405.0,,301074,,stim,poldrack-single-stim,47.0,s251
208,draw_card,0.0,test,columbia_card_task_fmri,16.0,89.0,-75.0,6.0,3.0,1.0,"89,71",48.0,294.0,,301371,,stim,poldrack-single-stim,47.0,s251
209,end_round,0.0,test,columbia_card_task_fmri,16.0,71.0,-75.0,6.0,3.0,1.0,"89,71",48.0,469.0,,301844,3.0,stim,poldrack-single-stim,47.0,s251
211,draw_card,1.0,test,columbia_card_task_fmri,21.0,89.0,-55.0,8.0,1.0,2.0,"89,71",-55.0,1819.0,,306192,1.0,stim,poldrack-single-stim,48.0,s251
213,draw_card,0.0,test,columbia_card_task_fmri,26.0,89.0,-65.0,8.0,1.0,2.0,"89,71",26.0,3148.0,,311802,,stim,poldrack-single-stim,49.0,s251
214,draw_card,0.0,test,columbia_card_task_fmri,26.0,89.0,-65.0,8.0,2.0,2.0,"89,71",52.0,872.0,,312678,,stim,poldrack-single-stim,49.0,s251
215,draw_card,1.0,test,columbia_card_task_fmri,26.0,89.0,-65.0,8.0,3.0,2.0,"89,71",-13.0,360.0,,313040,3.0,stim,poldrack-single-stim,49.0,s251
217,draw_card,1.0,test,columbia_card_task_fmri,15.0,89.0,-60.0,9.0,1.0,2.0,"89,71",-60.0,1627.0,,317332,1.0,stim,poldrack-single-stim,50.0,s251
219,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-90.0,10.0,1.0,1.0,"89,71",13.0,2242.0,,321969,,stim,poldrack-single-stim,51.0,s251
220,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-90.0,10.0,2.0,1.0,"89,71",26.0,402.0,,322374,,stim,poldrack-single-stim,51.0,s251
221,draw_card,0.0,test,columbia_card_task_fmri,13.0,89.0,-90.0,10.0,3.0,1.0,"89,71",39.0,696.0,,323073,,stim,poldrack-single-stim,51.0,s251
222,end_round,0.0,test,columbia_card_task_fmri,13.0,71.0,-90.0,10.0,3.0,1.0,"89,71",39.0,451.0,,323527,3.0,stim,poldrack-single-stim,51.0,s251
224,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-95.0,10.0,1.0,1.0,"89,71",15.0,3602.0,,329663,,stim,poldrack-single-stim,52.0,s251
225,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-95.0,10.0,2.0,1.0,"89,71",30.0,413.0,,330080,,stim,poldrack-single-stim,52.0,s251
226,draw_card,0.0,test,columbia_card_task_fmri,15.0,89.0,-95.0,10.0,3.0,1.0,"89,71",45.0,287.0,,330370,,stim,poldrack-single-stim,52.0,s251
227,end_round,0.0,test,columbia_card_task_fmri,15.0,71.0,-95.0,10.0,3.0,1.0,"89,71",45.0,385.0,,330758,3.0,stim,poldrack-single-stim,52.0,s251
