,block_duration,coded_response,experiment_exp_id,item_coding,item_text,key_press,options,possible_responses,response,rt,stim_duration,survey,text,time_elapsed,trial_id,trial_type,worker_id
34,9136.0,1.0,survey_medley,forward,Do you sometimes like doing things that are a bit frightening?,66,"No,Yes","66,89",1.0,2857,8500.0,impulsive_venture,,99404,,poldrack-single-stim,s573
35,10360.0,5.0,survey_medley,forward,I finish whatever I begin.,77,"<span style=""font-weight: normal; font-size: 30px"">Not at all like me</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much like me</span>","66,89,71,82,77",5.0,2406,8500.0,grit,,109770,,poldrack-single-stim,s573
36,9680.0,5.0,survey_medley,forward,Setbacks don't discourage me.,77,"<span style=""font-weight: normal; font-size: 30px"">Not at all like me</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much like me</span>","66,89,71,82,77",5.0,4783,8500.0,grit,,119455,,poldrack-single-stim,s573
37,10156.0,4.0,survey_medley,forward,People would say that I have iron self-discipline.,82,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",4.0,3996,8500.0,brief,,129614,,poldrack-single-stim,s573
38,9204.0,1.0,survey_medley,forward,"When I am really excited, I tend not to think of the consequences of my actions.",66,"<span style=""font-size: 30px"">Disagree Strongly</span>,<span style=""font-size: 30px"">Disagree Some</span>,<span style=""font-size: 30px"">Agree Some</span>,<span style=""font-size: 30px"">Agree Strongly</span>","66,89,71,82",1.0,5078,8500.0,upps,,138819,,poldrack-single-stim,s573
39,11176.0,5.0,survey_medley,forward,I am able to work effectively toward long-term goals.,77,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",5.0,3485,8500.0,brief,,149998,,poldrack-single-stim,s573
40,9272.0,5.0,survey_medley,reverse,"Sometimes I can't stop myself from doing something, even if I know it is wrong.",66,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",1.0,2985,8500.0,brief,,159273,,poldrack-single-stim,s573
41,9612.0,1.0,survey_medley,forward,"As I get older, I begin to experience time as limited.",66,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","66,89,71,82,77",1.0,3425,8500.0,future_time,,168890,,poldrack-single-stim,s573
42,9068.0,1.0,survey_medley,forward,Others would say I make bad choices when I am extremely happy about something.,66,"<span style=""font-size: 30px"">Disagree Strongly</span>,<span style=""font-size: 30px"">Disagree Some</span>,<span style=""font-size: 30px"">Agree Some</span>,<span style=""font-size: 30px"">Agree Strongly</span>","66,89,71,82",1.0,3142,8500.0,upps,,177962,,poldrack-single-stim,s573
43,9000.0,3.0,survey_medley,reverse,Pleasure and fun sometimes keep me from getting work done.,71,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",3.0,5915,8500.0,brief,,186965,,poldrack-single-stim,s573
44,14304.0,5.0,survey_medley,forward,I am diligent.,77,"<span style=""font-weight: normal; font-size: 30px"">Not at all like me</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much like me</span>","66,89,71,82,77",5.0,1866,8500.0,grit,,201275,,poldrack-single-stim,s573
45,9068.0,1.0,survey_medley,forward,I tend to act without thinking when I am really excited.,66,"<span style=""font-size: 30px"">Disagree Strongly</span>,<span style=""font-size: 30px"">Disagree Some</span>,<span style=""font-size: 30px"">Agree Some</span>,<span style=""font-size: 30px"">Agree Strongly</span>","66,89,71,82",1.0,3089,8500.0,upps,,210347,,poldrack-single-stim,s573
46,10292.0,5.0,survey_medley,reverse,I say inappropriate things.,66,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",1.0,1326,8500.0,brief,,220641,,poldrack-single-stim,s573
47,11788.0,5.0,survey_medley,forward,My future is filled with possibilities.,77,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","66,89,71,82,77",5.0,2354,8500.0,future_time,,232434,,poldrack-single-stim,s573
48,9204.0,5.0,survey_medley,reverse,I have trouble concentrating.,66,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",1.0,1429,8500.0,brief,,241639,,poldrack-single-stim,s573
49,9476.0,2.0,survey_medley,forward,Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?,89,"No,Yes","66,89",2.0,3930,8500.0,impulsive_venture,,251117,,poldrack-single-stim,s573
50,9952.0,5.0,survey_medley,forward,I expect that I will set many new goals in the future.,77,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","66,89,71,82,77",5.0,5400,8500.0,future_time,,261074,,poldrack-single-stim,s573
51,11856.0,1.0,survey_medley,forward,There are only limited possibilities in my future.,66,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","66,89,71,82,77",1.0,3601,8500.0,future_time,,272937,,poldrack-single-stim,s573
52,9204.0,5.0,survey_medley,reverse,I have been obsessed with a certain idea or project for a short time but later lost interest.,66,"<span style=""font-weight: normal; font-size: 30px"">Not at all like me</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much like me</span>","66,89,71,82,77",1.0,3149,8500.0,grit,,282147,,poldrack-single-stim,s573
53,11516.0,3.0,survey_medley,forward,I could do anything I want in the future.,71,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","66,89,71,82,77",3.0,5547,8500.0,future_time,,293668,,poldrack-single-stim,s573
54,9000.0,1.0,survey_medley,forward,"When overjoyed, I feel like I cant stop myself from going overboard.",66,"<span style=""font-size: 30px"">Disagree Strongly</span>,<span style=""font-size: 30px"">Disagree Some</span>,<span style=""font-size: 30px"">Agree Some</span>,<span style=""font-size: 30px"">Agree Strongly</span>","66,89,71,82",1.0,3272,8500.0,upps,,302671,,poldrack-single-stim,s573
55,9136.0,5.0,survey_medley,forward,Most of my life lies ahead of me.,77,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","66,89,71,82,77",5.0,3153,8500.0,future_time,,311812,,poldrack-single-stim,s573
56,9612.0,5.0,survey_medley,reverse,I am lazy.,66,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",1.0,1500,8500.0,brief,,321429,,poldrack-single-stim,s573
57,9612.0,5.0,survey_medley,forward,I refuse things that are bad for me.,77,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",5.0,4395,8500.0,brief,,331045,,poldrack-single-stim,s573
58,10292.0,5.0,survey_medley,forward,Many opportunities await me in the future.,77,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","66,89,71,82,77",5.0,3013,8500.0,future_time,,341339,,poldrack-single-stim,s573
59,10088.0,3.0,survey_medley,reverse,I often set a goal but later choose to pursue a different one.,71,"<span style=""font-weight: normal; font-size: 30px"">Not at all like me</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much like me</span>","66,89,71,82,77",3.0,5819,8500.0,grit,,351430,,poldrack-single-stim,s573
60,9068.0,1.0,survey_medley,forward,"When I get really happy about something, I tend to do things that can have bad consequences.",66,"<span style=""font-size: 30px"">Disagree Strongly</span>,<span style=""font-size: 30px"">Disagree Some</span>,<span style=""font-size: 30px"">Agree Some</span>,<span style=""font-size: 30px"">Agree Strongly</span>","66,89,71,82",1.0,3145,8500.0,upps,,360502,,poldrack-single-stim,s573
61,10156.0,5.0,survey_medley,forward,My future seems infinite to me.,77,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","66,89,71,82,77",5.0,2489,8500.0,future_time,,370663,,poldrack-single-stim,s573
62,9884.0,1.0,survey_medley,forward,"Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.",66,"<span style=""font-size: 30px"">Disagree Strongly</span>,<span style=""font-size: 30px"">Disagree Some</span>,<span style=""font-size: 30px"">Agree Some</span>,<span style=""font-size: 30px"">Agree Strongly</span>","66,89,71,82",1.0,6795,8500.0,upps,,380551,,poldrack-single-stim,s573
63,9680.0,5.0,survey_medley,reverse,I wish I had more self-discipline.,66,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",1.0,1600,8500.0,brief,,390237,,poldrack-single-stim,s573
64,9544.0,1.0,survey_medley,forward,Would you enjoy the sensation of skiing very fast down a high mountain slope?,66,"No,Yes","66,89",1.0,4546,8500.0,impulsive_venture,,399784,,poldrack-single-stim,s573
65,10705.0,,survey_medley,,,32,,32,,10705,10705.0,,,410489,end,poldrack-single-stim,s573
