,coded_response,experiment_exp_id,item_coding,item_text,key_press,options,possible_responses,response,rt,survey,text,time_elapsed,trial_id,trial_type,worker_id
41,4.0,survey_medley,forward,Most of my life lies ahead of me.,82,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","66,89,71,82,77",4.0,5507,future_time,,157920,,poldrack-single-stim,s491
42,4.0,survey_medley,forward,There is plenty of time left in my life to make new plans.,82,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","66,89,71,82,77",4.0,4794,future_time,,167399,,poldrack-single-stim,s491
43,5.0,survey_medley,forward,I am able to work effectively toward long-term goals.,77,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",5.0,3158,brief,,176537,,poldrack-single-stim,s491
44,4.0,survey_medley,reverse,I say inappropriate things.,89,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",2.0,2660,brief,,185607,,poldrack-single-stim,s491
45,4.0,survey_medley,forward,Many opportunities await me in the future.,82,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","66,89,71,82,77",4.0,3034,future_time,,194610,,poldrack-single-stim,s491
46,3.0,survey_medley,reverse,I am lazy.,71,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",3.0,3245,brief,,203613,,poldrack-single-stim,s491
47,3.0,survey_medley,reverse,I have been obsessed with a certain idea or project for a short time but later lost interest.,71,"<span style=""font-weight: normal; font-size: 30px"">Not at all like me</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much like me</span>","66,89,71,82,77",3.0,7763,grit,,212821,,poldrack-single-stim,s491
48,1.0,survey_medley,forward,Would you enjoy the sensation of skiing very fast down a high mountain slope?,66,"No,Yes","66,89",1.0,3449,impulsive_venture,,222028,,poldrack-single-stim,s491
49,1.0,survey_medley,forward,"When overjoyed, I feel like I cant stop myself from going overboard.",66,"<span style=""font-size: 30px"">Disagree Strongly</span>,<span style=""font-size: 30px"">Disagree Some</span>,<span style=""font-size: 30px"">Agree Some</span>,<span style=""font-size: 30px"">Agree Strongly</span>","66,89,71,82",1.0,4807,upps,,231303,,poldrack-single-stim,s491
50,5.0,survey_medley,forward,I am a hard worker.,77,"<span style=""font-weight: normal; font-size: 30px"">Not at all like me</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much like me</span>","66,89,71,82,77",5.0,2339,grit,,240441,,poldrack-single-stim,s491
51,3.0,survey_medley,reverse,I have trouble concentrating.,71,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",3.0,4171,brief,,249647,,poldrack-single-stim,s491
52,4.0,survey_medley,forward,I have the sense that time is running out.,82,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","66,89,71,82,77",4.0,5102,future_time,,258923,,poldrack-single-stim,s491
53,5.0,survey_medley,reverse,I often act without thinking through all the alternatives.,66,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",1.0,3681,brief,,268198,,poldrack-single-stim,s491
54,2.0,survey_medley,reverse,I have a hard time breaking bad habits.,82,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",4.0,3389,brief,,277541,,poldrack-single-stim,s491
55,1.0,survey_medley,forward,"When I am really excited, I tend not to think of the consequences of my actions.",66,"<span style=""font-size: 30px"">Disagree Strongly</span>,<span style=""font-size: 30px"">Disagree Some</span>,<span style=""font-size: 30px"">Agree Some</span>,<span style=""font-size: 30px"">Agree Strongly</span>","66,89,71,82",1.0,2803,upps,,286748,,poldrack-single-stim,s491
56,3.0,survey_medley,forward,Setbacks don't discourage me.,71,"<span style=""font-weight: normal; font-size: 30px"">Not at all like me</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much like me</span>","66,89,71,82,77",3.0,3997,grit,,295817,,poldrack-single-stim,s491
57,4.0,survey_medley,reverse,"I do certain things that are bad for me, if they are fun.",89,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",2.0,5036,brief,,304819,,poldrack-single-stim,s491
58,1.0,survey_medley,forward,Others would say I make bad choices when I am extremely happy about something.,66,"<span style=""font-size: 30px"">Disagree Strongly</span>,<span style=""font-size: 30px"">Disagree Some</span>,<span style=""font-size: 30px"">Agree Some</span>,<span style=""font-size: 30px"">Agree Strongly</span>","66,89,71,82",1.0,3773,upps,,314229,,poldrack-single-stim,s491
59,2.0,survey_medley,forward,Do you sometimes like doing things that are a bit frightening?,89,"No,Yes","66,89",2.0,3597,impulsive_venture,,323436,,poldrack-single-stim,s491
60,1.0,survey_medley,forward,"When I get really happy about something, I tend to do things that can have bad consequences.",66,"<span style=""font-size: 30px"">Disagree Strongly</span>,<span style=""font-size: 30px"">Disagree Some</span>,<span style=""font-size: 30px"">Agree Some</span>,<span style=""font-size: 30px"">Agree Strongly</span>","66,89,71,82",1.0,4650,upps,,332575,,poldrack-single-stim,s491
61,5.0,survey_medley,forward,I am diligent.,77,"<span style=""font-weight: normal; font-size: 30px"">Not at all like me</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much like me</span>","66,89,71,82,77",5.0,2500,grit,,341918,,poldrack-single-stim,s491
62,3.0,survey_medley,reverse,"Sometimes I can't stop myself from doing something, even if I know it is wrong.",71,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","66,89,71,82,77",3.0,5228,brief,,350989,,poldrack-single-stim,s491
63,5.0,survey_medley,forward,I expect that I will set many new goals in the future.,77,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","66,89,71,82,77",5.0,4260,future_time,,360331,,poldrack-single-stim,s491
64,2.0,survey_medley,forward,Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?,89,"No,Yes","66,89",2.0,5287,impulsive_venture,,369469,,poldrack-single-stim,s491
65,,survey_medley,,,32,,32,,12777,,,382248,end,poldrack-single-stim,s491
